 nlayers, height, LOG10C01, LOG10C02, LOG10T01, Z01, Z02, Z03, Z04, Z05, Z06, Z07, Z08, Z09, Z10, Z11, Z12, Z13, Z14, Z15, Z16, Z17, Z18
  2, 38.83, -3.379541e+00, -3.263618e+00,  1.627019e+00,  5.232549e+02,  1.617756e+02,  6.837824e+01,  3.324802e+01,  1.678938e+01,  8.713733e+00,  4.610018e+00,  2.491363e+00,  1.359423e+00,  7.477599e-01,  4.092654e-01,  2.208924e-01,  1.188212e-01,  6.342965e-02,  3.341703e-02,  1.746697e-02,  8.990195e-03,  4.555220e-03
  2, 44.35,  5.580089e-01, -3.075279e+00,  7.101030e-01,  5.245196e+02,  7.526501e+02,  5.917121e+02,  4.767975e+02,  3.984346e+02,  3.486730e+02,  3.160466e+02,  2.904287e+02,  2.653321e+02,  2.385580e+02,  2.093448e+02,  1.780652e+02,  1.465104e+02,  1.158538e+02,  8.749738e+01,  6.294844e+01,  4.281288e+01,  2.741416e+01
  2, 48.70,  4.628093e-01, -1.289464e+00,  1.683142e+00,  4.808310e+02,  6.503359e+02,  5.198037e+02,  4.197204e+02,  3.395963e+02,  2.747559e+02,  2.219641e+02,  1.790999e+02,  1.437533e+02,  1.146810e+02,  9.039901e+01,  7.011238e+01,  5.369426e+01,  4.047438e+01,  2.994778e+01,  2.177439e+01,  1.547913e+01,  1.072821e+01
  2, 47.59, -3.621125e+00,  4.376780e-01,  8.277044e-01,  3.131699e+02,  4.474031e+02,  3.579694e+02,  2.892376e+02,  2.342057e+02,  1.896591e+02,  1.533754e+02,  1.238992e+02,  9.957614e+01,  7.955414e+01,  6.281423e+01,  4.881163e+01,  3.746282e+01,  2.830963e+01,  2.100845e+01,  1.533058e+01,  1.095457e+01,  7.656778e+00
  2, 43.94, -2.338385e+00, -1.068970e+00,  1.624328e+00,  1.802002e+03,  7.495357e+02,  4.054598e+02,  2.703187e+02,  1.922676e+02,  1.398431e+02,  1.023419e+02,  7.501810e+01,  5.462788e+01,  3.942915e+01,  2.796168e+01,  1.936052e+01,  1.315811e+01,  8.744990e+00,  5.664109e+00,  3.585913e+00,  2.207528e+00,  1.320630e+00
  2, 48.56,  3.762333e-01, -1.164434e+00,  1.163270e+00,  5.575801e+02,  7.056300e+02,  5.594636e+02,  4.478001e+02,  3.584150e+02,  2.860806e+02,  2.271963e+02,  1.795060e+02,  1.406788e+02,  1.099191e+02,  8.611061e+01,  6.832877e+01,  5.546569e+01,  4.559441e+01,  3.725670e+01,  2.978730e+01,  2.296255e+01,  1.693090e+01
  2, 33.51, -3.873947e+00, -3.254064e+00,  1.047971e+00,  5.901225e+02,  1.827627e+02,  7.623074e+01,  3.669940e+01,  1.838159e+01,  9.475180e+00,  4.983685e+00,  2.679977e+00,  1.456064e+00,  7.979271e-01,  4.352772e-01,  2.342337e-01,  1.256666e-01,  6.692885e-02,  3.518725e-02,  1.835886e-02,  9.433949e-03,  4.773501e-03
  2, 45.22, -2.747203e+00, -3.678987e+00,  1.097922e+00,  6.524179e+02,  1.439034e+02,  4.714978e+01,  1.962633e+01,  8.769184e+00,  4.118993e+00,  2.004134e+00,  1.009817e+00,  5.189363e-01,  2.710949e-01,  1.418049e-01,  7.351139e-02,  3.816554e-02,  1.975311e-02,  1.012054e-02,  5.166074e-03,  2.604594e-03,  1.301351e-03
  2, 42.65, -1.758864e+00, -2.804266e+00,  1.801738e+00,  4.522300e+03,  2.722497e+03,  1.648770e+03,  1.042902e+03,  6.649786e+02,  4.214884e+02,  2.619783e+02,  1.593159e+02,  9.403834e+01,  5.396329e+01,  2.982595e+01,  1.577402e+01,  8.093240e+00,  4.026130e+00,  1.937296e+00,  9.107021e-01,  4.162876e-01,  1.855004e-01
  2, 41.60, -1.302509e+00, -3.183573e+00,  1.743139e+00,  5.114105e+03,  3.533964e+03,  2.355994e+03,  1.599433e+03,  1.084356e+03,  7.380383e+02,  5.049145e+02,  3.459347e+02,  2.333916e+02,  1.535592e+02,  9.708398e+01,  5.842060e+01,  3.374042e+01,  1.865306e+01,  9.838551e+00,  4.985937e+00,  2.414605e+00,  1.118511e+00
  2, 34.19, -7.099218e-01, -3.272934e+00,  9.966650e-01,  8.372341e+03,  7.154507e+03,  5.674394e+03,  4.381601e+03,  3.227765e+03,  2.263237e+03,  1.511158e+03,  9.657688e+02,  5.887639e+02,  3.434903e+02,  1.902265e+02,  9.940502e+01,  4.974831e+01,  2.386148e+01,  1.095089e+01,  4.864484e+00,  2.082273e+00,  8.614809e-01
  2, 45.72, -9.293897e-01, -3.674933e+00,  9.181164e-01,  4.909538e+03,  4.044844e+03,  2.992584e+03,  2.116938e+03,  1.415256e+03,  8.959604e+02,  5.387738e+02,  3.105442e+02,  1.711699e+02,  9.071618e+01,  4.586892e+01,  2.200502e+01,  1.019544e+01,  4.568427e+00,  1.975578e+00,  8.346359e-01,  3.426928e-01,  1.371922e-01
  2, 46.71, -2.105844e+00,  3.596071e-02,  1.653383e+00,  2.299564e+03,  9.173254e+02,  3.430248e+02,  1.483731e+02,  8.044367e+01,  5.391091e+01,  4.004150e+01,  3.090363e+01,  2.410178e+01,  1.884323e+01,  1.463509e+01,  1.122702e+01,  8.531547e+00,  6.397716e+00,  4.719689e+00,  3.429000e+00,  2.442518e+00,  1.703748e+00
  2, 35.19, -1.923713e+00,  6.279837e-01,  1.904944e+00,  6.297981e+03,  3.351693e+03,  1.811504e+03,  9.902730e+02,  5.125442e+02,  2.474438e+02,  1.111861e+02,  4.778963e+01,  2.044169e+01,  9.535909e+00,  5.230525e+00,  3.362451e+00,  2.378841e+00,  1.737117e+00,  1.272610e+00,  9.292591e-01,  6.719267e-01,  4.803543e-01
  2, 43.33,  4.964600e-02, -1.215802e+00,  1.219858e+00,  1.484004e+03,  1.493327e+03,  1.170391e+03,  9.278831e+02,  7.350004e+02,  5.804169e+02,  4.569630e+02,  3.607466e+02,  2.867776e+02,  2.310569e+02,  1.876978e+02,  1.519024e+02,  1.211970e+02,  9.389759e+01,  6.988206e+01,  4.977691e+01,  3.368550e+01,  2.158831e+01
  2, 48.03, -5.828509e-01, -2.218087e+00,  1.255700e+00,  2.114934e+03,  1.802400e+03,  1.375423e+03,  1.080330e+03,  8.675794e+02,  7.080144e+02,  5.770374e+02,  4.622812e+02,  3.590060e+02,  2.688612e+02,  1.923375e+02,  1.304254e+02,  8.426042e+01,  5.168274e+01,  3.000578e+01,  1.658338e+01,  8.687612e+00,  4.320805e+00
  2, 35.37, -1.648892e+00, -2.473045e-01,  1.230358e+00,  3.893530e+03,  1.912029e+03,  1.133209e+03,  8.023598e+02,  5.993250e+02,  4.562657e+02,  3.495879e+02,  2.685437e+02,  2.053336e+02,  1.559174e+02,  1.166466e+02,  8.548073e+01,  6.160034e+01,  4.347995e+01,  2.995565e+01,  2.018068e+01,  1.322654e+01,  8.424460e+00
  2, 35.44, -4.443855e-01, -2.704751e+00,  1.332272e+00,  5.314221e+03,  4.427446e+03,  3.325635e+03,  2.530665e+03,  1.926055e+03,  1.474390e+03,  1.141821e+03,  8.941522e+02,  6.972655e+02,  5.337363e+02,  3.941088e+02,  2.773701e+02,  1.864733e+02,  1.192076e+02,  7.218786e+01,  4.157457e+01,  2.265322e+01,  1.167986e+01
  2, 40.15, -3.740955e+00, -1.535953e-01,  1.928155e+00,  7.679454e+01,  3.817904e+01,  2.944118e+01,  2.362925e+01,  1.905573e+01,  1.539415e+01,  1.243367e+01,  1.004061e+01,  8.072484e+00,  6.455751e+00,  5.105565e+00,  3.976478e+00,  3.060932e+00,  2.321579e+00,  1.730619e+00,  1.269720e+00,  9.131401e-01,  6.431096e-01
  2, 45.13, -9.821483e-01, -1.341725e+00,  1.495355e+00,  3.546602e+03,  2.712911e+03,  1.946449e+03,  1.418745e+03,  1.033934e+03,  7.533281e+02,  5.467850e+02,  3.939487e+02,  2.787795e+02,  1.929861e+02,  1.293450e+02,  8.334636e+01,  5.203986e+01,  3.142188e+01,  1.831384e+01,  1.037131e+01,  5.685169e+00,  3.021020e+00
  2, 37.83, -1.609377e-02,  1.359158e-02,  1.089050e+00,  2.715611e+03,  2.575371e+03,  2.011175e+03,  1.590429e+03,  1.256970e+03,  9.902282e+02,  7.759969e+02,  6.050256e+02,  4.671473e+02,  3.569246e+02,  2.680659e+02,  1.969327e+02,  1.421625e+02,  1.004946e+02,  6.934794e+01,  4.680696e+01,  3.074672e+01,  1.963496e+01
  2, 33.24, -1.992792e+00, -2.682500e+00,  1.054805e+00,  6.191494e+03,  2.475747e+03,  1.043082e+03,  4.821604e+02,  2.296125e+02,  1.124156e+02,  5.627548e+01,  2.892541e+01,  1.508316e+01,  7.966541e+00,  4.203427e+00,  2.194377e+00,  1.145927e+00,  5.958792e-01,  3.066333e-01,  1.569804e-01,  7.931867e-02,  3.953652e-02
  2, 44.38, -2.611405e+00, -9.112522e-01,  1.335398e+00,  1.139479e+03,  8.338795e+02,  6.140197e+02,  4.628490e+02,  3.487560e+02,  2.617257e+02,  1.951498e+02,  1.446545e+02,  1.060172e+02,  7.676071e+01,  5.447606e+01,  3.767721e+01,  2.554267e+01,  1.691548e+01,  1.090845e+01,  6.872360e+00,  4.208396e+00,  2.503694e+00
  2, 39.80, -3.153746e+00, -1.968671e+00,  1.591001e+00,  1.090525e+03,  6.298073e+02,  3.944199e+02,  2.553846e+02,  1.651075e+02,  1.063538e+02,  6.815091e+01,  4.359019e+01,  2.765276e+01,  1.740433e+01,  1.076633e+01,  6.503464e+00,  3.871710e+00,  2.264493e+00,  1.296389e+00,  7.299803e-01,  4.018620e-01,  2.161878e-01
  2, 32.19, -2.215738e+00, -3.237833e+00,  1.849377e+00,  5.470065e+03,  2.583496e+03,  1.329205e+03,  7.197730e+02,  3.840941e+02,  2.011614e+02,  1.033712e+02,  5.261414e+01,  2.636068e+01,  1.304744e+01,  6.314237e+00,  2.966878e+00,  1.376823e+00,  6.309151e-01,  2.844902e-01,  1.275451e-01,  5.652174e-02,  2.482848e-02
  2, 34.00, -4.950744e-01, -2.775839e-01,  1.608711e+00,  6.381585e+03,  5.220889e+03,  3.893267e+03,  2.939355e+03,  2.209049e+03,  1.648825e+03,  1.220268e+03,  8.964677e+02,  6.501928e+02,  4.649105e+02,  3.246583e+02,  2.197503e+02,  1.449619e+02,  9.296343e+01,  5.791428e+01,  3.530564e+01,  2.102847e+01,  1.226831e+01
  2, 39.57, -2.480790e+00, -3.628716e+00,  1.806671e+00,  2.818077e+03,  1.256062e+03,  5.874129e+02,  2.840315e+02,  1.351573e+02,  6.362667e+01,  2.967230e+01,  1.386936e+01,  6.452113e+00,  2.999269e+00,  1.377925e+00,  6.210120e-01,  2.794885e-01,  1.254892e-01,  5.594797e-02,  2.499992e-02,  1.112568e-02,  4.947192e-03
  2, 34.50, -9.991612e-01, -3.613825e-01,  1.223061e+00,  7.973778e+03,  5.522406e+03,  3.542076e+03,  2.280445e+03,  1.470925e+03,  9.690729e+02,  6.574302e+02,  4.595605e+02,  3.265480e+02,  2.338820e+02,  1.665327e+02,  1.167758e+02,  8.086538e+01,  5.499857e+01,  3.657221e+01,  2.381746e+01,  1.510418e+01,  9.315801e+00
  2, 38.52, -9.448077e-01, -3.568143e+00,  1.712928e+00,  5.738184e+03,  4.300444e+03,  3.040948e+03,  2.178511e+03,  1.549622e+03,  1.093169e+03,  7.657182e+02,  5.364399e+02,  3.756969e+02,  2.630077e+02,  1.814047e+02,  1.213337e+02,  7.849918e+01,  4.868939e+01,  2.878457e+01,  1.628014e+01,  8.758699e+00,  4.480944e+00
  2, 49.77, -1.556158e+00, -3.798747e+00,  1.133397e+00,  4.385746e+03,  2.803342e+03,  1.628631e+03,  9.121947e+02,  4.847461e+02,  2.469150e+02,  1.213687e+02,  5.842624e+01,  2.745708e+01,  1.267703e+01,  5.696723e+00,  2.474739e+00,  1.059810e+00,  4.476553e-01,  1.858040e-01,  7.664510e-02,  3.126318e-02,  1.266715e-02
  2, 43.54, -3.346874e+00, -3.310438e+00,  1.541822e+00,  4.749515e+02,  1.475418e+02,  6.172302e+01,  2.977817e+01,  1.494111e+01,  7.713051e+00,  4.061970e+00,  2.186670e+00,  1.189152e+00,  6.521881e-01,  3.560314e-01,  1.917137e-01,  1.029134e-01,  5.483843e-02,  2.884397e-02,  1.505520e-02,  7.739041e-03,  3.917030e-03
  2, 40.91,  4.561105e-01, -3.836092e+00,  1.697454e+00,  1.011486e+03,  1.227438e+03,  9.778826e+02,  7.877085e+02,  6.356181e+02,  5.126942e+02,  4.127637e+02,  3.317747e+02,  2.651370e+02,  2.104733e+02,  1.649632e+02,  1.270906e+02,  9.658659e+01,  7.216759e+01,  5.286010e+01,  3.799716e+01,  2.666916e+01,  1.822940e+01
  2, 47.68, -1.766807e-01, -4.158426e-01,  1.042723e+00,  1.398815e+03,  1.332461e+03,  1.041076e+03,  8.267983e+02,  6.606851e+02,  5.304692e+02,  4.264253e+02,  3.420662e+02,  2.716893e+02,  2.128661e+02,  1.631150e+02,  1.214419e+02,  8.811613e+01,  6.206402e+01,  4.230223e+01,  2.797290e+01,  1.786823e+01,  1.102455e+01
  2, 37.05,  2.110166e-01, -2.762095e+00,  1.759950e+00,  2.175850e+03,  2.229803e+03,  1.758557e+03,  1.404001e+03,  1.121664e+03,  8.946693e+02,  7.113052e+02,  5.638349e+02,  4.436049e+02,  3.460514e+02,  2.658913e+02,  2.002246e+02,  1.483130e+02,  1.076595e+02,  7.631912e+01,  5.288193e+01,  3.559582e+01,  2.320523e+01
  2, 40.17, -2.557847e+00, -2.579365e-01,  1.575732e+00,  8.135161e+02,  3.263962e+02,  2.207957e+02,  1.702711e+02,  1.335150e+02,  1.053181e+02,  8.320280e+01,  6.575936e+01,  5.171686e+01,  4.041219e+01,  3.116217e+01,  2.359381e+01,  1.760232e+01,  1.289273e+01,  9.241462e+00,  6.491471e+00,  4.446846e+00,  2.967023e+00
  2, 46.48, -1.529872e+00,  3.948862e-01,  1.640242e+00,  3.796080e+03,  2.481612e+03,  1.530778e+03,  9.127960e+02,  5.052967e+02,  2.607716e+02,  1.285808e+02,  6.435521e+01,  3.479177e+01,  2.129628e+01,  1.444534e+01,  1.034641e+01,  7.594114e+00,  5.592570e+00,  4.092585e+00,  2.972010e+00,  2.129816e+00,  1.503704e+00
  2, 38.89, -3.804717e+00, -4.683339e-01,  1.108468e+00,  1.460179e+03,  1.296183e+03,  9.972195e+02,  7.771005e+02,  6.044868e+02,  4.682337e+02,  3.605209e+02,  2.760601e+02,  2.091838e+02,  1.567072e+02,  1.152078e+02,  8.266314e+01,  5.816506e+01,  3.999199e+01,  2.678280e+01,  1.751482e+01,  1.112920e+01,  6.866187e+00
  2, 36.67, -2.813895e+00, -2.577435e+00,  1.363236e+00,  1.904810e+03,  7.980537e+02,  3.869799e+02,  2.048315e+02,  1.107504e+02,  6.083539e+01,  3.377877e+01,  1.901973e+01,  1.075460e+01,  6.102209e+00,  3.433224e+00,  1.899638e+00,  1.044548e+00,  5.685648e-01,  3.048233e-01,  1.617958e-01,  8.441796e-02,  4.326571e-02
  2, 44.63,  2.314052e-01, -4.732302e-01,  7.971162e-01,  9.967363e+02,  1.107169e+03,  8.811563e+02,  7.212031e+02,  6.040310e+02,  5.150227e+02,  4.423474e+02,  3.791597e+02,  3.212048e+02,  2.675722e+02,  2.173632e+02,  1.709679e+02,  1.302802e+02,  9.568516e+01,  6.745151e+01,  4.568964e+01,  2.959992e+01,  1.833557e+01
  2, 43.33, -5.757492e-02, -3.918315e+00,  1.370062e+00,  1.719283e+03,  1.662506e+03,  1.298399e+03,  1.026213e+03,  8.102669e+02,  6.374362e+02,  4.986581e+02,  3.882249e+02,  3.002850e+02,  2.321770e+02,  1.799735e+02,  1.400655e+02,  1.093467e+02,  8.423979e+01,  6.295637e+01,  4.522465e+01,  3.091222e+01,  2.001929e+01
  2, 42.66, -5.778090e-01, -3.398818e+00,  1.877260e+00,  3.201638e+03,  2.670648e+03,  2.008484e+03,  1.529333e+03,  1.159885e+03,  8.740971e+02,  6.533853e+02,  4.848624e+02,  3.553144e+02,  2.569059e+02,  1.817951e+02,  1.251426e+02,  8.433837e+01,  5.561854e+01,  3.598845e+01,  2.306239e+01,  1.458438e+01,  9.044330e+00
  2, 43.14,  1.242683e-01, -2.156914e+00,  1.759948e+00,  1.382103e+03,  1.431988e+03,  1.130293e+03,  9.030923e+02,  7.221026e+02,  5.765231e+02,  4.588593e+02,  3.641632e+02,  2.868942e+02,  2.241347e+02,  1.724998e+02,  1.301342e+02,  9.657671e+01,  7.023113e+01,  4.985626e+01,  3.455998e+01,  2.323853e+01,  1.512455e+01
  2, 33.54, -8.246803e-01, -1.223069e+00,  8.870984e-01,  9.410791e+03,  7.346956e+03,  5.325352e+03,  3.815754e+03,  2.659867e+03,  1.806365e+03,  1.198102e+03,  7.812787e+02,  4.995527e+02,  3.141809e+02,  1.929753e+02,  1.151981e+02,  6.757324e+01,  3.887396e+01,  2.186956e+01,  1.210086e+01,  6.547653e+00,  3.463932e+00
  2, 39.02, -2.660020e+00, -1.865322e+00,  1.954545e+00,  1.893561e+03,  7.003166e+02,  3.080575e+02,  1.625269e+02,  9.494317e+01,  5.930760e+01,  3.835221e+01,  2.527391e+01,  1.669583e+01,  1.099861e+01,  7.141485e+00,  4.535077e+00,  2.836333e+00,  1.740221e+00,  1.043357e+00,  6.137408e-01,  3.521547e-01,  1.969965e-01
  2, 33.61,  1.673915e-01,  2.319516e-01,  1.138703e+00,  3.299513e+03,  3.236611e+03,  2.541275e+03,  2.020491e+03,  1.606777e+03,  1.275070e+03,  1.007820e+03,  7.932872e+02,  6.185865e+02,  4.770923e+02,  3.613634e+02,  2.674532e+02,  1.943366e+02,  1.382489e+02,  9.606569e+01,  6.537332e+01,  4.337441e+01,  2.803599e+01
  2, 48.50,  6.111041e-01, -2.134751e+00,  1.995629e+00,  3.565087e+02,  5.607466e+02,  4.495343e+02,  3.636511e+02,  2.948396e+02,  2.390998e+02,  1.936643e+02,  1.567212e+02,  1.262059e+02,  1.010570e+02,  8.000084e+01,  6.235770e+01,  4.802869e+01,  3.644284e+01,  2.717327e+01,  1.993829e+01,  1.433770e+01,  1.009486e+01
  2, 40.02, -8.985789e-01, -3.993256e+00,  1.001176e+00,  6.389468e+03,  5.326205e+03,  4.041437e+03,  2.945888e+03,  2.035292e+03,  1.333879e+03,  8.310401e+02,  4.959686e+02,  2.827435e+02,  1.546768e+02,  8.054883e+01,  3.969607e+01,  1.882537e+01,  8.599635e+00,  3.776086e+00,  1.612837e+00,  6.666338e-01,  2.674025e-01
  2, 37.00,  3.049390e-01, -9.665187e-01,  1.904995e+00,  1.910467e+03,  2.040250e+03,  1.614614e+03,  1.293186e+03,  1.036811e+03,  8.302783e+02,  6.630404e+02,  5.281489e+02,  4.177945e+02,  3.278884e+02,  2.536542e+02,  1.924937e+02,  1.438223e+02,  1.054172e+02,  7.556438e+01,  5.304516e+01,  3.629236e+01,  2.417119e+01
  2, 34.24, -1.102815e+00,  3.490692e-01,  8.104859e-01,  2.588076e+03,  1.826759e+03,  1.304877e+03,  1.005034e+03,  7.880801e+02,  6.225892e+02,  4.931256e+02,  3.910723e+02,  3.088471e+02,  2.425187e+02,  1.880755e+02,  1.433400e+02,  1.077341e+02,  7.956229e+01,  5.755277e+01,  4.082857e+01,  2.826963e+01,  1.907914e+01
  2, 44.63, -1.719383e+00, -1.815674e+00,  1.284580e+00,  4.220220e+03,  2.606707e+03,  1.582129e+03,  9.801412e+02,  6.030077e+02,  3.689454e+02,  2.245734e+02,  1.367173e+02,  8.272835e+01,  4.980090e+01,  2.953339e+01,  1.713699e+01,  9.829150e+00,  5.554686e+00,  3.080250e+00,  1.684714e+00,  9.029724e-01,  4.739907e-01
  2, 31.08, -1.055322e-01,  4.570816e-01,  1.510412e+00,  5.974478e+03,  5.302487e+03,  4.083261e+03,  3.184554e+03,  2.479271e+03,  1.922257e+03,  1.481785e+03,  1.136385e+03,  8.629465e+02,  6.483249e+02,  4.780945e+02,  3.433634e+02,  2.402500e+02,  1.623225e+02,  1.051368e+02,  6.542791e+01,  3.905182e+01,  2.251329e+01
  2, 49.70, -5.872075e-01, -1.218061e+00,  9.999559e-01,  1.951919e+03,  1.741688e+03,  1.407757e+03,  1.153098e+03,  9.330176e+02,  7.387026e+02,  5.696857e+02,  4.278615e+02,  3.115001e+02,  2.198885e+02,  1.494407e+02,  9.729992e+01,  6.124609e+01,  3.724196e+01,  2.185804e+01,  1.247172e+01,  6.894770e+00,  3.699179e+00
  2, 34.76,  5.855303e-01, -2.300994e+00,  9.631553e-01,  1.479646e+03,  1.823297e+03,  1.439886e+03,  1.147454e+03,  9.134687e+02,  7.245714e+02,  5.726290e+02,  4.540613e+02,  3.643395e+02,  2.996209e+02,  2.524979e+02,  2.155602e+02,  1.835657e+02,  1.530132e+02,  1.232770e+02,  9.545557e+01,  7.048124e+01,  4.938136e+01
  2, 38.87, -2.481971e+00, -6.455544e-01,  1.083208e+00,  1.988552e+03,  1.607371e+03,  1.206588e+03,  9.208336e+02,  7.014240e+02,  5.317291e+02,  4.003376e+02,  2.995475e+02,  2.215820e+02,  1.619090e+02,  1.159648e+02,  8.095277e+01,  5.538499e+01,  3.700927e+01,  2.407803e+01,  1.529895e+01,  9.446124e+00,  5.664577e+00
  2, 38.09, -1.079450e+00, -6.348285e-01,  1.010877e+00,  5.291811e+03,  3.599296e+03,  2.388787e+03,  1.671439e+03,  1.194349e+03,  8.629566e+02,  6.256234e+02,  4.539489e+02,  3.270806e+02,  2.335293e+02,  1.637559e+02,  1.120593e+02,  7.525563e+01,  4.941425e+01,  3.161590e+01,  1.977344e+01,  1.202590e+01,  7.108143e+00
  2, 49.43, -1.300350e+00,  2.535992e-01,  1.538232e+00,  3.076509e+03,  2.190448e+03,  1.456112e+03,  9.419928e+02,  5.724531e+02,  3.272177e+02,  1.791981e+02,  9.823886e+01,  5.622372e+01,  3.491457e+01,  2.339921e+01,  1.645366e+01,  1.188497e+01,  8.635837e+00,  6.241714e+00,  4.477036e+00,  3.166466e+00,  2.203486e+00
  2, 45.86, -1.982277e+00, -3.634445e+00,  1.343253e+00,  4.073608e+03,  2.101786e+03,  1.019674e+03,  4.933009e+02,  2.314197e+02,  1.064398e+02,  4.823513e+01,  2.185498e+01,  9.845319e+00,  4.432455e+00,  1.973265e+00,  8.622522e-01,  3.768378e-01,  1.645779e-01,  7.149207e-02,  3.117729e-02,  1.357516e-02,  5.920235e-03
  2, 49.09, -2.286213e+00, -2.130248e+00,  1.613537e+00,  2.188152e+03,  1.115046e+03,  6.048312e+02,  3.510819e+02,  2.071678e+02,  1.234666e+02,  7.393773e+01,  4.458512e+01,  2.683866e+01,  1.611859e+01,  9.554397e+00,  5.548468e+00,  3.187487e+00,  1.805052e+00,  1.003288e+00,  5.500674e-01,  2.955423e-01,  1.555113e-01
  2, 33.24, -3.221747e-01, -2.727019e+00,  1.925299e+00,  5.910736e+03,  5.021528e+03,  3.807459e+03,  2.922962e+03,  2.236401e+03,  1.701198e+03,  1.284295e+03,  9.629453e+02,  7.133983e+02,  5.217960e+02,  3.738958e+02,  2.609571e+02,  1.783513e+02,  1.189082e+02,  7.704139e+01,  4.863135e+01,  2.977957e+01,  1.774984e+01
  2, 37.97, -2.977710e+00, -2.861358e-01,  8.095903e-01,  2.093396e+03,  1.889377e+03,  1.460104e+03,  1.143078e+03,  8.937391e+02,  6.961860e+02,  5.393114e+02,  4.156521e+02,  3.171493e+02,  2.393331e+02,  1.773303e+02,  1.283008e+02,  9.105973e+01,  6.316735e+01,  4.269022e+01,  2.817399e+01,  1.806732e+01,  1.124893e+01
  2, 44.00,  1.311380e-01, -1.741368e+00,  9.565546e-01,  1.223312e+03,  1.282087e+03,  1.005736e+03,  8.040216e+02,  6.559328e+02,  5.517809e+02,  4.775950e+02,  4.192798e+02,  3.659490e+02,  3.134499e+02,  2.604050e+02,  2.079799e+02,  1.595383e+02,  1.168061e+02,  8.117495e+01,  5.353922e+01,  3.330137e+01,  1.949899e+01
  2, 49.79, -3.785243e+00,  2.266386e-01,  1.750165e+00,  3.785629e+01,  4.511891e+01,  3.588291e+01,  2.899094e+01,  2.350615e+01,  1.908126e+01,  1.548281e+01,  1.256021e+01,  1.014654e+01,  8.156053e+00,  6.487183e+00,  5.085755e+00,  3.944103e+00,  3.017286e+00,  2.271946e+00,  1.686424e+00,  1.229505e+00,  8.798834e-01
  2, 44.25, -2.483500e+00, -1.011036e+00,  1.574349e+00,  1.204192e+03,  5.698830e+02,  3.698655e+02,  2.691485e+02,  1.995648e+02,  1.486455e+02,  1.105631e+02,  8.202991e+01,  6.031686e+01,  4.389042e+01,  3.134784e+01,  2.184551e+01,  1.493364e+01,  9.978039e+00,  6.494890e+00,  4.130793e+00,  2.553942e+00,  1.534072e+00
  2, 42.59, -2.406447e+00, -1.194653e+00,  7.505280e-01,  3.307532e+03,  2.404667e+03,  1.671010e+03,  1.178908e+03,  8.263113e+02,  5.744345e+02,  3.956165e+02,  2.706276e+02,  1.828822e+02,  1.221134e+02,  7.988711e+01,  5.090150e+01,  3.184626e+01,  1.950521e+01,  1.165746e+01,  6.829140e+00,  3.899911e+00,  2.170337e+00
  2, 40.63, -2.205302e+00, -2.121946e+00,  8.248134e-01,  3.719788e+03,  1.922450e+03,  1.037275e+03,  5.901769e+02,  3.387131e+02,  1.956694e+02,  1.134727e+02,  6.632473e+01,  3.875156e+01,  2.263022e+01,  1.306471e+01,  7.399998e+00,  4.154682e+00,  2.303838e+00,  1.255995e+00,  6.766492e-01,  3.577831e-01,  1.855430e-01
  2, 30.82, -2.142272e+00, -1.983495e+00,  1.801751e+00,  6.352025e+03,  2.942186e+03,  1.467028e+03,  7.888972e+02,  4.350525e+02,  2.454347e+02,  1.408567e+02,  8.229328e+01,  4.838367e+01,  2.855407e+01,  1.670360e+01,  9.602510e+00,  5.474447e+00,  3.082135e+00,  1.705369e+00,  9.317136e-01,  4.992129e-01,  2.621188e-01
  2, 37.52, -2.513834e+00, -2.099393e+00,  1.589159e+00,  2.523390e+03,  1.148111e+03,  6.156351e+02,  3.604673e+02,  2.148415e+02,  1.291720e+02,  7.793214e+01,  4.728460e+01,  2.861276e+01,  1.726085e+01,  1.027139e+01,  5.985570e+00,  3.449067e+00,  1.958437e+00,  1.091157e+00,  5.995208e-01,  3.227294e-01,  1.701127e-01
  2, 39.06, -8.798674e-01, -1.805049e+00,  1.976371e+00,  5.318290e+03,  4.062094e+03,  2.909737e+03,  2.111077e+03,  1.521499e+03,  1.087235e+03,  7.692744e+02,  5.400346e+02,  3.741116e+02,  2.557136e+02,  1.710280e+02,  1.113258e+02,  7.120101e+01,  4.477942e+01,  2.771367e+01,  1.695718e+01,  1.016203e+01,  5.917967e+00
  2, 34.01, -3.399668e+00, -3.836621e+00,  1.979775e+00,  5.015420e+02,  1.152277e+02,  3.896743e+01,  1.608885e+01,  7.042471e+00,  3.225382e+00,  1.528145e+00,  7.504419e-01,  3.764351e-01,  1.923261e-01,  9.857642e-02,  5.014906e-02,  2.560437e-02,  1.305442e-02,  6.599037e-03,  3.329175e-03,  1.661604e-03,  8.237579e-04
  2, 45.86, -1.120641e+00, -1.493640e+00,  1.056824e+00,  4.025148e+03,  3.089024e+03,  2.214467e+03,  1.572642e+03,  1.087648e+03,  7.336066e+02,  4.837405e+02,  3.139182e+02,  1.999127e+02,  1.253141e+02,  7.675893e+01,  4.571693e+01,  2.676671e+01,  1.537510e+01,  8.638873e+00,  4.775186e+00,  2.581661e+00,  1.364849e+00
