 nlayers, height, LOG10C01, LOG10C02, LOG10C03, LOG10C04, LOG10C05, LOG10T01, LOG10T02, LOG10T03, LOG10T04, Z01, Z02, Z03, Z04, Z05, Z06, Z07, Z08, Z09, Z10, Z11, Z12, Z13, Z14, Z15, Z16, Z17, Z18
  5, 33.08,  5.194455e-01,  1.174944e-01, -1.703946e+00, -2.087160e+00, -3.405222e+00,  1.902976e+00,  7.062312e-01,  9.414669e-01,  1.120583e+00,  2.091836e+03,  2.398316e+03,  1.906348e+03,  1.532793e+03,  1.234281e+03,  9.932470e+02,  7.975280e+02,  6.391315e+02,  5.090252e+02,  4.025172e+02,  3.140666e+02,  2.406870e+02,  1.818081e+02,  1.348944e+02,  9.801405e+01,  6.982971e+01,  4.855175e+01,  3.290154e+01
  5, 31.00, -3.320826e+00, -5.727149e-01, -1.733783e+00, -2.411444e+00, -2.887439e+00,  1.285557e+00,  9.402473e-01,  1.120835e+00,  1.042405e+00,  2.035632e+03,  1.873397e+03,  1.592538e+03,  1.349514e+03,  1.110387e+03,  8.799783e+02,  6.697287e+02,  4.898312e+02,  3.426517e+02,  2.292764e+02,  1.454845e+02,  8.694078e+01,  4.941810e+01,  2.668790e+01,  1.366942e+01,  6.702745e+00,  3.134836e+00,  1.402392e+00
  5, 46.60, -7.278250e-01, -2.432718e+00, -1.273505e+00, -2.647457e+00, -2.759610e+00,  1.037109e+00,  1.579871e+00,  1.375280e+00,  7.988289e-01,  2.950521e+03,  2.626475e+03,  2.157326e+03,  1.747498e+03,  1.362375e+03,  1.017535e+03,  7.282458e+02,  5.019366e+02,  3.327660e+02,  2.131956e+02,  1.313196e+02,  7.745958e+01,  4.425083e+01,  2.442417e+01,  1.297114e+01,  6.667081e+00,  3.295202e+00,  1.565770e+00
  5, 31.12, -2.784243e+00, -1.932794e+00, -2.664134e+00, -8.104902e-01,  4.620458e-01,  1.705909e+00,  1.526606e+00,  1.679402e+00,  1.670601e+00,  1.973326e+03,  8.773625e+02,  5.138605e+02,  3.099378e+02,  1.769116e+02,  9.588746e+01,  5.035916e+01,  2.676728e+01,  1.496469e+01,  9.103088e+00,  5.928588e+00,  3.944431e+00,  2.578725e+00,  1.604259e+00,  9.377714e-01,  5.210169e-01,  2.797271e-01,  1.502328e-01
  5, 41.72, -3.674315e-01, -2.155709e+00, -1.155760e+00, -2.837320e+00, -2.636349e+00,  7.241223e-01,  1.150830e+00,  8.834505e-01,  1.234389e+00,  3.779035e+03,  3.621959e+03,  3.053574e+03,  2.517044e+03,  2.006141e+03,  1.539358e+03,  1.134057e+03,  8.030531e+02,  5.441486e+02,  3.532192e+02,  2.178814e+02,  1.269255e+02,  7.061546e+01,  3.749377e+01,  1.896463e+01,  9.224363e+00,  4.296902e+00,  1.921519e+00
  5, 33.06, -1.045120e-01, -5.265236e-01, -3.535411e+00, -1.438697e-01, -2.932809e+00,  8.381039e-01,  1.561261e+00,  1.940902e+00,  1.758743e+00,  4.830322e+03,  4.397231e+03,  3.491969e+03,  2.840803e+03,  2.318561e+03,  1.878687e+03,  1.500446e+03,  1.177831e+03,  9.034164e+02,  6.765606e+02,  4.920046e+02,  3.466804e+02,  2.388046e+02,  1.604422e+02,  1.045278e+02,  6.587634e+01,  3.972134e+01,  2.279149e+01
  5, 42.47, -2.457475e+00, -2.696656e+00, -1.958876e+00, -2.353972e+00,  1.245641e-01,  7.069772e-01,  1.605071e+00,  1.138800e+00,  1.095763e+00,  1.408459e+03,  4.419690e+02,  1.478997e+02,  5.972148e+01,  3.151573e+01,  2.115450e+01,  1.580396e+01,  1.225709e+01,  9.605593e+00,  7.550347e+00,  5.901119e+00,  4.560896e+00,  3.496265e+00,  2.648828e+00,  1.977843e+00,  1.457372e+00,  1.055435e+00,  7.506050e-01
  5, 42.96,  3.284387e-01,  1.965269e-01,  6.857158e-01, -3.657521e+00, -3.390926e+00,  1.976020e+00,  8.163779e-01,  1.591683e+00,  1.907581e+00,  1.029594e+03,  1.179862e+03,  9.375749e+02,  7.536374e+02,  6.066752e+02,  4.880347e+02,  3.917225e+02,  3.137991e+02,  2.498150e+02,  1.974569e+02,  1.539956e+02,  1.179586e+02,  8.906005e+01,  6.604910e+01,  4.797178e+01,  3.416639e+01,  2.375072e+01,  1.609417e+01
  5, 32.84,  1.558426e-01, -3.907139e+00, -2.389729e+00, -2.880207e+00,  6.264367e-01,  1.800419e+00,  1.732653e+00,  1.870259e+00,  1.713910e+00,  3.633832e+03,  3.529592e+03,  2.766832e+03,  2.196200e+03,  1.743204e+03,  1.380389e+03,  1.088655e+03,  8.553238e+02,  6.663390e+02,  5.141850e+02,  3.903046e+02,  2.899204e+02,  2.115651e+02,  1.510954e+02,  1.052458e+02,  7.159489e+01,  4.728502e+01,  3.024143e+01
  5, 46.73, -2.491192e+00, -5.098608e-01, -8.775613e-01, -2.641135e+00, -2.414698e+00,  1.881134e+00,  7.409295e-01,  1.604952e+00,  9.705858e-01,  1.673835e+03,  6.101351e+02,  2.259577e+02,  1.011788e+02,  5.755560e+01,  3.990778e+01,  3.010671e+01,  2.329237e+01,  1.812649e+01,  1.422623e+01,  1.124536e+01,  8.894435e+00,  6.983382e+00,  5.350564e+00,  3.946785e+00,  2.788375e+00,  1.871859e+00,  1.190146e+00
  5, 46.48, -2.974533e+00, -3.531784e+00, -1.088961e+00, -3.512177e+00, -2.452326e-01,  1.873703e+00,  1.105559e+00,  1.065326e+00,  7.077935e-01,  5.865623e+02,  1.628503e+02,  7.478346e+01,  4.478252e+01,  2.773965e+01,  1.761190e+01,  1.169852e+01,  8.215301e+00,  6.006550e+00,  4.504873e+00,  3.404279e+00,  2.563730e+00,  1.924864e+00,  1.432831e+00,  1.053102e+00,  7.646856e-01,  5.459195e-01,  3.826697e-01
  5, 39.92,  6.448484e-01, -5.324385e-01, -2.539937e+00, -1.178703e+00, -3.269099e-01,  8.440779e-01,  1.452695e+00,  1.831349e+00,  1.596390e+00,  7.308896e+02,  1.037988e+03,  8.193101e+02,  6.513820e+02,  5.173066e+02,  4.105429e+02,  3.276715e+02,  2.663396e+02,  2.217852e+02,  1.892634e+02,  1.635350e+02,  1.410521e+02,  1.203790e+02,  1.005939e+02,  8.160578e+01,  6.392409e+01,  4.793295e+01,  3.421316e+01
  5, 34.86, -2.389558e+00, -1.436995e+00, -3.682478e+00, -2.071315e+00, -2.883941e+00,  1.335139e+00,  1.747687e+00,  1.190562e+00,  1.372875e+00,  3.158949e+03,  1.880576e+03,  1.221576e+03,  8.268114e+02,  5.643690e+02,  3.889093e+02,  2.693209e+02,  1.860055e+02,  1.260033e+02,  8.307582e+01,  5.262103e+01,  3.174886e+01,  1.840651e+01,  1.022933e+01,  5.433076e+00,  2.777666e+00,  1.359925e+00,  6.383603e-01
  5, 31.89,  2.718110e-01, -3.024350e+00, -2.204690e+00, -8.973628e-01, -4.364266e-01,  9.241385e-01,  1.372097e+00,  1.993935e+00,  1.619591e+00,  3.366308e+03,  3.388717e+03,  2.651021e+03,  2.105750e+03,  1.693801e+03,  1.395739e+03,  1.183731e+03,  1.024266e+03,  8.861710e+02,  7.545097e+02,  6.231887e+02,  4.943139e+02,  3.761076e+02,  2.727707e+02,  1.875126e+02,  1.221760e+02,  7.496059e+01,  4.322301e+01
  5, 31.61, -3.796497e+00, -1.692075e+00, -1.901457e+00, -1.712548e+00, -3.220483e+00,  1.168195e+00,  1.844816e+00,  1.667395e+00,  1.241202e+00,  3.784755e+03,  2.367133e+03,  1.466030e+03,  9.333308e+02,  5.942697e+02,  3.782354e+02,  2.400156e+02,  1.522231e+02,  9.586003e+01,  5.991572e+01,  3.670880e+01,  2.179103e+01,  1.259023e+01,  7.033572e+00,  3.777411e+00,  1.960329e+00,  9.766811e-01,  4.670935e-01
  5, 48.15, -3.556855e+00, -3.147953e+00,  4.479850e-01, -3.526113e+00, -2.176621e+00,  1.075260e+00,  7.940582e-01,  9.521609e-01,  1.242131e+00,  1.100416e+02,  1.947929e+02,  1.528798e+02,  1.205448e+02,  9.475675e+01,  7.430379e+01,  5.868583e+01,  4.761216e+01,  4.018327e+01,  3.529752e+01,  3.169694e+01,  2.847416e+01,  2.522688e+01,  2.180413e+01,  1.825968e+01,  1.475947e+01,  1.143281e+01,  8.441524e+00
  5, 35.86, -7.006722e-01, -2.873595e+00,  5.085801e-01, -2.564642e+00, -3.272057e+00,  1.421703e+00,  1.727491e+00,  1.276461e+00,  1.994560e+00,  6.249864e+03,  4.911861e+03,  3.583720e+03,  2.654405e+03,  1.971686e+03,  1.476888e+03,  1.114367e+03,  8.392668e+02,  6.187621e+02,  4.411458e+02,  2.994625e+02,  1.912981e+02,  1.153639e+02,  6.520578e+01,  3.425391e+01,  1.675175e+01,  7.562042e+00,  3.179137e+00
  5, 38.73, -2.569440e+00, -2.841655e+00,  5.148890e-01, -2.952689e+00, -2.141044e+00,  9.910832e-01,  1.050280e+00,  1.243375e+00,  1.997054e+00,  3.186055e+02,  2.994926e+02,  2.340252e+02,  1.870607e+02,  1.500751e+02,  1.204308e+02,  9.641889e+01,  7.695656e+01,  6.088742e+01,  4.762209e+01,  3.651128e+01,  2.731280e+01,  2.016843e+01,  1.492728e+01,  1.131467e+01,  8.911996e+00,  7.199571e+00,  5.817517e+00
  5, 48.22, -1.413561e+00, -1.197836e+00, -3.628099e+00, -1.290405e+00,  2.204848e-01,  1.301751e+00,  1.217296e+00,  8.348770e-01,  1.547549e+00,  3.273476e+03,  2.214994e+03,  1.460819e+03,  1.002354e+03,  6.952883e+02,  4.808977e+02,  3.273164e+02,  2.175539e+02,  1.390338e+02,  8.480778e+01,  4.868631e+01,  2.613847e+01,  1.343461e+01,  6.775093e+00,  3.479985e+00,  1.909899e+00,  1.129618e+00,  7.081416e-01
  5, 49.83, -8.137562e-01, -1.986597e+00, -9.231082e-01, -1.233502e+00, -4.990093e-01,  1.532761e+00,  1.354268e+00,  1.919390e+00,  1.486540e+00,  2.277810e+03,  1.847447e+03,  1.370355e+03,  1.029537e+03,  7.714695e+02,  5.779474e+02,  4.342557e+02,  3.274118e+02,  2.446764e+02,  1.793478e+02,  1.269812e+02,  8.596640e+01,  5.596197e+01,  3.499087e+01,  2.103419e+01,  1.228060e+01,  6.968761e+00,  3.857943e+00
  5, 42.78, -6.982339e-01,  4.557394e-02, -2.215978e+00, -6.537559e-01, -1.539993e+00,  1.171881e+00,  1.264496e+00,  1.593555e+00,  9.941101e-01,  3.498408e+03,  2.793022e+03,  1.992295e+03,  1.397513e+03,  9.496278e+02,  6.320364e+02,  4.188320e+02,  2.816865e+02,  1.930435e+02,  1.354325e+02,  9.714779e+01,  7.166587e+01,  5.479842e+01,  4.269246e+01,  3.303143e+01,  2.491026e+01,  1.802635e+01,  1.242623e+01
  5, 49.58,  5.846485e-01, -2.639583e+00, -2.409712e+00,  6.822636e-01, -2.926512e-01,  1.733187e+00,  1.521701e+00,  1.754692e+00,  1.281953e+00,  3.423421e+02,  5.324672e+02,  4.267820e+02,  3.452074e+02,  2.798511e+02,  2.269135e+02,  1.837654e+02,  1.486852e+02,  1.197120e+02,  9.583728e+01,  7.585142e+01,  5.910874e+01,  4.551484e+01,  3.452730e+01,  2.574035e+01,  1.888583e+01,  1.358298e+01,  9.567557e+00
  5, 46.61, -3.404813e+00, -1.588168e+00, -6.358605e-01, -2.833968e+00, -1.500616e+00,  1.196236e+00,  1.742085e+00,  1.571780e+00,  1.977699e+00,  1.664795e+03,  1.149159e+03,  7.638189e+02,  5.080464e+02,  3.265334e+02,  2.019123e+02,  1.209815e+02,  7.182350e+01,  4.294207e+01,  2.650576e+01,  1.712391e+01,  1.172665e+01,  8.552012e+00,  6.439701e+00,  4.822072e+00,  3.507008e+00,  2.436384e+00,  1.606488e+00
  5, 48.74, -1.292113e+00, -3.623208e+00, -2.055449e+00, -3.150215e+00,  6.784411e-01,  1.376008e+00,  1.850749e+00,  1.542365e+00,  1.305580e+00,  3.339157e+03,  2.541506e+03,  1.875231e+03,  1.376794e+03,  9.702996e+02,  6.521000e+02,  4.175942e+02,  2.559524e+02,  1.492307e+02,  8.274930e+01,  4.303018e+01,  2.069171e+01,  9.280048e+00,  3.864686e+00,  1.495154e+00,  5.603959e-01,  2.180969e-01,  9.869318e-02
  5, 31.91,  5.477609e-01, -1.086115e+00, -3.266946e+00, -2.128085e+00,  1.468643e-01,  1.400243e+00,  1.406309e+00,  1.274614e+00,  9.380281e-01,  2.285165e+03,  2.625680e+03,  2.086727e+03,  1.677407e+03,  1.350264e+03,  1.086056e+03,  8.714538e+02,  6.976995e+02,  5.548884e+02,  4.378711e+02,  3.405559e+02,  2.596457e+02,  1.945186e+02,  1.424645e+02,  1.016259e+02,  7.095900e+01,  4.876703e+01,  3.343165e+01
  5, 34.98, -2.660269e+00, -1.511851e+00, -1.369341e+00, -2.049243e+00,  2.557647e-01,  1.095970e+00,  1.544340e+00,  1.074684e+00,  1.031060e+00,  3.951330e+03,  2.552544e+03,  1.634954e+03,  1.063804e+03,  6.753995e+02,  4.105237e+02,  2.357681e+02,  1.285982e+02,  6.703743e+01,  3.448711e+01,  1.817980e+01,  1.028056e+01,  6.433323e+00,  4.331423e+00,  3.016222e+00,  2.125416e+00,  1.491517e+00,  1.036476e+00
  5, 37.16, -2.130178e-01, -1.467600e+00, -1.227309e+00, -2.913872e+00, -3.520958e+00,  1.537672e+00,  1.974160e+00,  8.313139e-01,  9.433895e-01,  3.615637e+03,  3.222416e+03,  2.480194e+03,  1.932709e+03,  1.502811e+03,  1.163028e+03,  8.940626e+02,  6.828868e+02,  5.155764e+02,  3.846389e+02,  2.822418e+02,  2.038144e+02,  1.465231e+02,  1.047392e+02,  7.383557e+01,  5.089453e+01,  3.378414e+01,  2.141531e+01
  5, 30.19, -6.083744e-02, -1.738187e+00, -1.798389e+00,  2.692470e-01, -2.039836e+00,  1.406910e+00,  1.608402e+00,  8.018168e-01,  1.361735e+00,  6.245086e+03,  5.577149e+03,  4.296248e+03,  3.350565e+03,  2.607331e+03,  2.019301e+03,  1.553370e+03,  1.187470e+03,  8.985213e+02,  6.747399e+02,  5.025348e+02,  3.717564e+02,  2.744445e+02,  1.997903e+02,  1.411421e+02,  9.579412e+01,  6.166763e+01,  3.742882e+01
  5, 39.74,  2.175578e-02, -1.112930e+00, -3.448269e+00, -1.148322e+00, -3.228524e+00,  1.218114e+00,  1.391583e+00,  1.837646e+00,  1.556399e+00,  2.134885e+03,  2.074782e+03,  1.620061e+03,  1.279911e+03,  1.010017e+03,  7.945195e+02,  6.234760e+02,  4.912353e+02,  3.901567e+02,  3.138945e+02,  2.539235e+02,  2.037328e+02,  1.603970e+02,  1.220991e+02,  8.897227e+01,  6.189933e+01,  4.083336e+01,  2.547128e+01
  5, 45.75, -3.407812e+00, -1.533162e+00,  2.266284e-01, -3.487416e+00, -1.018169e+00,  8.041531e-01,  1.233995e+00,  1.626128e+00,  8.296226e-01,  1.443148e+03,  6.803691e+02,  3.318328e+02,  2.071815e+02,  1.488296e+02,  1.134394e+02,  8.836699e+01,  6.956030e+01,  5.483000e+01,  4.314177e+01,  3.362919e+01,  2.582898e+01,  1.959646e+01,  1.461509e+01,  1.065900e+01,  7.591471e+00,  5.252885e+00,  3.548154e+00
  5, 46.20, -1.002953e+00,  2.199989e-01, -1.078081e+00, -2.051772e+00, -9.571438e-01,  1.335524e+00,  8.209485e-01,  1.528146e+00,  1.935289e+00,  3.317005e+03,  2.482052e+03,  1.680989e+03,  1.099807e+03,  6.795270e+02,  4.025529e+02,  2.377914e+02,  1.499337e+02,  1.056417e+02,  8.281374e+01,  6.849168e+01,  5.696968e+01,  4.655118e+01,  3.679879e+01,  2.789000e+01,  2.020341e+01,  1.388740e+01,  9.025359e+00
  5, 39.53, -1.167437e+00, -1.220641e+00, -2.941502e+00, -8.590531e-01, -3.264368e+00,  1.706294e+00,  9.761580e-01,  9.190049e-01,  1.643196e+00,  5.773899e+03,  4.101531e+03,  2.791516e+03,  1.929047e+03,  1.323979e+03,  9.021282e+02,  6.101082e+02,  4.102346e+02,  2.716475e+02,  1.763816e+02,  1.110293e+02,  6.747991e+01,  4.033613e+01,  2.400469e+01,  1.436834e+01,  8.709349e+00,  5.256872e+00,  3.102970e+00
  5, 35.12, -3.235164e+00, -1.059492e+00, -2.821745e+00, -2.764274e+00, -3.440708e-02,  1.216026e+00,  8.350299e-01,  9.511803e-01,  1.171336e+00,  3.622380e+03,  2.505967e+03,  1.512814e+03,  8.546243e+02,  4.501800e+02,  2.309555e+02,  1.233267e+02,  7.345051e+01,  4.895047e+01,  3.520991e+01,  2.608997e+01,  1.938810e+01,  1.437272e+01,  1.054827e+01,  7.626478e+00,  5.433617e+00,  3.794527e+00,  2.592933e+00
  5, 47.49, -1.181698e+00, -2.787134e+00, -2.315759e+00,  1.705242e-01,  2.315662e-01,  1.281769e+00,  1.048754e+00,  1.419501e+00,  9.316561e-01,  3.551262e+03,  2.772923e+03,  2.051680e+03,  1.482405e+03,  1.012208e+03,  6.488665e+02,  3.897033e+02,  2.205903e+02,  1.175417e+02,  5.990346e+01,  2.975080e+01,  1.504233e+01,  8.304450e+00,  5.087937e+00,  3.355341e+00,  2.298135e+00,  1.585950e+00,  1.089221e+00
  5, 47.19, -2.909951e+00, -3.210078e+00, -3.874430e+00, -2.484907e+00, -1.391298e+00,  1.771706e+00,  1.745320e+00,  7.307258e-01,  1.182310e+00,  8.989047e+02,  2.725880e+02,  9.484343e+01,  4.233018e+01,  2.351965e+01,  1.545313e+01,  1.101416e+01,  8.114289e+00,  6.020097e+00,  4.459871e+00,  3.263904e+00,  2.342893e+00,  1.655732e+00,  1.146941e+00,  7.758101e-01,  5.134222e-01,  3.306678e-01,  2.070415e-01
  5, 39.84, -1.810034e+00, -3.803988e+00, -1.100727e+00, -1.283841e+00, -2.595906e+00,  1.265785e+00,  8.767337e-01,  1.088916e+00,  1.689541e+00,  4.365377e+03,  2.237859e+03,  1.251119e+03,  8.037647e+02,  5.473395e+02,  3.805845e+02,  2.657289e+02,  1.863635e+02,  1.306875e+02,  9.131902e+01,  6.257029e+01,  4.140109e+01,  2.644498e+01,  1.619171e+01,  9.457378e+00,  5.293345e+00,  2.823839e+00,  1.436216e+00
  5, 30.71, -2.733628e+00,  6.814358e-01, -1.899815e+00, -3.282068e+00,  1.643596e-01,  7.397968e-01,  8.499349e-01,  1.025340e+00,  1.687330e+00,  1.040273e+03,  1.409704e+03,  1.110431e+03,  8.815664e+02,  6.988883e+02,  5.531912e+02,  4.401788e+02,  3.576740e+02,  2.998670e+02,  2.597618e+02,  2.288709e+02,  2.009506e+02,  1.733854e+02,  1.452817e+02,  1.173098e+02,  9.092625e+01,  6.712746e+01,  4.694763e+01
  5, 47.97, -2.950154e+00, -8.361876e-01, -1.525500e-01,  4.589927e-01,  1.083815e-01,  1.211233e+00,  1.917986e+00,  1.267384e+00,  9.104167e-01,  1.001540e+03,  8.229613e+02,  6.197774e+02,  4.738250e+02,  3.614166e+02,  2.743335e+02,  2.068532e+02,  1.550788e+02,  1.150382e+02,  8.440409e+01,  6.080638e+01,  4.274878e+01,  2.941121e+01,  1.964152e+01,  1.262099e+01,  7.786044e+00,  4.564652e+00,  2.531121e+00
  5, 36.20, -7.994873e-01,  3.890964e-01,  4.517536e-01, -1.184926e+00,  4.587311e-01,  1.224610e+00,  7.523544e-01,  1.081246e+00,  7.405242e-01,  6.456183e+03,  4.853729e+03,  3.296526e+03,  2.166995e+03,  1.353222e+03,  8.165392e+02,  4.905808e+02,  3.050523e+02,  1.992367e+02,  1.367308e+02,  9.654463e+01,  6.890623e+01,  4.971418e+01,  3.619215e+01,  2.654931e+01,  1.954335e+01,  1.420920e+01,  1.007591e+01
  5, 47.29, -1.967478e+00, -3.563895e+00, -3.352521e+00, -2.862985e+00, -2.952087e+00,  1.827926e+00,  1.693187e+00,  1.147454e+00,  1.199581e+00,  3.186650e+03,  1.851894e+03,  1.104972e+03,  6.886448e+02,  4.254007e+02,  2.565534e+02,  1.501740e+02,  8.581546e+01,  4.764837e+01,  2.580096e+01,  1.350496e+01,  6.792331e+00,  3.335527e+00,  1.600022e+00,  7.482132e-01,  3.447968e-01,  1.558296e-01,  6.924845e-02
  5, 41.90, -1.485484e+00, -2.432632e+00,  1.612779e-02, -2.751747e+00,  3.885569e-01,  1.206156e+00,  1.587659e+00,  1.056766e+00,  7.353439e-01,  6.052554e+03,  3.918450e+03,  2.289942e+03,  1.263528e+03,  6.447993e+02,  3.091813e+02,  1.440269e+02,  7.039097e+01,  3.894069e+01,  2.517755e+01,  1.790185e+01,  1.298757e+01,  9.283001e+00,  6.437019e+00,  4.325071e+00,  2.844410e+00,  1.839989e+00,  1.180631e+00
  5, 48.81, -1.490889e+00, -8.461768e-01, -1.145211e+00, -4.716691e-01,  6.112032e-01,  1.645690e+00,  1.814371e+00,  1.989387e+00,  1.687051e+00,  3.296916e+03,  2.227148e+03,  1.443578e+03,  9.362584e+02,  5.912158e+02,  3.660359e+02,  2.254106e+02,  1.409912e+02,  9.005946e+01,  5.898928e+01,  3.915819e+01,  2.605118e+01,  1.741080e+01,  1.161905e+01,  7.701195e+00,  5.063232e+00,  3.263992e+00,  2.044983e+00
  5, 32.92, -2.466701e+00, -3.864735e+00, -7.363258e-01,  5.051700e-01, -5.742296e-01,  1.657509e+00,  9.261437e-01,  1.161368e+00,  1.446606e+00,  2.469173e+03,  7.601533e+02,  3.316449e+02,  1.966308e+02,  1.231306e+02,  7.552347e+01,  4.540549e+01,  2.772797e+01,  1.766962e+01,  1.194332e+01,  8.440321e+00,  6.104138e+00,  4.469919e+00,  3.265589e+00,  2.352886e+00,  1.661906e+00,  1.140348e+00,  7.629579e-01
  5, 39.20, -8.235221e-02, -1.682531e-01, -2.477760e+00, -1.830558e+00, -8.330859e-01,  1.473378e+00,  8.738119e-01,  7.243294e-01,  8.617399e-01,  2.580884e+03,  2.416077e+03,  1.880802e+03,  1.482449e+03,  1.167384e+03,  9.161693e+02,  7.152404e+02,  5.555362e+02,  4.271223e+02,  3.246373e+02,  2.421904e+02,  1.766470e+02,  1.270431e+02,  9.034125e+01,  6.363897e+01,  4.445467e+01,  3.043030e+01,  2.018747e+01
  5, 34.47, -1.889516e+00, -1.488252e+00,  6.538128e-01, -6.292071e-01,  6.052607e-01,  7.688845e-01,  1.527562e+00,  1.948456e+00,  1.050148e+00,  6.747562e+03,  4.047990e+03,  2.272748e+03,  1.211021e+03,  5.925807e+02,  2.740842e+02,  1.276796e+02,  6.633983e+01,  4.032316e+01,  2.789155e+01,  2.050050e+01,  1.532493e+01,  1.150967e+01,  8.603548e+00,  6.368815e+00,  4.670190e+00,  3.376736e+00,  2.404708e+00
  5, 48.99,  2.395717e-01, -3.085353e+00, -5.511838e-01, -3.178332e+00, -3.505945e+00,  1.107640e+00,  1.152725e+00,  1.218032e+00,  1.068355e+00,  6.772667e+02,  7.849852e+02,  6.192044e+02,  4.932682e+02,  3.926643e+02,  3.117850e+02,  2.473863e+02,  1.978682e+02,  1.605876e+02,  1.329567e+02,  1.114057e+02,  9.320768e+01,  7.711198e+01,  6.231988e+01,  4.875275e+01,  3.674228e+01,  2.644839e+01,  1.809307e+01
  5, 36.28, -6.248248e-01,  4.388666e-01, -3.587483e+00, -2.686476e+00, -1.198666e+00,  1.776788e+00,  1.716574e+00,  1.423954e+00,  7.461667e-01,  5.718043e+03,  4.586607e+03,  3.385635e+03,  2.530569e+03,  1.881961e+03,  1.389622e+03,  1.017353e+03,  7.396860e+02,  5.315366e+02,  3.774502e+02,  2.625766e+02,  1.773015e+02,  1.161566e+02,  7.296439e+01,  4.349303e+01,  2.464162e+01,  1.324062e+01,  6.821299e+00
  5, 43.39, -1.062851e-02, -3.692384e+00, -2.304773e+00, -2.787425e+00, -1.967242e+00,  1.097177e+00,  1.956531e+00,  8.680167e-01,  9.818610e-01,  1.589770e+03,  1.563641e+03,  1.220119e+03,  9.646454e+02,  7.675646e+02,  6.206022e+02,  5.144536e+02,  4.367102e+02,  3.733261e+02,  3.159752e+02,  2.602863e+02,  2.062225e+02,  1.568796e+02,  1.138674e+02,  7.842847e+01,  5.126379e+01,  3.159518e+01,  1.832607e+01
  5, 47.87, -1.078622e+00, -2.129047e+00, -2.326747e+00, -9.617724e-01, -5.552263e-01,  1.650935e+00,  1.945585e+00,  7.587581e-01,  1.251077e+00,  3.090968e+03,  2.334251e+03,  1.659292e+03,  1.195802e+03,  8.586508e+02,  6.165594e+02,  4.444147e+02,  3.218015e+02,  2.309709e+02,  1.624925e+02,  1.101281e+02,  7.100745e+01,  4.372543e+01,  2.559021e+01,  1.417048e+01,  7.467165e+00,  3.731033e+00,  1.778583e+00
  5, 30.18, -6.928405e-01, -3.306102e-01, -1.345833e+00, -3.890536e+00, -3.964457e+00,  1.985648e+00,  9.613190e-01,  1.770158e+00,  1.168577e+00,  1.060303e+04,  8.110830e+03,  5.816928e+03,  4.224176e+03,  3.046559e+03,  2.178029e+03,  1.541489e+03,  1.082293e+03,  7.498696e+02,  5.127055e+02,  3.431069e+02,  2.234194e+02,  1.426120e+02,  8.891456e+01,  5.391756e+01,  3.191289e+01,  1.836810e+01,  1.033190e+01
  5, 39.23, -3.482902e+00, -3.288749e-01, -1.869282e+00, -2.603924e+00, -2.315887e+00,  1.326634e+00,  1.260006e+00,  1.608159e+00,  1.577252e+00,  6.982921e+02,  6.549039e+02,  5.086413e+02,  4.006001e+02,  3.169554e+02,  2.537903e+02,  2.074391e+02,  1.733715e+02,  1.461666e+02,  1.223753e+02,  9.993660e+01,  7.857894e+01,  5.936457e+01,  4.281915e+01,  2.933526e+01,  1.909804e+01,  1.174303e+01,  6.808704e+00
  5, 30.14, -3.628830e+00, -1.835529e+00, -3.463803e-01, -1.620506e-01, -1.033127e+00,  1.173685e+00,  1.853632e+00,  1.025433e+00,  7.849929e-01,  3.904088e+03,  2.291609e+03,  1.336613e+03,  7.830682e+02,  4.386008e+02,  2.338974e+02,  1.199926e+02,  6.130691e+01,  3.239911e+01,  1.880949e+01,  1.236420e+01,  9.031744e+00,  6.988692e+00,  5.449922e+00,  4.169735e+00,  3.099777e+00,  2.218309e+00,  1.521538e+00
  5, 44.54, -3.968414e-01,  2.212055e-01, -3.967103e-01,  4.493769e-01, -1.482606e+00,  1.947674e+00,  1.971622e+00,  1.378238e+00,  1.798809e+00,  2.317186e+03,  2.038890e+03,  1.564222e+03,  1.215261e+03,  9.420883e+02,  7.269674e+02,  5.574042e+02,  4.249115e+02,  3.204319e+02,  2.388315e+02,  1.746444e+02,  1.246114e+02,  8.720469e+01,  5.966645e+01,  3.981538e+01,  2.599964e+01,  1.652983e+01,  1.019969e+01
  5, 47.96,  3.758158e-01, -1.849565e+00, -4.327226e-01,  4.113735e-01, -1.905417e-01,  1.909438e+00,  1.280475e+00,  1.783881e+00,  1.984103e+00,  6.046122e+02,  7.551458e+02,  6.021496e+02,  4.853608e+02,  3.919315e+02,  3.163915e+02,  2.549544e+02,  2.051358e+02,  1.641189e+02,  1.304465e+02,  1.023870e+02,  7.901061e+01,  6.015788e+01,  4.504341e+01,  3.307359e+01,  2.384532e+01,  1.680589e+01,  1.156527e+01
  5, 37.39, -3.197571e+00, -1.319704e-01, -1.241435e+00,  5.185842e-01, -1.701596e+00,  1.028811e+00,  1.581360e+00,  1.888751e+00,  1.501803e+00,  1.303638e+03,  1.251173e+03,  9.779740e+02,  7.743433e+02,  6.130068e+02,  4.839935e+02,  3.803977e+02,  2.976425e+02,  2.306895e+02,  1.768470e+02,  1.331144e+02,  9.794639e+01,  7.102977e+01,  5.097888e+01,  3.639866e+01,  2.595800e+01,  1.827813e+01,  1.252796e+01
