 nlayers, height, LOG10C01, LOG10C02, LOG10C03, LOG10C04, LOG10T01, LOG10T02, LOG10T03, Z01, Z02, Z03, Z04, Z05, Z06, Z07, Z08, Z09, Z10, Z11, Z12, Z13, Z14, Z15, Z16, Z17, Z18
  4, 34.10, -2.817083e+00,  3.355293e-01,  5.115784e-01, -2.951191e+00,  1.848901e+00,  7.313895e-01,  1.654054e+00,  9.377468e+02,  1.560902e+02,  4.955578e+01,  3.249973e+01,  2.482622e+01,  1.937631e+01,  1.515476e+01,  1.186970e+01,  9.277279e+00,  7.238744e+00,  5.608985e+00,  4.300963e+00,  3.277969e+00,  2.476168e+00,  1.849634e+00,  1.368421e+00,  9.986866e-01,  7.176696e-01
  4, 40.13, -2.875485e-01, -3.319974e+00, -2.012827e+00, -1.075252e+00,  8.303773e-01,  9.786353e-01,  1.986421e+00,  3.289525e+03,  3.191020e+03,  2.761764e+03,  2.384183e+03,  2.003216e+03,  1.625259e+03,  1.268886e+03,  9.529020e+02,  6.847022e+02,  4.703773e+02,  3.061902e+02,  1.874821e+02,  1.089526e+02,  6.002456e+01,  3.132453e+01,  1.565943e+01,  7.504449e+00,  3.481845e+00
  4, 49.22, -9.244496e-01, -2.996208e-01, -1.319165e+00,  3.594472e-03,  1.369483e+00,  1.756822e+00,  9.864208e-01,  2.586491e+03,  2.034736e+03,  1.471322e+03,  1.060074e+03,  7.432464e+02,  5.073318e+02,  3.400046e+02,  2.274144e+02,  1.529339e+02,  1.043402e+02,  7.185625e+01,  4.959829e+01,  3.435937e+01,  2.368639e+01,  1.614977e+01,  1.090660e+01,  7.253136e+00,  4.726074e+00
  4, 32.98, -1.290368e+00, -3.698681e+00, -2.570014e+00, -1.940011e+00,  1.530663e+00,  1.030835e+00,  1.358343e+00,  9.726599e+03,  6.460230e+03,  4.245976e+03,  2.889022e+03,  1.959790e+03,  1.302130e+03,  8.384851e+02,  5.241369e+02,  3.166608e+02,  1.855793e+02,  1.047473e+02,  5.669756e+01,  2.988887e+01,  1.536652e+01,  7.701320e+00,  3.801908e+00,  1.841155e+00,  8.763132e-01
  4, 46.70, -9.982939e-01, -3.756165e+00,  1.113241e-01, -1.392672e+00,  1.769671e+00,  1.251568e+00,  9.590270e-01,  3.209094e+03,  2.461472e+03,  1.768317e+03,  1.286946e+03,  9.308441e+02,  6.680020e+02,  4.753855e+02,  3.366389e+02,  2.359956e+02,  1.630615e+02,  1.091091e+02,  6.947441e+01,  4.212959e+01,  2.433419e+01,  1.357521e+01,  7.597450e+00,  4.399708e+00,  2.679323e+00
  4, 33.21, -3.114154e+00,  6.653859e-01, -2.852064e+00, -3.816978e+00,  8.867422e-01,  1.903195e+00,  1.090338e+00,  6.867809e+02,  9.801146e+02,  7.839568e+02,  6.333923e+02,  5.129077e+02,  4.154117e+02,  3.360138e+02,  2.715156e+02,  2.182905e+02,  1.744708e+02,  1.378258e+02,  1.071635e+02,  8.230207e+01,  6.224007e+01,  4.622718e+01,  3.376508e+01,  2.415181e+01,  1.689973e+01
  4, 38.71, -1.598945e+00, -8.647519e-01, -3.163501e+00, -3.111812e+00,  1.877390e+00,  8.125761e-01,  1.541167e+00,  6.091461e+03,  3.767186e+03,  2.305992e+03,  1.448055e+03,  9.031790e+02,  5.585422e+02,  3.442215e+02,  2.149596e+02,  1.363390e+02,  8.760467e+01,  5.579298e+01,  3.447674e+01,  2.062443e+01,  1.184535e+01,  6.498080e+00,  3.424444e+00,  1.724158e+00,  8.298412e-01
  4, 45.86, -1.670436e-01, -2.127131e+00, -2.042458e-01, -2.663911e+00,  1.532865e+00,  1.921444e+00,  1.682015e+00,  1.602573e+03,  1.515950e+03,  1.181406e+03,  9.320849e+02,  7.346996e+02,  5.771263e+02,  4.509110e+02,  3.504192e+02,  2.694870e+02,  2.049225e+02,  1.533407e+02,  1.130353e+02,  8.318750e+01,  6.125636e+01,  4.484508e+01,  3.229925e+01,  2.247027e+01,  1.492193e+01
  4, 41.37, -2.012268e+00, -1.170744e+00, -8.938777e-01, -3.304403e+00,  1.382924e+00,  1.945441e+00,  1.007165e+00,  2.939730e+03,  1.571693e+03,  9.686484e+02,  6.596298e+02,  4.600914e+02,  3.231858e+02,  2.268194e+02,  1.588385e+02,  1.101448e+02,  7.552469e+01,  5.081879e+01,  3.350088e+01,  2.193328e+01,  1.426484e+01,  9.152459e+00,  5.756230e+00,  3.492914e+00,  2.028009e+00
  4, 46.15, -3.633233e+00, -3.642474e+00, -9.894189e-01, -2.798549e+00,  1.062683e+00,  8.701146e-01,  1.061211e+00,  1.322640e+03,  1.188837e+03,  9.687906e+02,  7.651603e+02,  5.776919e+02,  4.160646e+02,  2.858425e+02,  1.881388e+02,  1.182375e+02,  7.116652e+01,  4.071578e+01,  2.202617e+01,  1.143373e+01,  5.702626e+00,  2.731430e+00,  1.271340e+00,  5.731700e-01,  2.512122e-01
  4, 48.12, -3.861115e+00, -3.322603e+00, -5.158370e-02,  3.648449e-02,  1.773991e+00,  1.526683e+00,  1.053945e+00,  4.493633e+01,  2.173356e+01,  1.667873e+01,  1.339913e+01,  1.082127e+01,  8.745333e+00,  7.051288e+00,  5.670845e+00,  4.531589e+00,  3.597853e+00,  2.823896e+00,  2.184014e+00,  1.672068e+00,  1.264219e+00,  9.421422e-01,  6.933252e-01,  5.019854e-01,  3.573834e-01
  4, 40.39, -3.019413e+00, -2.983255e+00, -3.072713e+00, -3.031757e+00,  1.554867e+00,  1.457471e+00,  1.950528e+00,  1.010504e+03,  3.464093e+02,  1.475768e+02,  7.144772e+01,  3.594154e+01,  1.861466e+01,  9.843341e+00,  5.323570e+00,  2.909419e+00,  1.603692e+00,  8.798338e-01,  4.760933e-01,  2.567531e-01,  1.374033e-01,  7.256198e-02,  3.801123e-02,  1.960348e-02,  9.949122e-03
  4, 49.94, -1.292280e+00, -1.882309e+00, -2.101813e+00, -1.624098e-01,  1.200142e+00,  1.477827e+00,  7.356580e-01,  3.319389e+03,  2.505444e+03,  1.753141e+03,  1.180995e+03,  7.464703e+02,  4.425829e+02,  2.476701e+02,  1.336928e+02,  7.113474e+01,  3.895910e+01,  2.267442e+01,  1.421500e+01,  9.537577e+00,  6.619790e+00,  4.629703e+00,  3.229074e+00,  2.222606e+00,  1.503885e+00
  4, 46.99, -7.231052e-02, -2.535476e+00, -3.493352e+00, -3.045035e+00,  7.791015e-01,  7.858587e-01,  8.279045e-01,  1.342143e+03,  1.417007e+03,  1.249426e+03,  1.126573e+03,  1.005933e+03,  8.774397e+02,  7.436579e+02,  6.110801e+02,  4.841672e+02,  3.688858e+02,  2.677857e+02,  1.836635e+02,  1.194818e+02,  7.342290e+01,  4.247242e+01,  2.325616e+01,  1.200251e+01,  5.848756e+00
  4, 48.73, -1.165006e+00,  5.538062e-02, -2.692092e+00, -1.586643e+00,  1.349698e+00,  1.913357e+00,  1.557732e+00,  2.988844e+03,  2.107404e+03,  1.334698e+03,  8.169706e+02,  4.814320e+02,  2.835537e+02,  1.740027e+02,  1.145745e+02,  8.015262e+01,  5.840968e+01,  4.321595e+01,  3.194500e+01,  2.355056e+01,  1.719568e+01,  1.237356e+01,  8.776204e+00,  6.100514e+00,  4.145247e+00
  4, 44.60, -2.905131e-01, -2.132004e-01, -2.433681e+00, -3.489085e+00,  1.580632e+00,  7.674642e-01,  1.597232e+00,  2.054572e+03,  1.860844e+03,  1.438097e+03,  1.125326e+03,  8.791131e+02,  6.839126e+02,  5.288307e+02,  4.065317e+02,  3.090686e+02,  2.320500e+02,  1.707693e+02,  1.226999e+02,  8.695297e+01,  6.107141e+01,  4.264390e+01,  2.960647e+01,  2.013649e+01,  1.323329e+01
  4, 43.56, -2.400213e-01, -3.051602e-01, -2.331497e+00,  2.370474e-02,  1.657882e+00,  1.112027e+00,  1.406167e+00,  2.118087e+03,  1.936665e+03,  1.500776e+03,  1.177719e+03,  9.230435e+02,  7.207880e+02,  5.597810e+02,  4.325188e+02,  3.308408e+02,  2.502469e+02,  1.857912e+02,  1.346224e+02,  9.563459e+01,  6.643731e+01,  4.513824e+01,  3.021322e+01,  1.989313e+01,  1.284164e+01
  4, 38.61, -7.934419e-01, -2.916247e+00, -3.666368e+00, -3.079675e+00,  9.817431e-01,  7.130873e-01,  1.703173e+00,  6.462849e+03,  5.538598e+03,  4.336919e+03,  3.277051e+03,  2.354194e+03,  1.606820e+03,  1.043167e+03,  6.481513e+02,  3.842348e+02,  2.181820e+02,  1.177384e+02,  6.003959e+01,  2.939844e+01,  1.384022e+01,  6.255646e+00,  2.748124e+00,  1.168320e+00,  4.823262e-01
  4, 40.04, -1.240241e+00, -1.947694e+00, -1.639678e+00, -3.087558e+00,  1.001730e+00,  9.852389e-01,  1.476680e+00,  6.922644e+03,  4.809168e+03,  3.128613e+03,  2.033820e+03,  1.302416e+03,  8.204197e+02,  5.052794e+02,  3.043371e+02,  1.778497e+02,  1.009626e+02,  5.512634e+01,  2.873928e+01,  1.449947e+01,  7.070633e+00,  3.322214e+00,  1.518670e+00,  6.718095e-01,  2.882307e-01
  4, 35.14, -1.619178e-01, -2.158461e+00, -2.400683e+00, -2.878031e+00,  1.839236e+00,  1.400704e+00,  8.026621e-01,  4.168634e+03,  3.727502e+03,  2.873966e+03,  2.243920e+03,  1.748877e+03,  1.357312e+03,  1.047097e+03,  8.032872e+02,  6.097704e+02,  4.575369e+02,  3.368308e+02,  2.419105e+02,  1.702537e+02,  1.169352e+02,  7.806195e+01,  5.074127e+01,  3.198311e+01,  1.962407e+01
  4, 32.06, -7.034746e-01,  8.123391e-02, -1.290116e-01, -1.482550e+00,  1.151231e+00,  1.658718e+00,  9.778832e-01,  8.843494e+03,  6.659462e+03,  4.554193e+03,  3.060431e+03,  1.999411e+03,  1.293897e+03,  8.473972e+02,  5.726297e+02,  3.986941e+02,  2.845310e+02,  2.048125e+02,  1.468269e+02,  1.047464e+02,  7.376912e+01,  5.094228e+01,  3.445511e+01,  2.267298e+01,  1.453454e+01
  4, 31.58, -2.804668e+00, -3.722735e+00,  3.762811e-01, -1.504392e+00,  1.517214e+00,  1.904205e+00,  1.633652e+00,  1.280042e+03,  1.958683e+02,  3.490399e+01,  1.183635e+01,  7.088489e+00,  5.354310e+00,  4.241873e+00,  3.398037e+00,  2.724383e+00,  2.181171e+00,  1.732713e+00,  1.360045e+00,  1.058212e+00,  8.135188e-01,  6.158032e-01,  4.584683e-01,  3.326849e-01,  2.333249e-01
  4, 37.34, -3.907973e+00, -2.818195e+00, -2.920131e+00, -1.508797e-01,  1.772508e+00,  1.579497e+00,  1.201124e+00,  1.438725e+02,  3.332251e+01,  1.715421e+01,  1.277953e+01,  1.001342e+01,  7.952646e+00,  6.352614e+00,  5.093473e+00,  4.076815e+00,  3.252414e+00,  2.570180e+00,  2.003224e+00,  1.545282e+00,  1.176172e+00,  8.811632e-01,  6.507066e-01,  4.718118e-01,  3.356409e-01
  4, 45.39, -1.542879e+00,  3.588056e-01, -3.257403e+00, -7.081442e-01,  1.224707e+00,  1.645862e+00,  1.901611e+00,  1.928875e+03,  8.467272e+02,  4.045314e+02,  2.578827e+02,  1.887349e+02,  1.452777e+02,  1.138294e+02,  8.998820e+01,  7.119758e+01,  5.622431e+01,  4.400099e+01,  3.395675e+01,  2.592108e+01,  1.949681e+01,  1.439585e+01,  1.042838e+01,  7.355680e+00,  5.029101e+00
  4, 38.68,  4.695995e-04, -2.547409e+00, -5.249901e-01,  2.560761e-01,  1.170285e+00,  1.560454e+00,  1.488960e+00,  2.423227e+03,  2.321600e+03,  1.809117e+03,  1.426648e+03,  1.124669e+03,  8.875905e+02,  7.061151e+02,  5.718187e+02,  4.704670e+02,  3.896581e+02,  3.186447e+02,  2.528065e+02,  1.933786e+02,  1.414111e+02,  9.823914e+01,  6.478771e+01,  4.026882e+01,  2.351894e+01
  4, 34.81, -2.450644e+00, -1.197529e+00, -2.846837e-01,  1.721715e-03,  1.180498e+00,  1.922041e+00,  1.666652e+00,  3.375872e+03,  2.315401e+03,  1.593754e+03,  1.121249e+03,  7.857400e+02,  5.471526e+02,  3.780290e+02,  2.595744e+02,  1.757097e+02,  1.166541e+02,  7.478415e+01,  4.572176e+01,  2.685322e+01,  1.518538e+01,  8.343884e+00,  4.567127e+00,  2.524975e+00,  1.424767e+00
  4, 32.60, -1.567489e+00, -2.488376e-01, -4.953759e-01, -3.328499e+00,  1.508476e+00,  1.992008e+00,  9.607452e-01,  8.937883e+03,  4.892750e+03,  2.509175e+03,  1.294071e+03,  6.831855e+02,  3.919416e+02,  2.494199e+02,  1.728474e+02,  1.251789e+02,  9.241565e+01,  6.818822e+01,  4.973272e+01,  3.590607e+01,  2.551857e+01,  1.777181e+01,  1.213603e+01,  8.075222e+00,  5.219509e+00
  4, 42.82, -1.750257e+00, -2.285976e+00, -2.300521e+00, -2.337374e+00,  1.635270e+00,  1.604746e+00,  1.699192e+00,  4.541954e+03,  2.795014e+03,  1.731477e+03,  1.099980e+03,  6.867284e+02,  4.186835e+02,  2.490593e+02,  1.456038e+02,  8.332167e+01,  4.684938e+01,  2.567032e+01,  1.363337e+01,  7.120203e+00,  3.654382e+00,  1.838214e+00,  9.137847e-01,  4.463111e-01,  2.143322e-01
  4, 37.62,  6.439695e-01, -4.744515e-01,  3.515968e-01, -8.052335e-01,  9.672550e-01,  8.547761e-01,  1.791744e+00,  9.832411e+02,  1.322630e+03,  1.051899e+03,  8.443925e+02,  6.782235e+02,  5.437440e+02,  4.345158e+02,  3.469142e+02,  2.770909e+02,  2.230679e+02,  1.812074e+02,  1.480398e+02,  1.210064e+02,  9.756748e+01,  7.668387e+01,  5.842910e+01,  4.284163e+01,  3.013164e+01
  4, 47.05, -3.036239e+00, -1.265273e+00,  1.473623e-02, -2.042724e+00,  8.643255e-01,  1.314561e+00,  1.496737e+00,  2.108033e+03,  1.385067e+03,  8.072901e+02,  4.638141e+02,  2.684003e+02,  1.647880e+02,  1.095745e+02,  7.798095e+01,  5.746866e+01,  4.295325e+01,  3.195584e+01,  2.340973e+01,  1.697654e+01,  1.227233e+01,  8.972936e+00,  6.724474e+00,  5.115991e+00,  3.870780e+00
  4, 42.23, -1.939221e+00, -2.230903e+00, -3.481457e+00, -1.566870e+00,  1.849102e+00,  7.906082e-01,  1.669319e+00,  4.194509e+03,  2.361661e+03,  1.364253e+03,  8.261651e+02,  4.988491e+02,  2.953445e+02,  1.700485e+02,  9.594006e+01,  5.308703e+01,  2.918044e+01,  1.597830e+01,  8.770589e+00,  4.925635e+00,  2.823000e+00,  1.634661e+00,  9.524362e-01,  5.505560e-01,  3.136923e-01
  4, 49.62, -2.087614e+00, -3.540043e+00, -1.776924e-01, -1.832051e+00,  1.498821e+00,  1.556347e+00,  1.636083e+00,  2.704240e+03,  1.298447e+03,  5.612560e+02,  2.353526e+02,  9.737123e+01,  4.463588e+01,  2.492960e+01,  1.673220e+01,  1.228067e+01,  9.283800e+00,  7.004614e+00,  5.199182e+00,  3.799349e+00,  2.734522e+00,  1.960930e+00,  1.432866e+00,  1.076006e+00,  8.239010e-01
  4, 42.58,  2.042425e-01, -3.654101e+00, -3.931533e+00, -2.383115e+00,  1.445215e+00,  1.613696e+00,  1.565016e+00,  1.287643e+03,  1.377591e+03,  1.088876e+03,  8.708124e+02,  6.968596e+02,  5.566938e+02,  4.431564e+02,  3.515281e+02,  2.765036e+02,  2.153063e+02,  1.647212e+02,  1.231362e+02,  9.049839e+01,  6.566819e+01,  4.749735e+01,  3.463835e+01,  2.532368e+01,  1.829798e+01
  4, 49.87, -1.728186e+00, -3.060981e+00, -1.020198e+00, -1.735921e+00,  9.024073e-01,  8.692950e-01,  9.230972e-01,  2.153343e+03,  1.467193e+03,  1.069537e+03,  7.945625e+02,  5.748693e+02,  4.033157e+02,  2.745477e+02,  1.823485e+02,  1.178800e+02,  7.443456e+01,  4.561758e+01,  2.702385e+01,  1.566421e+01,  8.877603e+00,  4.909801e+00,  2.668106e+00,  1.417304e+00,  7.362025e-01
  4, 37.26, -9.419906e-01, -2.198427e+00, -3.554320e+00, -1.812131e+00,  7.472313e-01,  7.390509e-01,  1.143386e+00,  1.009986e+04,  7.146118e+03,  4.561294e+03,  2.809910e+03,  1.656960e+03,  9.479863e+02,  5.322578e+02,  2.979133e+02,  1.661233e+02,  9.274488e+01,  5.137379e+01,  2.803961e+01,  1.524794e+01,  8.228064e+00,  4.381955e+00,  2.314085e+00,  1.202707e+00,  6.144724e-01
  4, 37.46, -1.369729e+00, -1.562097e+00, -2.343333e+00, -3.311995e+00,  1.223817e+00,  1.077189e+00,  1.366556e+00,  7.331346e+03,  5.090249e+03,  3.443753e+03,  2.321168e+03,  1.506225e+03,  9.379448e+02,  5.613140e+02,  3.254546e+02,  1.821395e+02,  9.875767e+01,  5.140572e+01,  2.551457e+01,  1.226326e+01,  5.706661e+00,  2.563554e+00,  1.123906e+00,  4.782918e-01,  1.981258e-01
  4, 41.87,  1.547061e-02,  5.534406e-01, -2.401190e+00, -3.406359e+00,  9.633808e-01,  1.169569e+00,  1.812955e+00,  1.824339e+03,  1.793924e+03,  1.410039e+03,  1.115000e+03,  8.703810e+02,  6.655753e+02,  4.972442e+02,  3.643969e+02,  2.620874e+02,  1.861409e+02,  1.302794e+02,  8.970235e+01,  6.132604e+01,  4.186810e+01,  2.906065e+01,  2.104913e+01,  1.591063e+01,  1.226533e+01
  4, 33.48, -1.031703e+00,  2.517344e-01, -3.789439e-01, -2.128915e+00,  1.384022e+00,  1.552353e+00,  1.723993e+00,  9.039479e+03,  6.374464e+03,  4.190848e+03,  2.683346e+03,  1.625873e+03,  9.420131e+02,  5.360061e+02,  3.131152e+02,  1.931588e+02,  1.275859e+02,  8.850498e+01,  6.285749e+01,  4.514447e+01,  3.229136e+01,  2.277153e+01,  1.579930e+01,  1.073983e+01,  7.187889e+00
  4, 47.64, -3.721269e+00, -4.434898e-01, -3.237193e+00, -1.516300e+00,  1.585925e+00,  8.602964e-01,  1.579981e+00,  2.474395e+02,  2.633687e+02,  2.382823e+02,  2.140938e+02,  1.880278e+02,  1.606036e+02,  1.330208e+02,  1.067032e+02,  8.247648e+01,  6.133487e+01,  4.353581e+01,  2.931335e+01,  1.886547e+01,  1.160337e+01,  6.827360e+00,  3.880767e+00,  2.130311e+00,  1.134362e+00
  4, 43.06, -6.670022e-01, -2.771558e+00, -3.035592e+00, -2.329855e-01,  1.960050e+00,  1.934530e+00,  1.855204e+00,  3.341538e+03,  2.733308e+03,  2.036967e+03,  1.536950e+03,  1.154367e+03,  8.610369e+02,  6.367397e+02,  4.673493e+02,  3.386672e+02,  2.421407e+02,  1.694385e+02,  1.153333e+02,  7.682725e+01,  4.996312e+01,  3.173298e+01,  1.987143e+01,  1.226897e+01,  7.461666e+00
  4, 40.97, -2.504719e+00, -1.279559e+00,  6.514101e-01, -2.649064e+00,  1.657813e+00,  1.310667e+00,  1.259272e+00,  1.634843e+03,  6.558929e+02,  3.278238e+02,  1.719536e+02,  8.463290e+01,  4.075297e+01,  2.101504e+01,  1.256523e+01,  8.531720e+00,  6.204584e+00,  4.594037e+00,  3.371507e+00,  2.430088e+00,  1.696398e+00,  1.141035e+00,  7.546602e-01,  5.107135e-01,  3.724710e-01
  4, 43.54, -3.893850e+00, -2.996629e+00,  5.585441e-01, -1.936476e+00,  7.067914e-01,  1.053490e+00,  1.676232e+00,  1.580902e+02,  2.726916e+02,  2.185093e+02,  1.767422e+02,  1.433575e+02,  1.163525e+02,  9.435556e+01,  7.647415e+01,  6.170153e+01,  4.952048e+01,  3.931299e+01,  3.074939e+01,  2.378275e+01,  1.813739e+01,  1.360762e+01,  1.005825e+01,  7.295198e+00,  5.183416e+00
  4, 37.00,  4.105474e-01, -3.736448e+00, -1.408420e+00, -2.097458e+00,  1.602506e+00,  1.516287e+00,  1.193096e+00,  1.624442e+03,  1.831422e+03,  1.454342e+03,  1.168378e+03,  9.399532e+02,  7.556006e+02,  6.059930e+02,  4.849969e+02,  3.856891e+02,  3.044658e+02,  2.370802e+02,  1.812349e+02,  1.364693e+02,  1.008240e+02,  7.279737e+01,  5.135048e+01,  3.514394e+01,  2.329342e+01
  4, 33.10, -2.410435e+00, -1.208518e+00, -1.980412e+00, -1.321522e+00,  1.296644e+00,  1.695513e+00,  1.657884e+00,  3.234734e+03,  2.071097e+03,  1.409934e+03,  9.896012e+02,  6.952184e+02,  4.893834e+02,  3.456506e+02,  2.446868e+02,  1.711496e+02,  1.171401e+02,  7.728640e+01,  4.870406e+01,  2.956549e+01,  1.728616e+01,  9.742787e+00,  5.350096e+00,  2.861671e+00,  1.498201e+00
  4, 40.77,  6.165296e-01, -1.979172e+00, -3.098792e+00, -2.307497e+00,  8.960078e-01,  1.174351e+00,  1.194804e+00,  7.055777e+02,  9.904412e+02,  7.810572e+02,  6.203109e+02,  4.917089e+02,  3.885921e+02,  3.076899e+02,  2.476598e+02,  2.050900e+02,  1.757891e+02,  1.540730e+02,  1.353716e+02,  1.173842e+02,  9.910522e+01,  8.078732e+01,  6.332931e+01,  4.738526e+01,  3.366963e+01
  4, 39.28, -1.207418e+00, -9.386687e-01, -3.347463e+00,  4.818838e-01,  1.337634e+00,  1.208451e+00,  1.683412e+00,  5.882575e+03,  4.059215e+03,  2.668998e+03,  1.791943e+03,  1.222689e+03,  8.568967e+02,  6.102270e+02,  4.322440e+02,  2.965747e+02,  1.946274e+02,  1.202025e+02,  6.898574e+01,  3.702205e+01,  1.852738e+01,  8.670461e+00,  3.912211e+00,  1.770152e+00,  8.563666e-01
  4, 36.88,  5.011689e-01, -3.811003e+00, -8.069414e-01, -1.062900e-01,  1.370262e+00,  1.971871e+00,  9.572036e-01,  1.411311e+03,  1.678555e+03,  1.335263e+03,  1.073957e+03,  8.649945e+02,  6.961116e+02,  5.588141e+02,  4.475224e+02,  3.559161e+02,  2.807134e+02,  2.180185e+02,  1.657397e+02,  1.235857e+02,  9.005476e+01,  6.423204e+01,  4.546295e+01,  3.229595e+01,  2.320557e+01
  4, 32.14, -2.975489e+00, -3.615036e+00, -3.363799e-01, -3.132807e+00,  1.275788e+00,  1.085507e+00,  1.189224e+00,  7.591819e+02,  5.792057e+02,  4.447923e+02,  3.516768e+02,  2.842886e+02,  2.370123e+02,  2.027306e+02,  1.749523e+02,  1.492019e+02,  1.242190e+02,  9.981578e+01,  7.674387e+01,  5.647473e+01,  3.954729e+01,  2.621962e+01,  1.647691e+01,  9.755592e+00,  5.435860e+00
  4, 31.90,  1.084157e-01,  5.067681e-01, -2.719010e-01, -1.492858e+00,  1.513643e+00,  8.273623e-01,  1.260233e+00,  4.271375e+03,  4.056007e+03,  3.169052e+03,  2.507444e+03,  1.983241e+03,  1.564387e+03,  1.228552e+03,  9.608662e+02,  7.449295e+02,  5.718954e+02,  4.317798e+02,  3.188878e+02,  2.311467e+02,  1.634386e+02,  1.118719e+02,  7.395010e+01,  4.694599e+01,  2.880919e+01
  4, 41.86, -2.788196e+00, -1.331664e+00, -2.911552e+00, -3.916768e+00,  1.868250e+00,  1.457611e+00,  1.685207e+00,  1.060664e+03,  3.464789e+02,  1.772161e+02,  1.251420e+02,  9.827763e+01,  7.856937e+01,  6.142252e+01,  4.642428e+01,  3.368224e+01,  2.343861e+01,  1.550875e+01,  9.687571e+00,  5.759113e+00,  3.251236e+00,  1.738642e+00,  8.875399e-01,  4.306215e-01,  1.989700e-01
  4, 40.97,  6.554131e-01, -1.442796e+00,  3.312799e-01, -1.608457e+00,  1.252125e+00,  1.760726e+00,  1.932353e+00,  6.808635e+02,  9.779243e+02,  7.815281e+02,  6.304693e+02,  5.094454e+02,  4.114081e+02,  3.314786e+02,  2.664575e+02,  2.127000e+02,  1.683237e+02,  1.310734e+02,  9.977989e+01,  7.443967e+01,  5.440072e+01,  3.928033e+01,  2.861798e+01,  2.130417e+01,  1.619529e+01
  4, 45.21, -3.626601e+00, -1.899684e+00,  3.369259e-02, -1.687964e+00,  1.748707e+00,  1.921631e+00,  1.559961e+00,  4.594157e+02,  2.964036e+02,  1.991939e+02,  1.344533e+02,  8.694578e+01,  5.283836e+01,  2.992656e+01,  1.595905e+01,  8.111343e+00,  4.098124e+00,  2.159441e+00,  1.238726e+00,  7.793613e-01,  5.114787e-01,  3.353367e-01,  2.188708e-01,  1.457117e-01,  1.033191e-01
  4, 44.00, -7.543058e-01, -8.487468e-01, -3.755773e+00,  8.196893e-02,  1.576503e+00,  1.983759e+00,  1.278733e+00,  3.325292e+03,  2.674457e+03,  1.975707e+03,  1.477738e+03,  1.099641e+03,  8.123958e+02,  5.951771e+02,  4.332920e+02,  3.120241e+02,  2.221868e+02,  1.551295e+02,  1.054747e+02,  7.019163e+01,  4.553144e+01,  2.869854e+01,  1.765787e+01,  1.056398e+01,  6.138172e+00
  4, 46.70, -3.543267e+00, -6.276514e-03, -3.759718e+00, -7.160786e-02,  1.593532e+00,  1.380629e+00,  1.396432e+00,  1.209213e+02,  1.292394e+02,  1.020066e+02,  8.169709e+01,  6.554579e+01,  5.253123e+01,  4.196524e+01,  3.341189e+01,  2.641766e+01,  2.080889e+01,  1.637660e+01,  1.297525e+01,  1.044565e+01,  8.469214e+00,  6.800755e+00,  5.331027e+00,  4.021834e+00,  2.898095e+00
  4, 34.97, -2.607321e+00, -3.269787e+00, -3.579195e+00,  4.243232e-01,  1.269195e+00,  1.683032e+00,  1.757122e+00,  1.610411e+03,  3.128756e+02,  6.362826e+01,  1.656465e+01,  6.326707e+00,  3.853745e+00,  2.888863e+00,  2.280366e+00,  1.815110e+00,  1.445678e+00,  1.143587e+00,  8.944028e-01,  6.938823e-01,  5.324637e-01,  4.032265e-01,  3.018958e-01,  2.227094e-01,  1.618774e-01
  4, 31.48, -2.443818e+00,  8.731140e-02, -1.834519e+00, -1.252497e+00,  1.519067e+00,  1.533504e+00,  1.425128e+00,  1.305828e+03,  4.648757e+02,  3.096405e+02,  2.398342e+02,  1.889341e+02,  1.497194e+02,  1.188180e+02,  9.430994e+01,  7.444957e+01,  5.833167e+01,  4.501097e+01,  3.398841e+01,  2.519236e+01,  1.832095e+01,  1.316299e+01,  9.497565e+00,  6.926673e+00,  5.088995e+00
  4, 33.97, -2.377501e+00, -8.058236e-01, -2.818302e+00, -4.989943e-01,  1.033208e+00,  1.274263e+00,  1.461100e+00,  3.575652e+03,  2.755653e+03,  2.066962e+03,  1.610980e+03,  1.261414e+03,  9.681722e+02,  7.165417e+02,  5.091485e+02,  3.453465e+02,  2.240022e+02,  1.382340e+02,  8.121171e+01,  4.647000e+01,  2.628859e+01,  1.491471e+01,  8.630649e+00,  5.070617e+00,  3.002796e+00
  4, 46.98,  5.176655e-01, -3.685043e+00, -3.249464e+00, -2.347976e-01,  1.464048e+00,  1.596484e+00,  1.927801e+00,  5.034150e+02,  6.980266e+02,  5.581579e+02,  4.507729e+02,  3.647800e+02,  2.951656e+02,  2.384596e+02,  1.923876e+02,  1.543619e+02,  1.230470e+02,  9.684382e+01,  7.489141e+01,  5.704905e+01,  4.259056e+01,  3.099229e+01,  2.197015e+01,  1.514759e+01,  1.027175e+01
  4, 35.61, -2.292208e+00, -3.088425e-01, -3.447262e+00, -3.781554e+00,  1.363855e+00,  9.446279e-01,  1.670278e+00,  1.468207e+03,  8.750050e+02,  6.850520e+02,  5.921417e+02,  5.226827e+02,  4.561288e+02,  3.880249e+02,  3.204260e+02,  2.554121e+02,  1.959978e+02,  1.434967e+02,  9.940684e+01,  6.539808e+01,  4.068402e+01,  2.384521e+01,  1.323361e+01,  6.922640e+00,  3.417752e+00
