 nlayers, height, LOG10C01, Z01, Z02, Z03, Z04, Z05, Z06, Z07, Z08, Z09, Z10, Z11, Z12, Z13, Z14, Z15, Z16, Z17, Z18
  1, 44.30, -2.885237e+00,  1.143906e+03,  4.350402e+02,  1.967868e+02,  9.922467e+01,  5.153566e+01,  2.736430e+01,  1.475650e+01,  8.103683e+00,  4.483204e+00,  2.495625e+00,  1.380371e+00,  7.521068e-01,  4.079514e-01,  2.193832e-01,  1.163445e-01,  6.116356e-02,  3.164014e-02,  1.609593e-02
  1, 38.43,  6.205764e-01,  9.654863e+02,  1.282092e+03,  1.024335e+03,  8.268856e+02,  6.688247e+02,  5.409264e+02,  4.368057e+02,  3.522772e+02,  2.825856e+02,  2.252775e+02,  1.774254e+02,  1.374619e+02,  1.051360e+02,  7.912706e+01,  5.844149e+01,  4.241266e+01,  3.011256e+01,  2.089156e+01
  1, 42.49, -2.119067e+00,  3.578663e+03,  1.871192e+03,  1.015336e+03,  5.798919e+02,  3.338484e+02,  1.933655e+02,  1.123919e+02,  6.582149e+01,  3.852374e+01,  2.253141e+01,  1.302547e+01,  7.386970e+00,  4.151995e+00,  2.304647e+00,  1.257571e+00,  6.780446e-01,  3.587814e-01,  1.861817e-01
  1, 32.12, -1.054006e+00,  1.020836e+04,  7.178990e+03,  4.848472e+03,  3.325172e+03,  2.263703e+03,  1.528099e+03,  1.022045e+03,  6.795163e+02,  4.466226e+02,  2.903387e+02,  1.850601e+02,  1.149547e+02,  7.020344e+01,  4.202690e+01,  2.457900e+01,  1.411039e+01,  7.906361e+00,  4.322388e+00
  1, 47.53, -1.737562e-01,  1.418854e+03,  1.351608e+03,  1.055800e+03,  8.351542e+02,  6.603751e+02,  5.207580e+02,  4.088429e+02,  3.196594e+02,  2.477303e+02,  1.900981e+02,  1.434329e+02,  1.058538e+02,  7.672478e+01,  5.441696e+01,  3.764388e+01,  2.544732e+01,  1.672741e+01,  1.068127e+01
  1, 35.40, -3.169794e+00,  8.413146e+02,  2.558533e+02,  1.057439e+02,  5.064353e+01,  2.526299e+01,  1.297937e+01,  6.807842e+00,  3.652376e+00,  1.980394e+00,  1.083374e+00,  5.900842e-01,  3.171020e-01,  1.699189e-01,  9.040043e-02,  4.748166e-02,  2.475269e-02,  1.271017e-02,  6.427546e-03
  1, 34.26, -1.600186e+00,  8.213071e+03,  4.917711e+03,  2.937593e+03,  1.809341e+03,  1.113058e+03,  6.834784e+02,  4.184673e+02,  2.565506e+02,  1.564246e+02,  9.489479e+01,  5.670903e+01,  3.315516e+01,  1.915275e+01,  1.089600e+01,  6.079844e+00,  3.344301e+00,  1.801886e+00,  9.503981e-01
  1, 38.05, -3.469710e+00,  3.985963e+02,  1.070525e+02,  4.257086e+01,  2.000498e+01,  9.835339e+00,  4.994331e+00,  2.594184e+00,  1.380488e+00,  7.433352e-01,  4.042068e-01,  2.190024e-01,  1.171329e-01,  6.250624e-02,  3.313306e-02,  1.734565e-02,  9.017076e-03,  4.618945e-03,  2.331962e-03
  1, 36.68, -1.588755e+00,  6.991961e+03,  4.279363e+03,  2.599318e+03,  1.623674e+03,  1.011822e+03,  6.286846e+02,  3.891003e+02,  2.408846e+02,  1.481853e+02,  9.062730e+01,  5.456494e+01,  3.212432e+01,  1.867513e+01,  1.068566e+01,  5.994054e+00,  3.312891e+00,  1.792752e+00,  9.493355e-01
  1, 49.48, -1.535375e+00,  3.178692e+03,  2.133341e+03,  1.391074e+03,  9.245584e+02,  6.108535e+02,  4.008703e+02,  2.610977e+02,  1.694003e+02,  1.088410e+02,  6.928790e+01,  4.330817e+01,  2.641170e+01,  1.586013e+01,  9.349035e+00,  5.390479e+00,  3.054864e+00,  1.691592e+00,  9.148487e-01
  1, 36.84,  1.607105e-01,  2.380311e+03,  2.386681e+03,  1.877993e+03,  1.496110e+03,  1.192358e+03,  9.484873e+02,  7.518235e+02,  5.939787e+02,  4.656018e+02,  3.617370e+02,  2.766824e+02,  2.072905e+02,  1.526992e+02,  1.101923e+02,  7.764590e+01,  5.350865e+01,  3.588628e+01,  2.339520e+01
  1, 34.04, -1.940862e-01,  4.810907e+03,  4.239565e+03,  3.255486e+03,  2.531392e+03,  1.964056e+03,  1.516836e+03,  1.163945e+03,  8.878873e+02,  6.699411e+02,  4.995223e+02,  3.653159e+02,  2.605861e+02,  1.821972e+02,  1.244191e+02,  8.271803e+01,  5.368297e+01,  3.384052e+01,  2.070712e+01
  1, 37.88, -2.726251e+00,  1.884176e+03,  7.277975e+02,  3.314755e+02,  1.678174e+02,  8.743823e+01,  4.654729e+01,  2.515517e+01,  1.383910e+01,  7.668026e+00,  4.274172e+00,  2.366881e+00,  1.290964e+00,  7.008772e-01,  3.772137e-01,  2.001904e-01,  1.053087e-01,  5.450693e-02,  2.774157e-02
  1, 34.27, -2.553274e+00,  2.924620e+03,  1.179770e+03,  5.486724e+02,  2.814002e+02,  1.481367e+02,  7.953052e+01,  4.328884e+01,  2.395966e+01,  1.334512e+01,  7.472356e+00,  4.154530e+00,  2.274168e+00,  1.238596e+00,  6.684867e-01,  3.556642e-01,  1.875078e-01,  9.724282e-02,  4.957461e-02
  1, 40.90, -1.764294e+00,  4.993013e+03,  2.956489e+03,  1.752323e+03,  1.072775e+03,  6.565055e+02,  4.013194e+02,  2.447519e+02,  1.495457e+02,  9.091330e+01,  5.501050e+01,  3.279917e+01,  1.913674e+01,  1.103470e+01,  6.267607e+00,  3.492278e+00,  1.918565e+00,  1.032556e+00,  5.440781e-01
  1, 47.18,  3.305048e-01,  7.011658e+02,  8.410858e+02,  6.696914e+02,  5.391812e+02,  4.348291e+02,  3.505109e+02,  2.819867e+02,  2.264724e+02,  1.808164e+02,  1.433852e+02,  1.122430e+02,  8.634882e+01,  6.551417e+01,  4.885749e+01,  3.570993e+01,  2.561316e+01,  1.794605e+01,  1.226787e+01
  1, 43.84, -2.538793e+00,  2.047972e+03,  9.068958e+02,  4.437851e+02,  2.354063e+02,  1.273771e+02,  6.997615e+01,  3.884638e+01,  2.186556e+01,  1.235865e+01,  7.009345e+00,  3.941903e+00,  2.180185e+00,  1.198342e+00,  6.520430e-01,  3.494627e-01,  1.854333e-01,  9.672364e-02,  4.955794e-02
  1, 38.40, -5.882607e-01,  4.607386e+03,  3.763397e+03,  2.803231e+03,  2.114014e+03,  1.586864e+03,  1.182895e+03,  8.741944e+02,  6.412504e+02,  4.644619e+02,  3.320068e+02,  2.323842e+02,  1.583598e+02,  1.057268e+02,  6.893086e+01,  4.375174e+01,  2.713215e+01,  1.635614e+01,  9.581009e+00
  1, 33.08, -2.378856e+00,  4.077544e+03,  1.757736e+03,  8.464337e+02,  4.440079e+02,  2.380242e+02,  1.297301e+02,  7.152471e+01,  4.002125e+01,  2.250275e+01,  1.270412e+01,  7.115112e+00,  3.920489e+00,  2.147708e+00,  1.165133e+00,  6.227745e-01,  3.296699e-01,  1.715905e-01,  8.775172e-02
  1, 40.61, -2.620708e+00,  2.038965e+03,  8.474729e+02,  4.005058e+02,  2.075814e+02,  1.102168e+02,  5.959806e+01,  3.263945e+01,  1.816042e+01,  1.016143e+01,  5.712533e+00,  3.187446e+00,  1.750430e+00,  9.560823e-01,  5.173233e-01,  2.758689e-01,  1.457334e-01,  7.571469e-02,  3.865975e-02
  1, 42.01, -3.897169e+00,  1.318161e+02,  2.930079e+01,  1.110379e+01,  5.112386e+00,  2.474932e+00,  1.241288e+00,  6.381714e-01,  3.367088e-01,  1.799867e-01,  9.725852e-02,  5.240654e-02,  2.789076e-02,  1.481962e-02,  7.825370e-03,  4.082556e-03,  2.116214e-03,  1.081438e-03,  5.453685e-04
  1, 37.38, -1.668277e-01,  3.376003e+03,  3.051883e+03,  2.359487e+03,  1.847316e+03,  1.444182e+03,  1.124633e+03,  8.708321e+02,  6.707697e+02,  5.114367e+02,  3.856122e+02,  2.854143e+02,  2.062440e+02,  1.461705e+02,  1.012343e+02,  6.829412e+01,  4.498352e+01,  2.878592e+01,  1.788241e+01
  1, 41.23, -1.693924e+00,  5.039211e+03,  3.066364e+03,  1.854934e+03,  1.154985e+03,  7.177630e+02,  4.449121e+02,  2.747920e+02,  1.698165e+02,  1.043048e+02,  6.370502e+01,  3.830990e+01,  2.253042e+01,  1.308561e+01,  7.481286e+00,  4.193541e+00,  2.316285e+00,  1.252741e+00,  6.630490e-01
  1, 35.52, -4.364893e-01,  5.256337e+03,  4.392755e+03,  3.307644e+03,  2.521604e+03,  1.914888e+03,  1.445027e+03,  1.081736e+03,  8.040293e+02,  5.903220e+02,  4.278328e+02,  3.037117e+02,  2.099801e+02,  1.422197e+02,  9.404803e+01,  6.053454e+01,  3.805052e+01,  2.324040e+01,  1.378666e+01
  1, 41.12, -2.119780e+00,  3.823537e+03,  1.978086e+03,  1.065590e+03,  6.052572e+02,  3.468013e+02,  2.000396e+02,  1.158473e+02,  6.762902e+01,  3.946939e+01,  2.302622e+01,  1.328113e+01,  7.516215e+00,  4.216716e+00,  2.336633e+00,  1.273080e+00,  6.854707e-01,  3.622647e-01,  1.877819e-01
  1, 39.61, -8.832956e-01,  5.096577e+03,  3.899674e+03,  2.796770e+03,  2.031605e+03,  1.466168e+03,  1.049211e+03,  7.435523e+02,  5.229026e+02,  3.629910e+02,  2.487301e+02,  1.668654e+02,  1.089643e+02,  6.978151e+01,  4.369333e+01,  2.666577e+01,  1.592906e+01,  9.264734e+00,  5.244978e+00
  1, 37.30, -2.689259e-01,  3.794530e+03,  3.335422e+03,  2.558776e+03,  1.987774e+03,  1.540732e+03,  1.188653e+03,  9.111166e+02,  6.942503e+02,  5.232432e+02,  3.896996e+02,  2.846752e+02,  2.028328e+02,  1.416616e+02,  9.663713e+01,  6.418441e+01,  4.161730e+01,  2.621302e+01,  1.602799e+01
  1, 40.25, -2.534584e+00,  2.365739e+03,  1.018610e+03,  4.905746e+02,  2.574363e+02,  1.380690e+02,  7.528689e+01,  4.152759e+01,  2.324682e+01,  1.307649e+01,  7.385356e+00,  4.137802e+00,  2.280769e+00,  1.249849e+00,  6.782470e-01,  3.626299e-01,  1.920091e-01,  9.996230e-02,  5.113169e-02
  1, 37.35,  3.800638e-01,  1.643792e+03,  1.829447e+03,  1.451674e+03,  1.165462e+03,  9.369116e+02,  7.525317e+02,  6.029756e+02,  4.820950e+02,  3.829571e+02,  3.019494e+02,  2.348240e+02,  1.792833e+02,  1.348583e+02,  9.959262e+01,  7.198827e+01,  5.099706e+01,  3.523819e+01,  2.371964e+01
  1, 42.84, -3.339952e+00,  4.753174e+02,  1.433490e+02,  5.911124e+01,  2.828047e+01,  1.409659e+01,  7.238059e+00,  3.794603e+00,  2.034976e+00,  1.103037e+00,  6.032448e-01,  3.284900e-01,  1.764870e-01,  9.455264e-02,  5.029568e-02,  2.641328e-02,  1.376782e-02,  7.068842e-03,  3.574486e-03
  1, 37.65, -2.035024e+00,  4.954161e+03,  2.580169e+03,  1.395767e+03,  7.951714e+02,  4.567454e+02,  2.640029e+02,  1.531607e+02,  8.954618e+01,  5.232872e+01,  3.056286e+01,  1.764581e+01,  9.995317e+00,  5.611977e+00,  3.111972e+00,  1.696572e+00,  9.139961e-01,  4.832749e-01,  2.506167e-01
  1, 39.71, -3.621282e+00,  2.687445e+02,  6.782719e+01,  2.651737e+01,  1.236581e+01,  6.044256e+00,  3.054920e+00,  1.580654e+00,  8.384220e-01,  4.502097e-01,  2.442300e-01,  1.320499e-01,  7.049412e-02,  3.755669e-02,  1.987898e-02,  1.039338e-02,  5.397018e-03,  2.762025e-03,  1.393721e-03
  1, 43.75, -2.419221e+00,  2.420758e+03,  1.128196e+03,  5.688194e+02,  3.079958e+02,  1.695056e+02,  9.446140e+01,  5.308897e+01,  3.019946e+01,  1.722739e+01,  9.850152e+00,  5.579721e+00,  3.106306e+00,  1.717352e+00,  9.392938e-01,  5.057645e-01,  2.694805e-01,  1.410834e-01,  7.252159e-02
  1, 36.29, -1.899242e+00,  6.013167e+03,  3.269279e+03,  1.821286e+03,  1.061023e+03,  6.212978e+02,  3.651708e+02,  2.149956e+02,  1.273232e+02,  7.525782e+01,  4.440165e+01,  2.587092e+01,  1.477712e+01,  8.358974e+00,  4.666350e+00,  2.559418e+00,  1.386307e+00,  7.365847e-01,  3.836474e-01
  1, 41.96, -1.591512e+00,  4.961684e+03,  3.140937e+03,  1.957980e+03,  1.250651e+03,  7.957195e+02,  5.039943e+02,  3.175184e+02,  1.997763e+02,  1.247407e+02,  7.733610e+01,  4.715597e+01,  2.809351e+01,  1.651009e+01,  9.540978e+00,  5.401018e+00,  3.009955e+00,  1.641217e+00,  8.751302e-01
  1, 31.34, -2.003644e+00,  7.302679e+03,  3.639422e+03,  1.910874e+03,  1.064414e+03,  5.996745e+02,  3.408317e+02,  1.948211e+02,  1.124363e+02,  6.495293e+01,  3.754973e+01,  2.148015e+01,  1.206470e+01,  6.722662e+00,  3.702606e+00,  2.006176e+00,  1.074857e+00,  5.655180e-01,  2.919669e-01
  1, 44.97, -3.723972e-01,  2.182317e+03,  1.936417e+03,  1.489265e+03,  1.159890e+03,  9.015964e+02,  6.977635e+02,  5.367028e+02,  4.104955e+02,  3.106514e+02,  2.323888e+02,  1.705766e+02,  1.221750e+02,  8.580338e+01,  5.887465e+01,  3.934286e+01,  2.567025e+01,  1.627278e+01,  1.001516e+01
  1, 35.88, -2.867816e+00,  1.550881e+03,  5.494555e+02,  2.406655e+02,  1.190141e+02,  6.086742e+01,  3.191147e+01,  1.702459e+01,  9.264647e+00,  5.085352e+00,  2.811544e+00,  1.545727e+00,  8.376293e-01,  4.521595e-01,  2.421253e-01,  1.279159e-01,  6.702209e-02,  3.456807e-02,  1.754196e-02
  1, 32.37, -3.056876e+00,  1.180160e+03,  3.665767e+02,  1.525654e+02,  7.332825e+01,  3.667880e+01,  1.888574e+01,  9.923851e+00,  5.332179e+00,  2.894964e+00,  1.585457e+00,  8.644001e-01,  4.649219e-01,  2.493192e-01,  1.327327e-01,  6.975829e-02,  3.638468e-02,  1.869148e-02,  9.455402e-03
  1, 32.24, -3.740559e+00,  2.405294e+02,  5.176018e+01,  1.946045e+01,  8.932223e+00,  4.314019e+00,  2.159606e+00,  1.108567e+00,  5.841358e-01,  3.119018e-01,  1.683791e-01,  9.065305e-02,  4.820884e-02,  2.559874e-02,  1.350919e-02,  7.044079e-03,  3.649752e-03,  1.864462e-03,  9.401484e-04
  1, 43.61, -3.016622e+00,  9.117871e+02,  3.241609e+02,  1.422826e+02,  7.046019e+01,  3.607733e+01,  1.893323e+01,  1.010943e+01,  5.505538e+00,  3.023948e+00,  1.672813e+00,  9.201498e-01,  4.988625e-01,  2.694027e-01,  1.443151e-01,  7.626797e-02,  3.997282e-02,  2.062231e-02,  1.046739e-02
  1, 47.58, -4.407264e-01,  1.913702e+03,  1.686773e+03,  1.294640e+03,  1.006260e+03,  7.804479e+02,  6.025597e+02,  4.622840e+02,  3.526187e+02,  2.660864e+02,  1.984531e+02,  1.452049e+02,  1.036531e+02,  7.254416e+01,  4.960144e+01,  3.302738e+01,  2.147268e+01,  1.356348e+01,  8.318348e+00
  1, 36.03, -3.378682e+00,  5.175143e+02,  1.424747e+02,  5.705824e+01,  2.690127e+01,  1.325898e+01,  6.746360e+00,  3.510076e+00,  1.870473e+00,  1.008366e+00,  5.488842e-01,  2.976559e-01,  1.593286e-01,  8.508296e-02,  4.512848e-02,  2.363860e-02,  1.229426e-02,  6.300199e-03,  3.181567e-03
  1, 49.75, -3.938770e+00,  1.031222e+02,  2.420877e+01,  9.295866e+00,  4.302537e+00,  2.091158e+00,  1.052149e+00,  5.423577e-01,  2.867851e-01,  1.535870e-01,  8.312728e-02,  4.485528e-02,  2.390252e-02,  1.271449e-02,  6.720446e-03,  3.509249e-03,  1.820366e-03,  9.308050e-04,  4.695034e-04
  1, 34.98,  6.328312e-01,  1.383860e+03,  1.756937e+03,  1.402009e+03,  1.130789e+03,  9.137534e+02,  7.382119e+02,  5.953816e+02,  4.795022e+02,  3.840365e+02,  3.056072e+02,  2.401931e+02,  1.856385e+02,  1.415848e+02,  1.062128e+02,  7.815054e+01,  5.647109e+01,  3.989468e+01,  2.752109e+01
  1, 49.68, -3.949704e-01,  1.557425e+03,  1.402447e+03,  1.082787e+03,  8.466054e+02,  6.609067e+02,  5.138977e+02,  3.973045e+02,  3.055458e+02,  2.325950e+02,  1.750932e+02,  1.293923e+02,  9.335530e+01,  6.606638e+01,  4.569420e+01,  3.078831e+01,  2.025804e+01,  1.295207e+01,  8.040406e+00
  1, 30.17, -1.105576e+00,  1.224500e+04,  8.376877e+03,  5.539286e+03,  3.725355e+03,  2.487778e+03,  1.648273e+03,  1.082748e+03,  7.077421e+02,  4.577301e+02,  2.930754e+02,  1.841261e+02,  1.128052e+02,  6.801017e+01,  4.022961e+01,  2.326655e+01,  1.322041e+01,  7.337561e+00,  3.976310e+00
  1, 47.26, -1.075113e+00,  3.215657e+03,  2.425097e+03,  1.722517e+03,  1.239744e+03,  8.863469e+02,  6.283598e+02,  4.411838e+02,  3.074781e+02,  2.115838e+02,  1.437650e+02,  9.566176e+01,  6.197231e+01,  3.938932e+01,  2.448867e+01,  1.484518e+01,  8.812693e+00,  5.095874e+00,  2.869238e+00
  1, 41.68, -2.131636e+00,  3.677726e+03,  1.901686e+03,  1.024127e+03,  5.815889e+02,  3.331864e+02,  1.921615e+02,  1.112730e+02,  6.495296e+01,  3.790480e+01,  2.211207e+01,  1.275318e+01,  7.217095e+00,  4.048742e+00,  2.243475e+00,  1.222288e+00,  6.581052e-01,  3.477944e-01,  1.802776e-01
  1, 40.16, -1.891514e+00,  4.845567e+03,  2.722609e+03,  1.553018e+03,  9.218066e+02,  5.487609e+02,  3.272881e+02,  1.952259e+02,  1.169596e+02,  6.985250e+01,  4.159765e+01,  2.444315e+01,  1.407084e+01,  8.015576e+00,  4.503079e+00,  2.484134e+00,  1.352505e+00,  7.219969e-01,  3.776408e-01
  1, 45.22, -2.116367e+00,  3.147932e+03,  1.680353e+03,  9.248779e+02,  5.340285e+02,  3.103734e+02,  1.812643e+02,  1.061343e+02,  6.255787e+01,  3.682433e+01,  2.164786e+01,  1.257278e+01,  7.160592e+00,  4.040134e+00,  2.250252e+00,  1.231711e+00,  6.659512e-01,  3.532682e-01,  1.837346e-01
  1, 46.22, -3.633198e+00,  2.272478e+02,  6.087240e+01,  2.419885e+01,  1.137106e+01,  5.590436e+00,  2.838790e+00,  1.474551e+00,  7.846867e-01,  4.225267e-01,  2.297625e-01,  1.244889e-01,  6.658353e-02,  3.553181e-02,  1.883480e-02,  9.860414e-03,  5.125965e-03,  2.625781e-03,  1.325702e-03
  1, 40.30,  6.607927e-01,  7.287592e+02,  1.037037e+03,  8.298809e+02,  6.706328e+02,  5.430949e+02,  4.398382e+02,  3.557225e+02,  2.873801e+02,  2.309796e+02,  1.845476e+02,  1.457230e+02,  1.132435e+02,  8.691659e+01,  6.568063e+01,  4.873950e+01,  3.556358e+01,  2.540785e+01,  1.775408e+01
  1, 36.41, -3.098115e+00,  9.529514e+02,  3.036884e+02,  1.276080e+02,  6.165343e+01,  3.096454e+01,  1.599628e+01,  8.428902e+00,  4.539507e+00,  2.469558e+00,  1.354832e+00,  7.397962e-01,  3.984516e-01,  2.139331e-01,  1.140158e-01,  5.997922e-02,  3.131020e-02,  1.609638e-02,  8.147193e-03
  1, 36.73, -2.972143e+00,  1.225525e+03,  4.167005e+02,  1.794765e+02,  8.790570e+01,  4.462080e+01,  2.325083e+01,  1.234050e+01,  6.686617e+00,  3.656641e+00,  2.015151e+00,  1.104742e+00,  5.971358e-01,  3.216163e-01,  1.718806e-01,  9.064422e-02,  4.741999e-02,  2.442452e-02,  1.238084e-02
  1, 36.30,  6.625431e-01,  1.125283e+03,  1.495113e+03,  1.194593e+03,  9.643745e+02,  7.800772e+02,  6.309444e+02,  5.095325e+02,  4.109619e+02,  3.296887e+02,  2.628527e+02,  2.070406e+02,  1.604252e+02,  1.227145e+02,  9.236929e+01,  6.823153e+01,  4.952469e+01,  3.516703e+01,  2.440154e+01
  1, 48.40, -1.402022e+00,  3.342093e+03,  2.321122e+03,  1.553435e+03,  1.057111e+03,  7.145566e+02,  4.792782e+02,  3.187283e+02,  2.108511e+02,  1.379760e+02,  8.935109e+01,  5.675969e+01,  3.515256e+01,  2.141279e+01,  1.279048e+01,  7.466241e+00,  4.279385e+00,  2.394564e+00,  1.307587e+00
  1, 33.87, -6.039410e-01,  7.013141e+03,  5.586922e+03,  4.107159e+03,  3.056705e+03,  2.262286e+03,  1.661354e+03,  1.208717e+03,  8.725165e+02,  6.216394e+02,  4.369963e+02,  3.006944e+02,  2.013645e+02,  1.321295e+02,  8.468609e+01,  5.285573e+01,  3.224974e+01,  1.913745e+01,  1.104141e+01
  1, 37.32, -2.942539e+00,  1.276279e+03,  4.428607e+02,  1.923291e+02,  9.464711e+01,  4.822092e+01,  2.520274e+01,  1.341049e+01,  7.281919e+00,  3.989516e+00,  2.202099e+00,  1.208929e+00,  6.542757e-01,  3.527836e-01,  1.887222e-01,  9.961355e-02,  5.215223e-02,  2.688011e-02,  1.363301e-02
  1, 39.00, -1.542933e+00,  6.064409e+03,  3.829981e+03,  2.382882e+03,  1.519325e+03,  9.649571e+02,  6.101422e+02,  3.837598e+02,  2.410796e+02,  1.503091e+02,  9.305890e+01,  5.666846e+01,  3.371812e+01,  1.979235e+01,  1.142528e+01,  6.461097e+00,  3.597352e+00,  1.959797e+00,  1.044164e+00
  1, 46.49, -3.431684e+00,  3.567333e+02,  1.062443e+02,  4.363570e+01,  2.083453e+01,  1.036913e+01,  5.317563e+00,  2.784899e+00,  1.492208e+00,  8.082416e-01,  4.417435e-01,  2.404129e-01,  1.291018e-01,  6.913602e-02,  3.676162e-02,  1.929909e-02,  1.005660e-02,  5.162064e-03,  2.609816e-03
  1, 34.89, -3.924094e+00,  1.435472e+02,  2.879494e+01,  1.066526e+01,  4.870196e+00,  2.343161e+00,  1.169400e+00,  5.987627e-01,  3.148436e-01,  1.678133e-01,  9.045413e-02,  4.863443e-02,  2.583194e-02,  1.370247e-02,  7.224312e-03,  3.763707e-03,  1.948792e-03,  9.950224e-04,  5.017368e-04
  1, 32.22, -1.865369e+00,  7.920622e+03,  4.213324e+03,  2.310824e+03,  1.329803e+03,  7.703209e+02,  4.484601e+02,  2.617924e+02,  1.538742e+02,  9.033970e+01,  5.297870e+01,  3.069906e+01,  1.744634e+01,  9.823944e+00,  5.461670e+00,  2.984464e+00,  1.611121e+00,  8.534414e-01,  4.432988e-01
  1, 46.05, -1.424498e+00,  3.876188e+03,  2.644550e+03,  1.746078e+03,  1.173549e+03,  7.837041e+02,  5.195452e+02,  3.416495e+02,  2.236387e+02,  1.448864e+02,  9.294734e+01,  5.851836e+01,  3.593286e+01,  2.171425e+01,  1.287471e+01,  7.463439e+00,  4.250569e+00,  2.364411e+00,  1.284071e+00
  1, 35.41, -1.552758e+00,  7.716770e+03,  4.739433e+03,  2.886075e+03,  1.806507e+03,  1.127815e+03,  7.018896e+02,  4.350343e+02,  2.696632e+02,  1.660767e+02,  1.016715e+02,  6.127018e+01,  3.610189e+01,  2.100304e+01,  1.202565e+01,  6.749760e+00,  3.732561e+00,  2.020826e+00,  1.070573e+00
  1, 45.96, -3.004631e+00,  8.729011e+02,  3.184201e+02,  1.413475e+02,  7.046699e+01,  3.627215e+01,  1.911826e+01,  1.024572e+01,  5.597050e+00,  3.082438e+00,  1.709128e+00,  9.420577e-01,  5.116832e-01,  2.767768e-01,  1.484788e-01,  7.856980e-02,  4.122581e-02,  2.129003e-02,  1.081525e-02
  1, 40.76,  4.239698e-01,  1.084877e+03,  1.286527e+03,  1.023978e+03,  8.241939e+02,  6.644712e+02,  5.354309e+02,  4.305797e+02,  3.456532e+02,  2.758257e+02,  2.185949e+02,  1.709977e+02,  1.314397e+02,  9.962919e+01,  7.421553e+01,  5.417299e+01,  3.879719e+01,  2.713605e+01,  1.851289e+01
  1, 46.88, -5.712744e-01,  2.293908e+03,  1.950361e+03,  1.478504e+03,  1.134913e+03,  8.683571e+02,  6.606732e+02,  4.989638e+02,  3.743531e+02,  2.775941e+02,  2.032911e+02,  1.459110e+02,  1.020631e+02,  6.996027e+01,  4.683216e+01,  3.052021e+01,  1.942281e+01,  1.201009e+01,  7.212149e+00
  1, 40.60, -3.541524e+00,  3.175510e+02,  8.442630e+01,  3.348190e+01,  1.571461e+01,  7.718858e+00,  3.916696e+00,  2.033187e+00,  1.081405e+00,  5.820391e-01,  3.163801e-01,  1.713613e-01,  9.162539e-02,  4.888207e-02,  2.590536e-02,  1.355909e-02,  7.047443e-03,  3.609490e-03,  1.822168e-03
  1, 49.54, -9.223540e-01,  2.518540e+03,  1.988996e+03,  1.454397e+03,  1.076946e+03,  7.930114e+02,  5.794488e+02,  4.195237e+02,  3.014353e+02,  2.138228e+02,  1.496983e+02,  1.026131e+02,  6.847154e+01,  4.478456e+01,  2.862150e+01,  1.781814e+01,  1.084755e+01,  6.424683e+00,  3.700594e+00
  1, 45.98, -1.161150e+00,  3.646393e+03,  2.675539e+03,  1.864589e+03,  1.317704e+03,  9.247245e+02,  6.434355e+02,  4.434464e+02,  3.035070e+02,  2.051850e+02,  1.370487e+02,  8.968028e+01,  5.715291e+01,  3.576272e+01,  2.190633e+01,  1.309342e+01,  7.670786e+00,  4.380678e+00,  2.437899e+00
  1, 35.50, -3.772645e+00,  2.055521e+02,  4.537969e+01,  1.716424e+01,  7.896289e+00,  3.820256e+00,  1.915065e+00,  9.841613e-01,  5.190760e-01,  2.773871e-01,  1.498513e-01,  8.072705e-02,  4.295405e-02,  2.281932e-02,  1.204760e-02,  6.284414e-03,  3.257166e-03,  1.664327e-03,  8.392831e-04
  1, 43.34, -2.933248e+00,  1.077967e+03,  3.976146e+02,  1.773482e+02,  8.866363e+01,  4.573949e+01,  2.415170e+01,  1.296280e+01,  7.090347e+00,  3.909107e+00,  2.169546e+00,  1.196835e+00,  6.505535e-01,  3.521258e-01,  1.890101e-01,  1.000696e-01,  5.253074e-02,  2.713909e-02,  1.379113e-02
  1, 44.58, -3.705133e+00,  1.986025e+02,  5.040459e+01,  1.973980e+01,  9.212746e+00,  4.505904e+00,  2.278557e+00,  1.179456e+00,  6.258397e-01,  3.361620e-01,  1.824098e-01,  9.864809e-02,  5.267387e-02,  2.806789e-02,  1.485894e-02,  7.769884e-03,  4.035211e-03,  2.065315e-03,  1.042229e-03
  1, 47.88, -1.324666e+00,  3.395510e+03,  2.404476e+03,  1.632824e+03,  1.126172e+03,  7.713580e+02,  5.240489e+02,  3.528344e+02,  2.361560e+02,  1.562610e+02,  1.022579e+02,  6.561064e+01,  4.102535e+01,  2.521497e+01,  1.518771e+01,  8.935160e+00,  5.158304e+00,  2.905751e+00,  1.596585e+00
  1, 47.27, -3.961914e-01,  1.869541e+03,  1.665306e+03,  1.282079e+03,  9.995655e+02,  7.778673e+02,  6.027670e+02,  4.642731e+02,  3.556240e+02,  2.695567e+02,  2.019920e+02,  1.485388e+02,  1.066033e+02,  7.502494e+01,  5.159208e+01,  3.455519e+01,  2.259903e+01,  1.436000e+01,  8.859215e+00
  1, 38.90, -1.099985e+00,  5.937325e+03,  4.282043e+03,  2.947133e+03,  2.057890e+03,  1.426621e+03,  9.805566e+02,  6.675856e+02,  4.515163e+02,  3.017235e+02,  1.992807e+02,  1.289839e+02,  8.132481e+01,  5.037069e+01,  3.055669e+01,  1.809628e+01,  1.051064e+01,  5.953938e+00,  3.288296e+00
