 nlayers, height, LOG10C01, Z01, Z02, Z03, Z04, Z05, Z06, Z07, Z08, Z09, Z10, Z11, Z12, Z13, Z14, Z15, Z16, Z17, Z18
  1, 37.64, -3.339906e+00,  5.419877e+02,  1.550018e+02,  6.280507e+01,  2.978008e+01,  1.474211e+01,  7.527436e+00,  3.927967e+00,  2.098296e+00,  1.133560e+00,  6.181488e-01,  3.357509e-01,  1.799767e-01,  9.622936e-02,  5.109705e-02,  2.679154e-02,  1.394591e-02,  7.151798e-03,  3.613379e-03
  1, 38.56,  1.352125e-02,  2.441221e+03,  2.348648e+03,  1.837986e+03,  1.456494e+03,  1.153958e+03,  9.119523e+02,  7.176469e+02,  5.625110e+02,  4.371135e+02,  3.363881e+02,  2.545975e+02,  1.885207e+02,  1.371204e+02,  9.760494e+01,  6.777259e+01,  4.598742e+01,  3.034415e+01,  1.944965e+01
  1, 39.65, -1.259954e+00,  5.836761e+03,  4.041595e+03,  2.698356e+03,  1.831723e+03,  1.234926e+03,  8.260620e+02,  5.478204e+02,  3.614020e+02,  2.358416e+02,  1.523140e+02,  9.649745e+01,  5.960434e+01,  3.621452e+01,  2.157911e+01,  1.256682e+01,  7.186947e+00,  4.013079e+00,  2.187062e+00
  1, 35.72, -3.615958e+00,  2.988135e+02,  7.220071e+01,  2.790483e+01,  1.294809e+01,  6.304961e+00,  3.177021e+00,  1.639689e+00,  8.679078e-01,  4.652064e-01,  2.519745e-01,  1.360525e-01,  7.254204e-02,  3.860668e-02,  2.041536e-02,  1.066471e-02,  5.533968e-03,  2.830427e-03,  1.427807e-03
  1, 32.00, -3.764701e+00,  2.280263e+02,  4.822631e+01,  1.806227e+01,  8.278992e+00,  3.994379e+00,  1.997936e+00,  1.024877e+00,  5.397295e-01,  2.880515e-01,  1.554387e-01,  8.365572e-02,  4.447294e-02,  2.360832e-02,  1.245557e-02,  6.493177e-03,  3.363695e-03,  1.718083e-03,  8.663212e-04
  1, 36.13, -1.814061e+00,  6.460908e+03,  3.626063e+03,  2.065971e+03,  1.224897e+03,  7.283726e+02,  4.339331e+02,  2.585645e+02,  1.547511e+02,  9.233563e+01,  5.493791e+01,  3.225501e+01,  1.855299e+01,  1.056106e+01,  5.929054e+00,  3.268697e+00,  1.778629e+00,  9.489611e-01,  4.961094e-01
  1, 47.96, -4.339996e-01,  1.845789e+03,  1.632491e+03,  1.254242e+03,  9.758516e+02,  7.577051e+02,  5.857087e+02,  4.499439e+02,  3.436832e+02,  2.597285e+02,  1.940148e+02,  1.421947e+02,  1.016855e+02,  7.129887e+01,  4.884301e+01,  3.258612e+01,  2.122759e+01,  1.343531e+01,  8.256099e+00
  1, 47.88, -3.900621e+00,  1.168882e+02,  2.753942e+01,  1.058351e+01,  4.900093e+00,  2.382161e+00,  1.198795e+00,  6.180481e-01,  3.268512e-01,  1.750639e-01,  9.476050e-02,  5.113681e-02,  2.725190e-02,  1.449707e-02,  7.663108e-03,  4.001694e-03,  2.075904e-03,  1.061505e-03,  5.354357e-04
  1, 48.04, -1.176111e+00,  3.198498e+03,  2.358493e+03,  1.649394e+03,  1.169555e+03,  8.235819e+02,  5.750438e+02,  3.976811e+02,  2.731020e+02,  1.852398e+02,  1.241230e+02,  8.147652e+01,  5.208436e+01,  3.268692e+01,  2.007826e+01,  1.203275e+01,  7.066972e+00,  4.045389e+00,  2.256271e+00
  1, 30.78, -2.867205e+00,  1.858429e+03,  6.217342e+02,  2.658909e+02,  1.296872e+02,  6.561083e+01,  3.409480e+01,  1.805403e+01,  9.763240e+00,  5.330036e+00,  2.932996e+00,  1.605809e+00,  8.669449e-01,  4.664461e-01,  2.490507e-01,  1.312318e-01,  6.860310e-02,  3.531248e-02,  1.789060e-02
  1, 45.61, -1.854707e+00,  3.674732e+03,  2.171433e+03,  1.285369e+03,  7.862153e+02,  4.808178e+02,  2.937732e+02,  1.790945e+02,  1.093977e+02,  6.649250e+01,  4.022795e+01,  2.398290e+01,  1.399198e+01,  8.067830e+00,  4.582399e+00,  2.553302e+00,  1.402742e+00,  7.549649e-01,  3.978225e-01
  1, 45.75, -4.550292e-02,  1.391901e+03,  1.372235e+03,  1.077302e+03,  8.563437e+02,  6.808170e+02,  5.401140e+02,  4.268586e+02,  3.361598e+02,  2.625843e+02,  2.032358e+02,  1.548045e+02,  1.154501e+02,  8.463043e+01,  6.075478e+01,  4.257500e+01,  2.917293e+01,  1.944996e+01,  1.260350e+01
  1, 38.74, -3.626444e+00,  2.714407e+02,  6.757711e+01,  2.632342e+01,  1.225571e+01,  5.983156e+00,  3.021087e+00,  1.561880e+00,  8.279037e-01,  4.443049e-01,  2.409067e-01,  1.301962e-01,  6.947721e-02,  3.700225e-02,  1.957955e-02,  1.023402e-02,  5.313046e-03,  2.718528e-03,  1.371634e-03
  1, 49.88, -1.567760e+00,  3.108302e+03,  2.069592e+03,  1.341333e+03,  8.866801e+02,  5.827995e+02,  3.805892e+02,  2.467440e+02,  1.594028e+02,  1.020082e+02,  6.469706e+01,  4.029758e+01,  2.449457e+01,  1.466405e+01,  8.619649e+00,  4.956970e+00,  2.802493e+00,  1.548434e+00,  8.357361e-01
  1, 34.41, -1.324746e+00,  8.662593e+03,  5.699757e+03,  3.658626e+03,  2.396492e+03,  1.560779e+03,  1.010052e+03,  6.490575e+02,  4.157642e+02,  2.639024e+02,  1.660802e+02,  1.026761e+02,  6.196279e+01,  3.684376e+01,  2.151978e+01,  1.230156e+01,  6.916358e+00,  3.801690e+00,  2.042030e+00
  1, 42.93, -1.403867e+00,  4.727667e+03,  3.193564e+03,  2.092474e+03,  1.396535e+03,  9.262536e+02,  6.100061e+02,  3.986037e+02,  2.593702e+02,  1.670899e+02,  1.066243e+02,  6.679164e+01,  4.081581e+01,  2.455455e+01,  1.449798e+01,  8.371745e+00,  4.750739e+00,  2.633842e+00,  1.425989e+00
  1, 49.92, -1.808067e+00,  2.986855e+03,  1.839690e+03,  1.123505e+03,  7.053570e+02,  4.417581e+02,  2.758175e+02,  1.715084e+02,  1.066483e+02,  6.588287e+01,  4.045188e+01,  2.444693e+01,  1.444445e+01,  8.425282e+00,  4.835845e+00,  2.720524e+00,  1.507647e+00,  8.178755e-01,  4.340897e-01
  1, 46.59, -1.774911e-01,  1.535929e+03,  1.454077e+03,  1.134677e+03,  8.966401e+02,  7.081984e+02,  5.577779e+02,  4.373084e+02,  3.414079e+02,  2.641552e+02,  2.023444e+02,  1.523770e+02,  1.122139e+02,  8.114780e+01,  5.741271e+01,  3.961246e+01,  2.670507e+01,  1.750425e+01,  1.114446e+01
  1, 34.74,  5.530280e-01,  1.637465e+03,  1.958136e+03,  1.559280e+03,  1.255589e+03,  1.012745e+03,  8.165005e+02,  6.569940e+02,  5.277505e+02,  4.214385e+02,  3.342593e+02,  2.617098e+02,  2.013690e+02,  1.528036e+02,  1.139644e+02,  8.329771e+01,  5.974010e+01,  4.184723e+01,  2.859434e+01
  1, 40.10, -3.557815e+00,  3.092456e+02,  8.108192e+01,  3.202947e+01,  1.500573e+01,  7.360503e+00,  3.730722e+00,  1.934863e+00,  1.028317e+00,  5.531022e-01,  3.004803e-01,  1.626686e-01,  8.693860e-02,  4.636358e-02,  2.456216e-02,  1.285206e-02,  6.678195e-03,  3.419609e-03,  1.726080e-03
  1, 46.74, -2.666909e+00,  1.525245e+03,  6.530148e+02,  3.136649e+02,  1.643376e+02,  8.803018e+01,  4.795481e+01,  2.643039e+01,  1.478586e+01,  8.312572e+00,  4.692597e+00,  2.628067e+00,  1.448084e+00,  7.932989e-01,  4.303792e-01,  2.300514e-01,  1.217853e-01,  6.339161e-02,  3.242056e-02
  1, 33.15,  5.605300e-01,  1.937619e+03,  2.279603e+03,  1.814130e+03,  1.460080e+03,  1.177027e+03,  9.483512e+02,  7.625438e+02,  6.120482e+02,  4.883126e+02,  3.869029e+02,  3.025686e+02,  2.324852e+02,  1.761359e+02,  1.311275e+02,  9.564243e+01,  6.843167e+01,  4.780725e+01,  3.256847e+01
  1, 48.26,  1.227405e-01,  8.932259e+02,  9.619297e+02,  7.615214e+02,  6.100966e+02,  4.893065e+02,  3.919869e+02,  3.131711e+02,  2.495871e+02,  1.975562e+02,  1.551532e+02,  1.201275e+02,  9.125508e+01,  6.826290e+01,  5.010465e+01,  3.597435e+01,  2.530042e+01,  1.734612e+01,  1.157916e+01
  1, 32.14, -1.875563e-01,  5.800905e+03,  5.068069e+03,  3.881712e+03,  3.010483e+03,  2.329068e+03,  1.793066e+03,  1.371180e+03,  1.042117e+03,  7.831936e+02,  5.814998e+02,  4.233399e+02,  3.005021e+02,  2.090358e+02,  1.419936e+02,  9.388819e+01,  6.059713e+01,  3.798678e+01,  2.311482e+01
  1, 45.72, -2.657551e+00,  1.602346e+03,  6.834634e+02,  3.276047e+02,  1.714003e+02,  9.170767e+01,  4.990975e+01,  2.748492e+01,  1.536482e+01,  8.632672e+00,  4.870632e+00,  2.726442e+00,  1.501625e+00,  8.223062e-01,  4.459603e-01,  2.383049e-01,  1.261194e-01,  6.563125e-02,  3.355869e-02
  1, 40.66, -3.952342e+00,  1.183208e+02,  2.509737e+01,  9.410678e+00,  4.315882e+00,  2.083195e+00,  1.042355e+00,  5.348534e-01,  2.817396e-01,  1.503957e-01,  8.117187e-02,  4.369318e-02,  2.323158e-02,  1.233402e-02,  6.508093e-03,  3.393070e-03,  1.757887e-03,  8.979472e-04,  4.527969e-04
  1, 33.94, -2.114533e+00,  5.566840e+03,  2.714998e+03,  1.406472e+03,  7.760050e+02,  4.337365e+02,  2.448719e+02,  1.391643e+02,  7.991938e+01,  4.596944e+01,  2.647496e+01,  1.509390e+01,  8.451960e+00,  4.696867e+00,  2.580670e+00,  1.395270e+00,  7.461237e-01,  3.918908e-01,  2.020207e-01
  1, 38.90, -8.647591e-02,  2.672936e+03,  2.495034e+03,  1.942431e+03,  1.531392e+03,  1.206425e+03,  9.474504e+02,  7.404490e+02,  5.760515e+02,  4.439873e+02,  3.386627e+02,  2.538406e+02,  1.859611e+02,  1.337205e+02,  9.403383e+01,  6.445660e+01,  4.315593e+01,  2.808323e+01,  1.774549e+01
  1, 48.17, -2.944110e+00,  9.171963e+02,  3.503073e+02,  1.588080e+02,  8.018830e+01,  4.169652e+01,  2.216132e+01,  1.196064e+01,  6.572963e+00,  3.638613e+00,  2.026573e+00,  1.121473e+00,  6.113116e-01,  3.317114e-01,  1.784454e-01,  9.466356e-02,  4.977934e-02,  2.575735e-02,  1.310598e-02
  1, 41.59,  2.829163e-01,  1.258769e+03,  1.387853e+03,  1.100538e+03,  8.830272e+02,  7.093898e+02,  5.693619e+02,  4.558318e+02,  3.641188e+02,  2.889502e+02,  2.275746e+02,  1.767626e+02,  1.347647e+02,  1.012142e+02,  7.461963e+01,  5.383703e+01,  3.806276e+01,  2.624486e+01,  1.762631e+01
  1, 43.14, -8.405982e-01,  3.771026e+03,  2.960960e+03,  2.157958e+03,  1.592589e+03,  1.168517e+03,  8.506023e+02,  6.134016e+02,  4.389512e+02,  3.100719e+02,  2.161654e+02,  1.475347e+02,  9.801211e+01,  6.382483e+01,  4.061357e+01,  2.517592e+01,  1.526367e+01,  9.003982e+00,  5.166199e+00
  1, 44.66, -3.845162e+00,  1.419511e+02,  3.340819e+01,  1.283410e+01,  5.941023e+00,  2.887800e+00,  1.453085e+00,  7.490773e-01,  3.961132e-01,  2.121463e-01,  1.148259e-01,  6.196167e-02,  3.301911e-02,  1.756429e-02,  9.284077e-03,  4.848005e-03,  2.514860e-03,  1.285932e-03,  6.486297e-04
  1, 33.54, -1.618355e+00,  8.565991e+03,  5.066658e+03,  2.998857e+03,  1.833045e+03,  1.119866e+03,  6.833690e+02,  4.160273e+02,  2.537581e+02,  1.540090e+02,  9.303881e+01,  5.538708e+01,  3.226712e+01,  1.857964e+01,  1.053906e+01,  5.864985e+00,  3.218345e+00,  1.730224e+00,  9.107858e-01
  1, 30.45, -5.225171e-01,  9.246727e+03,  7.381722e+03,  5.433860e+03,  4.049099e+03,  3.000373e+03,  2.205900e+03,  1.606601e+03,  1.160831e+03,  8.277459e+02,  5.822994e+02,  4.009159e+02,  2.686085e+02,  1.763156e+02,  1.130330e+02,  7.055708e+01,  4.305136e+01,  2.554577e+01,  1.473675e+01
  1, 40.20, -3.278988e+00,  5.804918e+02,  1.759003e+02,  7.263859e+01,  3.477682e+01,  1.734398e+01,  8.909250e+00,  4.672376e+00,  2.506438e+00,  1.358923e+00,  7.433456e-01,  4.048554e-01,  2.175516e-01,  1.165698e-01,  6.201521e-02,  3.257161e-02,  1.697947e-02,  8.718541e-03,  4.408941e-03
  1, 46.37, -3.315416e-01,  1.869579e+03,  1.688295e+03,  1.304512e+03,  1.020770e+03,  7.975506e+02,  6.207190e+02,  4.803639e+02,  3.698058e+02,  2.818209e+02,  2.123920e+02,  1.571445e+02,  1.135218e+02,  8.044189e+01,  5.570980e+01,  3.758635e+01,  2.476329e+01,  1.585292e+01,  9.853610e+00
  1, 32.38, -3.470026e+00,  4.609036e+02,  1.155501e+02,  4.507052e+01,  2.099354e+01,  1.025223e+01,  5.177970e+00,  2.677508e+00,  1.419492e+00,  7.618905e-01,  4.131517e-01,  2.233063e-01,  1.191744e-01,  6.347466e-02,  3.358950e-02,  1.755790e-02,  9.115696e-03,  4.664392e-03,  2.353419e-03
  1, 37.96,  3.664941e-01,  1.576993e+03,  1.753476e+03,  1.391292e+03,  1.116913e+03,  8.978185e+02,  7.210743e+02,  5.777188e+02,  4.618568e+02,  3.668414e+02,  2.892087e+02,  2.248862e+02,  1.716708e+02,  1.291115e+02,  9.533203e+01,  6.889569e+01,  4.879660e+01,  3.371068e+01,  2.268654e+01
  1, 46.56, -1.837546e+00,  3.521618e+03,  2.105956e+03,  1.257773e+03,  7.750236e+02,  4.771486e+02,  2.932971e+02,  1.797886e+02,  1.103637e+02,  6.737996e+01,  4.093035e+01,  2.449254e+01,  1.433877e+01,  8.293748e+00,  4.724133e+00,  2.639133e+00,  1.453305e+00,  7.838517e-01,  4.138469e-01
  1, 35.83,  5.771946e-01,  1.390507e+03,  1.716035e+03,  1.368064e+03,  1.102604e+03,  8.902470e+02,  7.185566e+02,  5.789260e+02,  4.657074e+02,  3.724978e+02,  2.959851e+02,  2.322332e+02,  1.791296e+02,  1.363106e+02,  1.019912e+02,  7.482169e+01,  5.388486e+01,  3.792371e+01,  2.605056e+01
  1, 49.85, -7.151029e-01,  2.102210e+03,  1.746138e+03,  1.310661e+03,  9.961385e+02,  7.540818e+02,  5.672368e+02,  4.232752e+02,  3.136333e+02,  2.295759e+02,  1.659045e+02,  1.174488e+02,  8.098951e+01,  5.472326e+01,  3.611004e+01,  2.319798e+01,  1.455759e+01,  8.878891e+00,  5.260902e+00
  1, 36.80, -3.913829e+00,  1.411146e+02,  2.920217e+01,  1.088911e+01,  4.983892e+00,  2.402003e+00,  1.200423e+00,  6.153468e-01,  3.238706e-01,  1.727635e-01,  9.318723e-02,  5.013415e-02,  2.664326e-02,  1.413947e-02,  7.457925e-03,  3.886941e-03,  2.013209e-03,  1.028151e-03,  5.184396e-04
  1, 42.49, -2.096306e+00,  3.653547e+03,  1.927852e+03,  1.052574e+03,  6.039799e+02,  3.491205e+02,  2.029199e+02,  1.183095e+02,  6.947361e+01,  4.075849e+01,  2.388906e+01,  1.383680e+01,  7.860842e+00,  4.425277e+00,  2.459791e+00,  1.343937e+00,  7.254340e-01,  3.842503e-01,  1.995812e-01
  1, 38.96,  2.933251e-01,  1.595787e+03,  1.725849e+03,  1.366945e+03,  1.095640e+03,  8.791663e+02,  7.047001e+02,  5.633526e+02,  4.492701e+02,  3.558670e+02,  2.797005e+02,  2.167403e+02,  1.647981e+02,  1.233955e+02,  9.066316e+01,  6.516250e+01,  4.587596e+01,  3.148526e+01,  2.103839e+01
  1, 32.25, -2.205499e+00,  5.438171e+03,  2.509008e+03,  1.255924e+03,  6.763004e+02,  3.704106e+02,  2.055449e+02,  1.150824e+02,  6.524540e+01,  3.710799e+01,  2.116039e+01,  1.195727e+01,  6.641819e+00,  3.664561e+00,  2.000653e+00,  1.075469e+00,  5.721779e-01,  2.991549e-01,  1.535912e-01
  1, 36.75, -3.391941e-01,  4.286763e+03,  3.690764e+03,  2.811989e+03,  2.169384e+03,  1.668808e+03,  1.276928e+03,  9.701585e+02,  7.323554e+02,  5.465099e+02,  4.028105e+02,  2.910271e+02,  2.049500e+02,  1.414310e+02,  9.530369e+01,  6.251375e+01,  4.003293e+01,  2.490414e+01,  1.504177e+01
  1, 39.88, -9.959913e-01,  5.283597e+03,  3.935068e+03,  2.771282e+03,  1.977949e+03,  1.401886e+03,  9.850363e+02,  6.854000e+02,  4.734263e+02,  3.228922e+02,  2.174865e+02,  1.434689e+02,  9.214709e+01,  5.808362e+01,  3.582379e+01,  2.155024e+01,  1.270052e+01,  7.293467e+00,  4.079785e+00
  1, 44.90, -1.151320e+00,  3.908474e+03,  2.861621e+03,  1.991181e+03,  1.405064e+03,  9.845254e+02,  6.839921e+02,  4.706733e+02,  3.216584e+02,  2.171363e+02,  1.448243e+02,  9.463616e+01,  6.022857e+01,  3.763787e+01,  2.302617e+01,  1.374637e+01,  8.044348e+00,  4.589160e+00,  2.551405e+00
  1, 44.10,  4.655863e-01,  7.298093e+02,  9.290229e+02,  7.412884e+02,  5.978202e+02,  4.830213e+02,  3.901774e+02,  3.146415e+02,  2.533653e+02,  2.028903e+02,  1.614291e+02,  1.268545e+02,  9.802563e+01,  7.475129e+01,  5.606851e+01,  4.125067e+01,  2.980630e+01,  2.105803e+01,  1.452916e+01
  1, 39.71, -2.919505e+00,  1.237390e+03,  4.444451e+02,  1.958824e+02,  9.723009e+01,  4.987431e+01,  2.621214e+01,  1.401312e+01,  7.639256e+00,  4.199573e+00,  2.324904e+00,  1.279687e+00,  6.941975e-01,  3.750851e-01,  2.010195e-01,  1.062786e-01,  5.572153e-02,  2.875620e-02,  1.459966e-02
  1, 49.38, -3.962357e+00,  9.804387e+01,  2.263920e+01,  8.658435e+00,  4.001042e+00,  1.942256e+00,  9.762769e-01,  5.028411e-01,  2.657108e-01,  1.422192e-01,  7.693646e-02,  4.149680e-02,  2.210420e-02,  1.175394e-02,  6.210845e-03,  3.242261e-03,  1.681494e-03,  8.596381e-04,  4.335761e-04
  1, 36.38, -1.255799e+00,  7.436580e+03,  5.060410e+03,  3.333638e+03,  2.235210e+03,  1.488807e+03,  9.842690e+02,  6.454056e+02,  4.212645e+02,  2.721383e+02,  1.740883e+02,  1.092962e+02,  6.692580e+01,  4.033485e+01,  2.385350e+01,  1.379374e+01,  7.837482e+00,  4.350045e+00,  2.357520e+00
  1, 31.63,  5.464095e-01,  2.369862e+03,  2.710917e+03,  2.154709e+03,  1.732430e+03,  1.394984e+03,  1.122515e+03,  9.012740e+02,  7.222249e+02,  5.751577e+02,  4.547683e+02,  3.547937e+02,  2.718580e+02,  2.053162e+02,  1.523023e+02,  1.106322e+02,  7.879331e+01,  5.476215e+01,  3.709224e+01
  1, 41.62, -2.454847e+00,  2.516378e+03,  1.135184e+03,  5.613523e+02,  2.998836e+02,  1.632062e+02,  9.009427e+01,  5.022243e+01,  2.836893e+01,  1.608388e+01,  9.146731e+00,  5.156262e+00,  2.857999e+00,  1.573920e+00,  8.578605e-01,  4.604739e-01,  2.446689e-01,  1.277756e-01,  6.553714e-02
  1, 47.41,  4.307623e-01,  5.738337e+02,  7.423977e+02,  5.926442e+02,  4.780987e+02,  3.864301e+02,  3.122805e+02,  2.519416e+02,  2.029816e+02,  1.626399e+02,  1.294908e+02,  1.018357e+02,  7.876439e+01,  6.012634e+01,  4.515357e+01,  3.326710e+01,  2.407638e+01,  1.704135e+01,  1.178269e+01
  1, 47.11, -3.702082e+00,  1.901376e+02,  4.952071e+01,  1.953212e+01,  9.145132e+00,  4.483774e+00,  2.271822e+00,  1.177892e+00,  6.258616e-01,  3.365653e-01,  1.828122e-01,  9.895282e-02,  5.287849e-02,  2.819639e-02,  1.493615e-02,  7.814568e-03,  4.060306e-03,  2.078975e-03,  1.049356e-03
  1, 48.77, -1.325847e+00,  3.213337e+03,  2.283737e+03,  1.555027e+03,  1.075231e+03,  7.383248e+02,  5.028500e+02,  3.393803e+02,  2.276761e+02,  1.509844e+02,  9.901367e+01,  6.365817e+01,  3.988272e+01,  2.455807e+01,  1.481771e+01,  8.731728e+00,  5.048519e+00,  2.847931e+00,  1.566876e+00
  1, 45.99,  1.653737e-01,  1.013415e+03,  1.094331e+03,  8.665338e+02,  6.943724e+02,  5.570260e+02,  4.463523e+02,  3.567071e+02,  2.843725e+02,  2.251676e+02,  1.769050e+02,  1.370265e+02,  1.041416e+02,  7.794268e+01,  5.724158e+01,  4.112345e+01,  2.894031e+01,  1.985514e+01,  1.326344e+01
  1, 46.86, -1.874984e-01,  1.521341e+03,  1.437709e+03,  1.121550e+03,  8.859912e+02,  6.995467e+02,  5.507549e+02,  4.316228e+02,  3.368177e+02,  2.604763e+02,  1.994212e+02,  1.500893e+02,  1.104594e+02,  7.982550e+01,  5.643704e+01,  3.891010e+01,  2.621124e+01,  1.716681e+01,  1.092066e+01
  1, 35.96, -2.384046e+00,  3.542942e+03,  1.567983e+03,  7.665060e+02,  4.062050e+02,  2.195943e+02,  1.205337e+02,  6.685955e+01,  3.760611e+01,  2.124122e+01,  1.203985e+01,  6.767133e+00,  3.740791e+00,  2.055145e+00,  1.117759e+00,  5.988232e-01,  3.176349e-01,  1.656266e-01,  8.483630e-02
  1, 35.31,  1.427548e-01,  2.847784e+03,  2.803844e+03,  2.201593e+03,  1.750357e+03,  1.391832e+03,  1.104372e+03,  8.729309e+02,  6.875334e+02,  5.370943e+02,  4.157095e+02,  3.166265e+02,  2.360944e+02,  1.730170e+02,  1.241494e+02,  8.694393e+01,  5.952463e+01,  3.964316e+01,  2.565481e+01
  1, 38.08, -3.563598e+00,  3.198181e+02,  8.175103e+01,  3.206646e+01,  1.497491e+01,  7.327461e+00,  3.706687e+00,  1.919260e+00,  1.018635e+00,  5.472566e-01,  2.970060e-01,  1.606461e-01,  8.578959e-02,  4.571921e-02,  2.420590e-02,  1.265866e-02,  6.574636e-03,  3.365255e-03,  1.698259e-03
  1, 35.70,  3.399153e-01,  2.076200e+03,  2.226980e+03,  1.763027e+03,  1.412527e+03,  1.132915e+03,  9.076149e+02,  7.251337e+02,  5.779017e+02,  4.574075e+02,  3.591979e+02,  2.780658e+02,  2.111812e+02,  1.579164e+02,  1.158517e+02,  8.312305e+01,  5.840780e+01,  3.999935e+01,  2.666330e+01
  1, 37.94, -2.937968e+00,  1.262544e+03,  4.418198e+02,  1.925603e+02,  9.495642e+01,  4.845697e+01,  2.535970e+01,  1.350909e+01,  7.342360e+00,  4.025894e+00,  2.223742e+00,  1.221570e+00,  6.614861e-01,  3.568470e-01,  1.909789e-01,  1.008440e-01,  5.281442e-02,  2.722960e-02,  1.381364e-02
  1, 36.83, -1.888262e+00,  5.874345e+03,  3.221738e+03,  1.805900e+03,  1.057135e+03,  6.216367e+02,  3.667284e+02,  2.166258e+02,  1.286620e+02,  7.624663e+01,  4.508953e+01,  2.632709e+01,  1.506677e+01,  8.537640e+00,  4.773546e+00,  2.621931e+00,  1.421973e+00,  7.564037e-01,  3.943776e-01
  1, 41.97,  1.694092e-01,  1.440292e+03,  1.508320e+03,  1.191658e+03,  9.529504e+02,  7.627080e+02,  6.096018e+02,  4.857731e+02,  3.860375e+02,  3.045821e+02,  2.383527e+02,  1.837973e+02,  1.389756e+02,  1.034229e+02,  7.547484e+01,  5.384240e+01,  3.760147e+01,  2.558212e+01,  1.693501e+01
  1, 46.57, -3.286766e+00,  4.871819e+02,  1.560410e+02,  6.573219e+01,  3.180697e+01,  1.599434e+01,  8.271201e+00,  4.362188e+00,  2.351093e+00,  1.279871e+00,  7.025586e-01,  3.838240e-01,  2.068223e-01,  1.110910e-01,  5.922770e-02,  3.116764e-02,  1.627476e-02,  8.368901e-03,  4.236808e-03
  1, 30.26, -2.296729e-01,  7.375942e+03,  6.310997e+03,  4.799364e+03,  3.695363e+03,  2.836354e+03,  2.164845e+03,  1.640117e+03,  1.234243e+03,  9.178719e+02,  6.739922e+02,  4.849506e+02,  3.399741e+02,  2.334809e+02,  1.565355e+02,  1.021337e+02,  6.504963e+01,  4.024180e+01,  2.416839e+01
  1, 30.18,  2.841950e-01,  4.135750e+03,  4.122190e+03,  3.242560e+03,  2.582459e+03,  2.057444e+03,  1.635967e+03,  1.296118e+03,  1.023398e+03,  8.016435e+02,  6.222891e+02,  4.754826e+02,  3.557842e+02,  2.616946e+02,  1.885127e+02,  1.325576e+02,  9.113223e+01,  6.095222e+01,  3.961410e+01
  1, 42.60, -2.957816e+00,  1.051891e+03,  3.810755e+02,  1.686156e+02,  8.389541e+01,  4.311614e+01,  2.269588e+01,  1.214949e+01,  6.630780e+00,  3.648747e+00,  2.021687e+00,  1.113630e+00,  6.045277e-01,  3.268321e-01,  1.752527e-01,  9.270020e-02,  4.862285e-02,  2.510214e-02,  1.274843e-02
  1, 45.10, -1.035146e+00,  3.661025e+03,  2.763674e+03,  1.964320e+03,  1.414645e+03,  1.011995e+03,  7.178449e+02,  5.042839e+02,  3.516289e+02,  2.420755e+02,  1.645514e+02,  1.095347e+02,  7.098430e+01,  4.513126e+01,  2.806615e+01,  1.701797e+01,  1.010466e+01,  5.844010e+00,  3.290996e+00
  1, 38.67, -1.035233e+00,  5.902104e+03,  4.325740e+03,  3.012124e+03,  2.126617e+03,  1.490695e+03,  1.035900e+03,  7.129018e+02,  4.871821e+02,  3.288246e+02,  2.192626e+02,  1.432291e+02,  9.111539e+01,  5.691180e+01,  3.479898e+01,  2.076275e+01,  1.214316e+01,  6.923282e+00,  3.846759e+00
  1, 37.68, -3.411941e+00,  4.595201e+02,  1.266839e+02,  5.076160e+01,  2.393948e+01,  1.180186e+01,  6.006068e+00,  3.125399e+00,  1.665704e+00,  8.980786e-01,  4.889000e-01,  2.651503e-01,  1.419404e-01,  7.580277e-02,  4.020871e-02,  2.106277e-02,  1.095512e-02,  5.614193e-03,  2.835224e-03
  1, 34.35, -1.964565e+00,  6.366962e+03,  3.316890e+03,  1.794005e+03,  1.021727e+03,  5.866544e+02,  3.389520e+02,  1.965591e+02,  1.148717e+02,  6.710136e+01,  3.917581e+01,  2.261024e+01,  1.280281e+01,  7.185873e+00,  3.983495e+00,  2.171073e+00,  1.169311e+00,  6.181191e-01,  3.204709e-01
  1, 43.62, -2.614913e+00,  1.842875e+03,  7.877604e+02,  3.779921e+02,  1.978895e+02,  1.059337e+02,  5.767514e+01,  3.177188e+01,  1.776627e+01,  9.984272e+00,  5.634354e+00,  3.154507e+00,  1.737659e+00,  9.516913e-01,  5.161911e-01,  2.758630e-01,  1.460099e-01,  7.598827e-02,  3.885715e-02
  1, 43.72, -2.008115e+00,  3.693113e+03,  2.035238e+03,  1.145289e+03,  6.726778e+02,  3.967997e+02,  2.347666e+02,  1.390482e+02,  8.278809e+01,  4.917162e+01,  2.913842e+01,  1.704610e+01,  9.772862e+00,  5.546928e+00,  3.106046e+00,  1.708395e+00,  9.276907e-01,  4.940417e-01,  2.578552e-01
  1, 32.80, -1.181461e+00,  9.830651e+03,  6.689366e+03,  4.405959e+03,  2.953116e+03,  1.965937e+03,  1.298842e+03,  8.510231e+02,  5.550096e+02,  3.582198e+02,  2.289452e+02,  1.436010e+02,  8.784700e+01,  5.289331e+01,  3.125121e+01,  1.805522e+01,  1.024989e+01,  5.684262e+00,  3.078155e+00
