 nlayers, height, LOG10C01, LOG10C02, LOG10C03, LOG10T01, LOG10T02, Z01, Z02, Z03, Z04, Z05, Z06, Z07, Z08, Z09, Z10, Z11, Z12, Z13, Z14, Z15, Z16, Z17, Z18
  3, 34.40, -1.929236e-01, -3.748346e+00,  5.258538e-01,  1.289058e+00,  7.510347e-01,  4.655388e+03,  4.114317e+03,  3.166330e+03,  2.468558e+03,  1.922196e+03,  1.493224e+03,  1.157534e+03,  8.959892e+02,  6.860461e+02,  5.146630e+02,  3.720055e+02,  2.557582e+02,  1.678078e+02,  1.050467e+02,  6.308224e+01,  3.702575e+01,  2.150756e+01,  1.256274e+01
  3, 31.20, -2.694003e+00, -1.238749e+00, -2.427148e-01,  1.994046e+00,  1.672364e+00,  2.350540e+03,  7.287850e+02,  2.708006e+02,  1.278120e+02,  7.304934e+01,  4.783087e+01,  3.295460e+01,  2.266102e+01,  1.510150e+01,  9.720922e+00,  6.042457e+00,  3.669234e+00,  2.248776e+00,  1.413752e+00,  9.148195e-01,  6.078794e-01,  4.082854e-01,  2.744528e-01
  3, 41.02, -3.017301e+00, -2.055554e+00,  6.039806e-01,  9.131944e-01,  1.512653e+00,  1.530783e+03,  4.850323e+02,  1.564673e+02,  7.723657e+01,  5.221323e+01,  3.970379e+01,  3.113834e+01,  2.471057e+01,  1.965511e+01,  1.562516e+01,  1.232894e+01,  9.611394e+00,  7.427676e+00,  5.672615e+00,  4.271136e+00,  3.175348e+00,  2.322438e+00,  1.670263e+00
  3, 42.55, -3.154313e+00, -8.611114e-01, -1.451705e+00,  9.392721e-01,  1.600222e+00,  2.168091e+03,  1.739952e+03,  1.284890e+03,  9.610518e+02,  7.155087e+02,  5.298474e+02,  3.910016e+02,  2.890268e+02,  2.131586e+02,  1.562395e+02,  1.122486e+02,  7.805779e+01,  5.255377e+01,  3.403606e+01,  2.110956e+01,  1.258484e+01,  7.178889e+00,  3.921589e+00
  3, 39.16, -2.339990e+00, -1.719242e+00, -6.273144e-01,  1.039930e+00,  1.927690e+00,  3.707937e+03,  2.237611e+03,  1.370719e+03,  8.649241e+02,  5.413336e+02,  3.323073e+02,  1.979766e+02,  1.147306e+02,  6.467523e+01,  3.607854e+01,  2.018075e+01,  1.154472e+01,  6.946913e+00,  4.376667e+00,  2.834973e+00,  1.862092e+00,  1.218200e+00,  7.870224e-01
  3, 33.80, -1.769534e+00, -3.455822e+00, -1.938461e+00,  1.831115e+00,  1.785520e+00,  7.713855e+03,  4.329239e+03,  2.483392e+03,  1.499137e+03,  9.150027e+02,  5.566172e+02,  3.325730e+02,  1.948422e+02,  1.111307e+02,  6.195526e+01,  3.354758e+01,  1.760530e+01,  9.126572e+00,  4.691104e+00,  2.392189e+00,  1.221680e+00,  6.207825e-01,  3.133496e-01
  3, 48.47, -1.161503e+00, -1.416588e+00, -1.960720e-01,  1.481970e+00,  1.641545e+00,  3.095512e+03,  2.299836e+03,  1.624475e+03,  1.170741e+03,  8.433899e+02,  6.035664e+02,  4.253056e+02,  2.931038e+02,  1.948890e+02,  1.243594e+02,  7.527867e+01,  4.299194e+01,  2.359740e+01,  1.262715e+01,  6.730267e+00,  3.696189e+00,  2.115496e+00,  1.260830e+00
  3, 30.94, -3.806748e+00, -2.130020e+00, -1.998404e+00,  1.447635e+00,  7.379011e-01,  1.801300e+03,  1.068729e+03,  6.429356e+02,  3.993025e+02,  2.477822e+02,  1.534736e+02,  9.476275e+01,  5.856390e+01,  3.598056e+01,  2.198423e+01,  1.322726e+01,  7.783605e+00,  4.523507e+00,  2.587816e+00,  1.451495e+00,  8.022289e-01,  4.341422e-01,  2.299177e-01
  3, 37.95, -1.540500e+00, -2.865087e+00, -1.706590e+00,  1.889283e+00,  1.084081e+00,  6.506933e+03,  4.084539e+03,  2.529366e+03,  1.606730e+03,  1.018577e+03,  6.454539e+02,  4.088286e+02,  2.592274e+02,  1.627853e+02,  1.008881e+02,  6.099097e+01,  3.570602e+01,  2.046309e+01,  1.146427e+01,  6.265338e+00,  3.364429e+00,  1.766411e+00,  9.073531e-01
  3, 40.71, -1.418737e+00, -5.343660e-01, -2.821772e+00,  9.307428e-01,  1.950245e+00,  2.910473e+03,  2.061850e+03,  1.474419e+03,  1.102963e+03,  8.318019e+02,  6.278906e+02,  4.724710e+02,  3.542121e+02,  2.629922e+02,  1.931085e+02,  1.390953e+02,  9.767821e+01,  6.718787e+01,  4.507539e+01,  2.939936e+01,  1.874295e+01,  1.169110e+01,  7.182617e+00
  3, 34.50, -2.883856e+00, -9.440620e-01,  6.691383e-01,  1.572171e+00,  1.245217e+00,  1.063998e+03,  6.395164e+02,  4.249546e+02,  2.721667e+02,  1.626136e+02,  9.239703e+01,  5.206673e+01,  3.094562e+01,  1.999546e+01,  1.399341e+01,  1.023759e+01,  7.608583e+00,  5.693684e+00,  4.249352e+00,  3.145782e+00,  2.310242e+00,  1.675233e+00,  1.198221e+00
  3, 35.38,  5.998027e-01, -1.323475e-01, -6.349253e-01,  7.848519e-01,  1.855053e+00,  1.343545e+03,  1.689225e+03,  1.334936e+03,  1.065595e+03,  8.537862e+02,  6.899378e+02,  5.660949e+02,  4.736314e+02,  4.015613e+02,  3.422424e+02,  2.895279e+02,  2.405937e+02,  1.957362e+02,  1.547905e+02,  1.182747e+02,  8.713351e+01,  6.147589e+01,  4.140207e+01
  3, 36.49, -6.116136e-01, -4.832189e-01, -1.275712e+00,  1.627938e+00,  1.829215e+00,  5.550405e+03,  4.469577e+03,  3.305283e+03,  2.474711e+03,  1.843422e+03,  1.363127e+03,  9.990022e+02,  7.265092e+02,  5.213259e+02,  3.686632e+02,  2.546293e+02,  1.706562e+02,  1.117506e+02,  7.134577e+01,  4.433545e+01,  2.695775e+01,  1.598093e+01,  9.262904e+00
  3, 44.74, -2.932345e+00,  5.203166e-01,  1.727351e-01,  1.668971e+00,  1.671945e+00,  2.009173e+02,  6.807999e+01,  4.874950e+01,  3.878574e+01,  3.115797e+01,  2.514151e+01,  2.032132e+01,  1.644688e+01,  1.327028e+01,  1.066408e+01,  8.486779e+00,  6.662722e+00,  5.178764e+00,  3.974529e+00,  3.005578e+00,  2.243190e+00,  1.646475e+00,  1.187499e+00
  3, 42.23, -2.974902e+00,  2.089942e-01,  6.629193e-01,  1.321672e+00,  1.832156e+00,  3.029922e+02,  3.335738e+02,  2.640759e+02,  2.122534e+02,  1.711187e+02,  1.380273e+02,  1.112025e+02,  8.949699e+01,  7.164928e+01,  5.700667e+01,  4.480585e+01,  3.463713e+01,  2.642874e+01,  1.983873e+01,  1.460997e+01,  1.056938e+01,  7.479116e+00,  5.172869e+00
  3, 48.48, -3.657737e+00, -1.193999e+00, -1.441792e+00,  8.049856e-01,  7.854736e-01,  2.483543e+03,  1.841535e+03,  1.278705e+03,  8.907901e+02,  6.120602e+02,  4.151685e+02,  2.782054e+02,  1.849594e+02,  1.214153e+02,  7.877362e+01,  5.008933e+01,  3.103238e+01,  1.890163e+01,  1.128624e+01,  6.584504e+00,  3.771510e+00,  2.108873e+00,  1.150734e+00
  3, 31.66, -3.889204e+00,  3.217120e-01,  6.829917e-01,  8.013335e-01,  1.557922e+00,  1.687325e+03,  1.832261e+03,  1.451643e+03,  1.163882e+03,  9.342741e+02,  7.492060e+02,  5.992461e+02,  4.781891e+02,  3.790571e+02,  2.982017e+02,  2.313539e+02,  1.761998e+02,  1.322438e+02,  9.751075e+01,  7.046977e+01,  5.000390e+01,  3.464999e+01,  2.335373e+01
  3, 45.33,  7.086060e-02, -6.241265e-01, -1.262295e-01,  7.610584e-01,  1.612410e+00,  1.214571e+03,  1.276187e+03,  1.047699e+03,  8.886701e+02,  7.631877e+02,  6.548206e+02,  5.562922e+02,  4.659024e+02,  3.823636e+02,  3.066179e+02,  2.382650e+02,  1.780030e+02,  1.279650e+02,  8.799632e+01,  5.761751e+01,  3.603382e+01,  2.146894e+01,  1.224061e+01
  3, 45.54, -1.472254e-01,  6.019432e-01, -3.404950e+00,  1.412882e+00,  1.725102e+00,  1.624175e+03,  1.544698e+03,  1.209147e+03,  9.589493e+02,  7.608256e+02,  6.026281e+02,  4.758552e+02,  3.746858e+02,  2.924548e+02,  2.252330e+02,  1.689477e+02,  1.218830e+02,  8.448347e+01,  5.595741e+01,  3.539516e+01,  2.162468e+01,  1.286155e+01,  7.564536e+00
  3, 43.14, -3.901733e+00, -3.591738e+00, -8.058901e-01,  1.612573e+00,  1.430157e+00,  1.438029e+02,  1.132824e+02,  8.770982e+01,  6.925078e+01,  5.475040e+01,  4.322203e+01,  3.400315e+01,  2.666186e+01,  2.073702e+01,  1.598120e+01,  1.211921e+01,  8.996800e+00,  6.564289e+00,  4.690025e+00,  3.270787e+00,  2.230447e+00,  1.479987e+00,  9.545397e-01
  3, 37.21, -3.550480e-01, -3.320787e+00,  2.977288e-01,  8.192209e-01,  1.985849e+00,  4.883008e+03,  4.660099e+03,  3.991546e+03,  3.354526e+03,  2.716238e+03,  2.108520e+03,  1.565271e+03,  1.111987e+03,  7.518044e+02,  4.834682e+02,  2.926297e+02,  1.651158e+02,  8.757294e+01,  4.347665e+01,  2.010252e+01,  8.756808e+00,  3.613740e+00,  1.459811e+00
  3, 38.75, -5.019053e-02, -2.331535e+00,  6.665220e-01,  1.906183e+00,  1.787618e+00,  2.594337e+03,  2.447203e+03,  1.908917e+03,  1.507886e+03,  1.190458e+03,  9.371263e+02,  7.342880e+02,  5.728695e+02,  4.428918e+02,  3.389484e+02,  2.549749e+02,  1.875313e+02,  1.354130e+02,  9.563609e+01,  6.583843e+01,  4.425259e+01,  2.887478e+01,  1.825174e+01
  3, 43.48, -2.367533e-01, -2.542404e-01,  3.416628e-01,  1.058464e+00,  8.247245e-01,  2.145271e+03,  1.964513e+03,  1.527612e+03,  1.203942e+03,  9.481324e+02,  7.423224e+02,  5.737511e+02,  4.354453e+02,  3.216922e+02,  2.310855e+02,  1.606418e+02,  1.081437e+02,  7.164921e+01,  4.705823e+01,  3.079990e+01,  2.023024e+01,  1.326278e+01,  8.646343e+00
  3, 42.62, -2.911907e-01, -9.627862e-01, -1.324525e+00,  1.991605e+00,  1.706640e+00,  2.427400e+03,  2.177635e+03,  1.679961e+03,  1.312470e+03,  1.023660e+03,  7.951528e+02,  6.140481e+02,  4.716377e+02,  3.585296e+02,  2.694783e+02,  1.987990e+02,  1.431529e+02,  1.010895e+02,  6.974788e+01,  4.686059e+01,  3.072137e+01,  1.954201e+01,  1.204270e+01
  3, 36.38, -1.119177e+00, -4.148350e-01,  2.581487e-01,  1.003372e+00,  1.766925e+00,  5.329668e+03,  3.422616e+03,  2.208702e+03,  1.547195e+03,  1.122691e+03,  8.291971e+02,  6.165839e+02,  4.597817e+02,  3.411115e+02,  2.512197e+02,  1.821642e+02,  1.293180e+02,  9.029576e+01,  6.166255e+01,  4.085694e+01,  2.616509e+01,  1.601828e+01,  9.340684e+00
  3, 35.90, -1.425880e+00, -8.894461e-01, -3.524208e+00,  1.372025e+00,  1.286454e+00,  7.304446e+03,  4.438955e+03,  2.617160e+03,  1.618656e+03,  1.050982e+03,  7.273522e+02,  5.274378e+02,  3.879391e+02,  2.799753e+02,  1.954729e+02,  1.303004e+02,  8.225426e+01,  4.954604e+01,  2.840350e+01,  1.545208e+01,  8.031864e+00,  3.969619e+00,  1.867728e+00
  3, 32.93, -1.918675e+00, -3.834393e+00, -2.418081e+00,  1.671143e+00,  1.610464e+00,  7.463716e+03,  4.060516e+03,  2.269168e+03,  1.289673e+03,  7.122881e+02,  3.836814e+02,  2.025940e+02,  1.062450e+02,  5.520845e+01,  2.860704e+01,  1.466859e+01,  7.405817e+00,  3.738568e+00,  1.882904e+00,  9.412483e-01,  4.697434e-01,  2.321319e-01,  1.134450e-01
  3, 34.20, -1.334375e+00, -9.621031e-01, -3.841555e+00,  1.948585e+00,  1.130415e+00,  8.804917e+03,  5.766976e+03,  3.688555e+03,  2.408327e+03,  1.563575e+03,  1.008710e+03,  6.459514e+02,  4.118556e+02,  2.597268e+02,  1.624014e+02,  1.003346e+02,  6.131130e+01,  3.749340e+01,  2.274251e+01,  1.348591e+01,  7.769351e+00,  4.293843e+00,  2.267929e+00
  3, 33.34, -2.474384e+00, -3.086728e+00, -2.828788e+00,  8.015813e-01,  1.184971e+00,  2.030121e+03,  6.731513e+02,  2.887730e+02,  1.415440e+02,  7.194938e+01,  3.754939e+01,  1.995992e+01,  1.083037e+01,  5.930308e+00,  3.271941e+00,  1.795623e+00,  9.715030e-01,  5.236975e-01,  2.800914e-01,  1.478121e-01,  7.737395e-02,  3.987457e-02,  2.022293e-02
  3, 42.60, -1.473602e+00, -2.135814e+00, -2.907142e+00,  1.596191e+00,  9.135080e-01,  4.845432e+03,  3.230262e+03,  2.135111e+03,  1.462743e+03,  9.991800e+02,  6.680060e+02,  4.322968e+02,  2.710696e+02,  1.638422e+02,  9.569775e+01,  5.354231e+01,  2.850957e+01,  1.464533e+01,  7.254540e+00,  3.457208e+00,  1.601348e+00,  7.176068e-01,  3.119542e-01
  3, 31.24, -3.161077e+00, -2.992205e+00, -8.735410e-01,  1.123844e+00,  1.542688e+00,  7.622178e+02,  4.401349e+02,  3.236985e+02,  2.472356e+02,  1.893443e+02,  1.447586e+02,  1.101718e+02,  8.347375e+01,  6.262157e+01,  4.646261e+01,  3.383508e+01,  2.404663e+01,  1.676213e+01,  1.141893e+01,  7.577783e+00,  4.911732e+00,  3.094037e+00,  1.892863e+00
  3, 43.67, -3.740770e+00, -2.665103e+00, -3.738605e-01,  9.790955e-01,  1.073795e+00,  5.860107e+02,  5.407441e+02,  4.207411e+02,  3.324692e+02,  2.629506e+02,  2.075949e+02,  1.632870e+02,  1.279851e+02,  9.948895e+01,  7.661714e+01,  5.804990e+01,  4.304672e+01,  3.136783e+01,  2.237862e+01,  1.558056e+01,  1.060508e+01,  7.022395e+00,  4.518995e+00
  3, 48.40, -1.862325e-01, -2.314657e+00,  2.745287e-02,  8.181305e-01,  1.198663e+00,  1.430905e+03,  1.456028e+03,  1.256678e+03,  1.090455e+03,  9.242085e+02,  7.567284e+02,  5.958123e+02,  4.506942e+02,  3.259701e+02,  2.257082e+02,  1.490658e+02,  9.417444e+01,  5.825779e+01,  3.584654e+01,  2.221127e+01,  1.400365e+01,  8.907602e+00,  5.668181e+00
  3, 33.07, -4.791106e-01, -2.285992e+00, -2.943996e-01,  1.094256e+00,  8.365789e-01,  6.917868e+03,  5.720705e+03,  4.375398e+03,  3.415162e+03,  2.637833e+03,  1.984885e+03,  1.445889e+03,  1.023145e+03,  7.035803e+02,  4.737250e+02,  3.122980e+02,  2.020206e+02,  1.299955e+02,  8.314106e+01,  5.264167e+01,  3.302780e+01,  2.036367e+01,  1.229766e+01
  3, 38.19,  5.558139e-01,  1.511901e-01, -3.638860e+00,  1.832193e+00,  1.727657e+00,  1.118848e+03,  1.405912e+03,  1.121449e+03,  9.042128e+02,  7.304017e+02,  5.898458e+02,  4.755065e+02,  3.827662e+02,  3.063872e+02,  2.436618e+02,  1.913690e+02,  1.477812e+02,  1.126062e+02,  8.438525e+01,  6.201686e+01,  4.475486e+01,  3.157268e+01,  2.174700e+01
  3, 45.72, -3.429345e+00, -7.496422e-01, -3.905058e+00,  9.282601e-01,  1.446750e+00,  1.614639e+03,  1.347014e+03,  1.012562e+03,  7.727799e+02,  5.930744e+02,  4.610663e+02,  3.636316e+02,  2.885683e+02,  2.260688e+02,  1.725462e+02,  1.264654e+02,  8.814715e+01,  5.863180e+01,  3.706043e+01,  2.217689e+01,  1.261633e+01,  6.787859e+00,  3.454692e+00
  3, 39.85,  6.077099e-01, -2.941426e+00, -2.822394e-01,  1.464995e+00,  7.636903e-01,  8.512383e+02,  1.143901e+03,  9.142066e+02,  7.381397e+02,  5.971793e+02,  4.831001e+02,  3.902099e+02,  3.147771e+02,  2.525603e+02,  2.013703e+02,  1.585918e+02,  1.228206e+02,  9.382794e+01,  7.042468e+01,  5.171683e+01,  3.712909e+01,  2.590413e+01,  1.757953e+01
  3, 36.77, -5.541732e-01, -1.247243e+00, -2.737439e-01,  1.108580e+00,  8.105008e-01,  5.208195e+03,  4.301721e+03,  3.272750e+03,  2.526136e+03,  1.920667e+03,  1.421208e+03,  1.020304e+03,  7.149465e+02,  4.900333e+02,  3.314158e+02,  2.212031e+02,  1.458636e+02,  9.604655e+01,  6.293063e+01,  4.079625e+01,  2.616398e+01,  1.646514e+01,  1.013576e+01
  3, 32.71, -1.307973e+00,  1.715621e-02, -9.084756e-02,  1.020148e+00,  1.983734e+00,  4.597775e+03,  2.595153e+03,  1.658154e+03,  1.211989e+03,  9.207699e+02,  7.097950e+02,  5.499838e+02,  4.270963e+02,  3.301946e+02,  2.536140e+02,  1.920606e+02,  1.426072e+02,  1.042042e+02,  7.463806e+01,  5.222485e+01,  3.575291e+01,  2.382693e+01,  1.543902e+01
  3, 46.40, -6.777331e-02,  6.240580e-01, -3.929393e+00,  1.474069e+00,  1.975957e+00,  1.365410e+03,  1.340651e+03,  1.053443e+03,  8.384037e+02,  6.676597e+02,  5.308765e+02,  4.208672e+02,  3.328615e+02,  2.615439e+02,  2.039815e+02,  1.566966e+02,  1.175599e+02,  8.594176e+01,  6.057586e+01,  4.081283e+01,  2.629215e+01,  1.615334e+01,  9.528552e+00
  3, 49.34, -3.534848e+00, -3.091711e+00, -1.975194e+00,  1.476216e+00,  9.187204e-01,  6.901029e+02,  4.425347e+02,  2.869663e+02,  1.905270e+02,  1.259482e+02,  8.277762e+01,  5.402959e+01,  3.514102e+01,  2.263909e+01,  1.445223e+01,  9.059223e+00,  5.540933e+00,  3.336789e+00,  1.972365e+00,  1.140261e+00,  6.478382e-01,  3.595939e-01,  1.949206e-01
  3, 39.08,  4.122168e-01,  6.815812e-01,  6.530012e-01,  1.444751e+00,  1.395969e+00,  1.308888e+03,  1.511419e+03,  1.201714e+03,  9.664649e+02,  7.784757e+02,  6.266868e+02,  5.034397e+02,  4.037025e+02,  3.217892e+02,  2.547475e+02,  1.990925e+02,  1.529488e+02,  1.159562e+02,  8.650032e+01,  6.331095e+01,  4.547169e+01,  3.181638e+01,  2.158027e+01
  3, 49.92, -1.551185e+00, -5.372838e-01,  3.108679e-02,  9.885896e-01,  1.164751e+00,  1.454147e+03,  1.051695e+03,  7.601824e+02,  5.687119e+02,  4.210035e+02,  3.054218e+02,  2.173202e+02,  1.531576e+02,  1.074183e+02,  7.565639e+01,  5.343433e+01,  3.774899e+01,  2.679376e+01,  1.897862e+01,  1.332763e+01,  9.269271e+00,  6.340387e+00,  4.254064e+00
  3, 40.44,  3.057100e-01, -3.869395e+00, -2.835532e+00,  1.279026e+00,  9.660527e-01,  1.338553e+03,  1.478976e+03,  1.169345e+03,  9.348706e+02,  7.476245e+02,  5.965432e+02,  4.739601e+02,  3.748416e+02,  2.935954e+02,  2.276153e+02,  1.741757e+02,  1.322195e+02,  1.013019e+02,  7.871071e+01,  6.155800e+01,  4.774614e+01,  3.597235e+01,  2.597873e+01
  3, 36.70, -1.021770e+00,  4.482196e-01,  5.540973e-01,  1.665048e+00,  1.448514e+00,  6.894389e+03,  5.026080e+03,  3.490033e+03,  2.458792e+03,  1.718875e+03,  1.184951e+03,  7.968125e+02,  5.180309e+02,  3.209008e+02,  1.890144e+02,  1.052659e+02,  5.584102e+01,  2.943611e+01,  1.602597e+01,  9.280548e+00,  5.775461e+00,  3.765068e+00,  2.507247e+00
  3, 34.36, -9.460427e-01, -3.464435e+00, -3.082168e+00,  1.773586e+00,  1.689361e+00,  8.123609e+03,  5.958725e+03,  4.150852e+03,  2.930862e+03,  2.053983e+03,  1.426526e+03,  9.812704e+02,  6.716685e+02,  4.569513e+02,  3.104121e+02,  2.089923e+02,  1.379519e+02,  8.908430e+01,  5.559452e+01,  3.322282e+01,  1.904204e+01,  1.039966e+01,  5.408376e+00
  3, 30.87, -3.184952e+00, -4.657860e-01, -3.204335e+00,  1.952356e+00,  1.519185e+00,  4.892971e+02,  9.178006e+01,  5.161846e+01,  3.910193e+01,  3.037091e+01,  2.370674e+01,  1.849587e+01,  1.444248e+01,  1.132018e+01,  9.018438e+00,  7.346713e+00,  6.102331e+00,  5.111362e+00,  4.226267e+00,  3.392594e+00,  2.623050e+00,  1.936727e+00,  1.359031e+00
  3, 48.82,  3.054669e-01, -2.366555e+00, -8.300599e-01,  1.050281e+00,  1.286206e+00,  6.087754e+02,  7.362493e+02,  5.807491e+02,  4.623205e+02,  3.677406e+02,  2.920354e+02,  2.326003e+02,  1.880791e+02,  1.555905e+02,  1.319687e+02,  1.132807e+02,  9.667265e+01,  8.102858e+01,  6.590694e+01,  5.160631e+01,  3.877017e+01,  2.774249e+01,  1.882940e+01
  3, 40.64, -1.706600e+00, -2.672872e+00, -2.519298e+00,  1.484073e+00,  1.757329e+00,  5.592833e+03,  3.549106e+03,  2.194712e+03,  1.341548e+03,  7.879099e+02,  4.469656e+02,  2.461815e+02,  1.332278e+02,  7.067396e+01,  3.697228e+01,  1.893189e+01,  9.445491e+00,  4.669811e+00,  2.287571e+00,  1.106808e+00,  5.333318e-01,  2.542126e-01,  1.198663e-01
  3, 38.14, -7.843252e-01, -2.961113e+00,  2.038900e-01,  9.598541e-01,  1.091229e+00,  6.353095e+03,  5.089838e+03,  3.619054e+03,  2.437695e+03,  1.532812e+03,  9.089096e+02,  5.200625e+02,  2.999321e+02,  1.807220e+02,  1.168502e+02,  8.011028e+01,  5.673225e+01,  4.085032e+01,  2.940282e+01,  2.095096e+01,  1.475446e+01,  1.020253e+01,  6.911002e+00
  3, 31.18, -2.330628e+00, -9.474227e-01, -3.248344e-01,  1.267960e+00,  1.824468e+00,  3.437477e+03,  2.275991e+03,  1.604178e+03,  1.165006e+03,  8.456684e+02,  6.111367e+02,  4.386421e+02,  3.130317e+02,  2.206649e+02,  1.531844e+02,  1.033876e+02,  6.708391e+01,  4.203022e+01,  2.537877e+01,  1.480735e+01,  8.473395e+00,  4.787774e+00,  2.700907e+00
  3, 41.95, -2.940746e+00,  3.604030e-01,  4.307217e-01,  1.813701e+00,  9.188884e-01,  3.881472e+02,  6.843757e+01,  3.462425e+01,  2.656208e+01,  2.110962e+01,  1.692783e+01,  1.361449e+01,  1.095895e+01,  8.781494e+00,  6.996724e+00,  5.511976e+00,  4.278349e+00,  3.286453e+00,  2.492890e+00,  1.864075e+00,  1.376949e+00,  1.001417e+00,  7.168752e-01
  3, 38.10, -1.789722e-01, -1.341460e+00, -2.274885e+00,  1.798451e+00,  1.789855e+00,  3.198788e+03,  2.892990e+03,  2.236694e+03,  1.751194e+03,  1.369032e+03,  1.066084e+03,  8.254450e+02,  6.357312e+02,  4.846113e+02,  3.652407e+02,  2.701452e+02,  1.949623e+02,  1.378636e+02,  9.510545e+01,  6.375669e+01,  4.166444e+01,  2.651033e+01,  1.652929e+01
  3, 34.69, -1.981851e+00, -2.264206e+00,  4.942329e-01,  9.064708e-01,  1.717476e+00,  5.253580e+03,  2.010113e+03,  7.119831e+02,  2.519482e+02,  9.200166e+01,  4.135840e+01,  2.471440e+01,  1.775159e+01,  1.359444e+01,  1.059874e+01,  8.254582e+00,  6.372820e+00,  4.888731e+00,  3.712295e+00,  2.782568e+00,  2.061430e+00,  1.503609e+00,  1.079124e+00
  3, 39.65, -2.218420e+00, -2.195650e+00, -3.452510e-01,  1.625747e+00,  1.601812e+00,  3.642386e+03,  1.709730e+03,  7.998103e+02,  3.726442e+02,  1.672756e+02,  7.648863e+01,  3.848675e+01,  2.264992e+01,  1.518965e+01,  1.098652e+01,  8.157082e+00,  6.063844e+00,  4.495266e+00,  3.299603e+00,  2.386627e+00,  1.701634e+00,  1.189592e+00,  8.140409e-01
  3, 33.82, -3.764799e+00,  6.706351e-01, -3.998118e+00,  1.375710e+00,  8.969404e-01,  1.238136e+02,  2.585130e+02,  2.035331e+02,  1.608400e+02,  1.266254e+02,  9.898946e+01,  7.691368e+01,  6.008853e+01,  4.795153e+01,  3.984909e+01,  3.453773e+01,  3.076289e+01,  2.758947e+01,  2.442437e+01,  2.109558e+01,  1.767906e+01,  1.427489e+01,  1.104546e+01
  3, 47.04, -3.372227e+00, -2.881384e+00, -1.549461e-01,  1.799712e+00,  7.277760e-01,  1.222473e+02,  5.429242e+01,  4.091475e+01,  3.261760e+01,  2.617930e+01,  2.107024e+01,  1.696487e+01,  1.366179e+01,  1.095515e+01,  8.738587e+00,  6.892513e+00,  5.352744e+00,  4.107409e+00,  3.104445e+00,  2.305113e+00,  1.683729e+00,  1.204769e+00,  8.436131e-01
  3, 35.48, -2.581121e+00,  2.134063e-01, -2.491550e+00,  8.695623e-01,  1.406331e+00,  1.271674e+03,  1.340688e+03,  1.057159e+03,  8.442768e+02,  6.749070e+02,  5.386581e+02,  4.284011e+02,  3.394651e+02,  2.666560e+02,  2.072742e+02,  1.582688e+02,  1.182482e+02,  8.729536e+01,  6.419171e+01,  4.744947e+01,  3.541228e+01,  2.630900e+01,  1.911040e+01
  3, 41.27, -2.778152e+00, -1.051062e+00, -3.903369e-01,  1.187458e+00,  1.615449e+00,  1.883606e+03,  1.426853e+03,  1.033383e+03,  7.602222e+02,  5.551923e+02,  3.992549e+02,  2.804083e+02,  1.920269e+02,  1.277202e+02,  8.307611e+01,  5.294823e+01,  3.330323e+01,  2.109879e+01,  1.350778e+01,  8.708492e+00,  5.644383e+00,  3.635938e+00,  2.313321e+00
  3, 36.98, -2.796920e+00, -1.290645e+00, -3.026198e+00,  1.554344e+00,  1.429401e+00,  1.329795e+03,  8.160492e+02,  6.017584e+02,  4.688422e+02,  3.628655e+02,  2.723119e+02,  1.963841e+02,  1.362263e+02,  9.050243e+01,  5.766533e+01,  3.494772e+01,  2.001712e+01,  1.096254e+01,  5.737204e+00,  2.864491e+00,  1.378025e+00,  6.363051e-01,  2.828520e-01
  3, 31.59, -8.588801e-01, -1.625256e-01, -3.703604e+00,  7.812904e-01,  9.333998e-01,  6.421741e+03,  4.495290e+03,  3.141146e+03,  2.408952e+03,  1.959266e+03,  1.642948e+03,  1.374366e+03,  1.124661e+03,  8.896492e+02,  6.776787e+02,  4.926154e+02,  3.389874e+02,  2.217385e+02,  1.373154e+02,  8.021867e+01,  4.443457e+01,  2.322843e+01,  1.147201e+01
  3, 45.25, -1.394536e+00, -3.263290e+00, -2.490935e+00,  1.866439e+00,  1.845120e+00,  4.062016e+03,  2.784361e+03,  1.844711e+03,  1.243676e+03,  8.336371e+02,  5.566576e+02,  3.718662e+02,  2.500977e+02,  1.678436e+02,  1.114640e+02,  7.192673e+01,  4.448861e+01,  2.650157e+01,  1.514141e+01,  8.267706e+00,  4.342406e+00,  2.182732e+00,  1.051241e+00
  3, 34.86, -3.690646e+00, -3.594400e+00, -2.967280e+00,  7.773231e-01,  1.734555e+00,  4.757383e+02,  1.839843e+02,  9.009516e+01,  4.824353e+01,  2.635403e+01,  1.460803e+01,  8.176749e+00,  4.636780e+00,  2.638448e+00,  1.505504e+00,  8.513448e-01,  4.732498e-01,  2.613117e-01,  1.427665e-01,  7.679938e-02,  4.088701e-02,  2.139127e-02,  1.099069e-02
  3, 39.27, -2.317197e+00, -2.331208e+00,  2.544290e-01,  1.400152e+00,  1.638377e+00,  2.981389e+03,  1.125833e+03,  3.984694e+02,  1.441119e+02,  5.678303e+01,  2.872554e+01,  1.867342e+01,  1.383586e+01,  1.068047e+01,  8.339990e+00,  6.494383e+00,  5.008979e+00,  3.836310e+00,  2.906619e+00,  2.172322e+00,  1.603458e+00,  1.164252e+00,  8.309059e-01
