 nlayers, height, LOG10C01, LOG10C02, LOG10C03, LOG10T01, LOG10T02, Z01, Z02, Z03, Z04, Z05, Z06, Z07, Z08, Z09, Z10, Z11, Z12, Z13, Z14, Z15, Z16, Z17, Z18
  3, 33.88, -3.200013e+00,  4.540471e-01, -1.402664e+00,  1.739293e+00,  9.885552e-01,  2.024347e+02,  7.111237e+01,  5.178389e+01,  4.031265e+01,  3.136510e+01,  2.426203e+01,  1.866431e+01,  1.444968e+01,  1.143987e+01,  9.443999e+00,  8.144406e+00,  7.237978e+00,  6.503117e+00,  5.794322e+00,  5.060048e+00,  4.305394e+00,  3.543969e+00,  2.806776e+00
  3, 37.65, -3.064004e-01, -3.759991e+00, -1.427275e+00,  1.778585e+00,  1.331100e+00,  3.814534e+03,  3.326254e+03,  2.544894e+03,  1.971566e+03,  1.523519e+03,  1.171412e+03,  8.945454e+02,  6.788171e+02,  5.092434e+02,  3.772738e+02,  2.738707e+02,  1.936167e+02,  1.339432e+02,  9.041791e+01,  5.957226e+01,  3.865817e+01,  2.473131e+01,  1.559819e+01
  3, 31.99, -1.984796e+00, -6.126133e-02, -2.995953e+00,  7.755608e-01,  1.698630e+00,  3.023260e+03,  2.722112e+03,  2.105682e+03,  1.654419e+03,  1.300286e+03,  1.019422e+03,  7.956333e+02,  6.182708e+02,  4.759696e+02,  3.625488e+02,  2.712074e+02,  1.980665e+02,  1.417163e+02,  9.889863e+01,  6.714267e+01,  4.463767e+01,  2.916209e+01,  1.886210e+01
  3, 30.78,  2.835558e-01, -1.701157e+00, -2.128845e-01,  1.340605e+00,  1.358534e+00,  3.842308e+03,  3.848350e+03,  3.024989e+03,  2.406761e+03,  1.914865e+03,  1.519780e+03,  1.201003e+03,  9.449731e+02,  7.365837e+02,  5.679958e+02,  4.305788e+02,  3.203619e+02,  2.367055e+02,  1.746114e+02,  1.286308e+02,  9.412634e+01,  6.723106e+01,  4.622030e+01
  3, 45.10, -2.855209e+00, -4.349578e-01,  1.735011e-01,  8.581193e-01,  1.757641e+00,  1.363133e+03,  1.219642e+03,  9.407584e+02,  7.353473e+02,  5.741013e+02,  4.465975e+02,  3.455643e+02,  2.661122e+02,  2.029915e+02,  1.532752e+02,  1.137841e+02,  8.261426e+01,  5.887604e+01,  4.090214e+01,  2.746187e+01,  1.776013e+01,  1.096693e+01,  6.461022e+00
  3, 33.31, -1.076451e+00, -1.979437e+00, -2.642275e+00,  9.405845e-01,  9.125896e-01,  1.263902e+04,  9.093299e+03,  5.951018e+03,  3.738189e+03,  2.224563e+03,  1.263392e+03,  6.891025e+02,  3.657006e+02,  1.885032e+02,  9.501863e+01,  4.649241e+01,  2.197577e+01,  1.022493e+01,  4.688780e+00,  2.114278e+00,  9.477224e-01,  4.199413e-01,  1.843199e-01
  3, 47.91, -3.638343e+00, -2.316583e+00, -1.129515e+00,  1.825323e+00,  9.500240e-01,  1.714864e+02,  1.085455e+02,  8.120633e+01,  6.268685e+01,  4.852339e+01,  3.751109e+01,  2.888400e+01,  2.215329e+01,  1.683508e+01,  1.266131e+01,  9.354014e+00,  6.750969e+00,  4.781663e+00,  3.311639e+00,  2.235363e+00,  1.474042e+00,  9.448460e-01,  5.882351e-01
  3, 46.18,  6.190973e-01, -3.958917e+00, -2.821476e-01,  8.576001e-01,  1.939238e+00,  3.937215e+02,  6.206381e+02,  4.883735e+02,  3.863970e+02,  3.050951e+02,  2.409244e+02,  1.924034e+02,  1.583265e+02,  1.353554e+02,  1.196482e+02,  1.071961e+02,  9.536255e+01,  8.324534e+01,  7.062366e+01,  5.784527e+01,  4.557265e+01,  3.427569e+01,  2.447746e+01
  3, 45.97, -2.998012e+00, -3.631779e+00, -3.663097e-02,  1.383797e+00,  7.823330e-01,  2.491367e+02,  2.188763e+02,  1.713832e+02,  1.370887e+02,  1.100736e+02,  8.845870e+01,  7.101134e+01,  5.694510e+01,  4.541749e+01,  3.599099e+01,  2.816334e+01,  2.166383e+01,  1.643932e+01,  1.226489e+01,  8.970663e+00,  6.440580e+00,  4.518488e+00,  3.093883e+00
  3, 35.93,  2.763069e-01, -2.908634e+00, -1.186836e+00,  1.596491e+00,  1.751156e+00,  2.222391e+03,  2.320097e+03,  1.832704e+03,  1.465349e+03,  1.172567e+03,  9.369239e+02,  7.463259e+02,  5.927939e+02,  4.673805e+02,  3.653824e+02,  2.813270e+02,  2.122185e+02,  1.573337e+02,  1.141033e+02,  8.057182e+01,  5.543361e+01,  3.706762e+01,  2.426345e+01
  3, 42.02, -2.503876e+00, -1.361044e+00, -2.695910e+00,  1.319159e+00,  8.721226e-01,  2.933866e+03,  1.929712e+03,  1.206950e+03,  7.314722e+02,  4.232987e+02,  2.361518e+02,  1.279731e+02,  6.830189e+01,  3.584677e+01,  1.861964e+01,  9.499541e+00,  4.736871e+00,  2.346585e+00,  1.153865e+00,  5.610419e-01,  2.718149e-01,  1.302866e-01,  6.176704e-02
  3, 38.58,  1.046128e-01, -3.112229e-01, -2.033787e+00,  1.026023e+00,  1.273011e+00,  2.132753e+03,  2.119874e+03,  1.659606e+03,  1.315348e+03,  1.044517e+03,  8.324195e+02,  6.673452e+02,  5.389803e+02,  4.357565e+02,  3.511625e+02,  2.798568e+02,  2.194421e+02,  1.695261e+02,  1.279970e+02,  9.353436e+01,  6.578599e+01,  4.410266e+01,  2.805890e+01
  3, 43.00,  6.018855e-01, -1.490169e-02, -1.531529e-01,  1.511640e+00,  8.860950e-01,  6.232466e+02,  8.777594e+02,  7.022922e+02,  5.674733e+02,  4.595066e+02,  3.721011e+02,  3.009034e+02,  2.430610e+02,  1.953291e+02,  1.560355e+02,  1.231795e+02,  9.569003e+01,  7.340007e+01,  5.540540e+01,  4.102449e+01,  2.980187e+01,  2.110862e+01,  1.453364e+01
  3, 33.42, -2.299728e+00, -2.056950e-01, -4.005739e-01,  1.489502e+00,  1.970804e+00,  1.820653e+03,  7.001556e+02,  4.440368e+02,  3.355874e+02,  2.602530e+02,  2.035079e+02,  1.595147e+02,  1.251282e+02,  9.766336e+01,  7.571758e+01,  5.789594e+01,  4.343121e+01,  3.208008e+01,  2.324314e+01,  1.646385e+01,  1.141650e+01,  7.709971e+00,  5.062723e+00
  3, 32.33, -2.250562e+00,  2.287398e-01, -5.920856e-01,  1.093452e+00,  1.019064e+00,  1.269961e+03,  1.162067e+03,  9.006752e+02,  7.117325e+02,  5.641909e+02,  4.489604e+02,  3.606194e+02,  2.946494e+02,  2.445004e+02,  2.049248e+02,  1.710976e+02,  1.404373e+02,  1.126840e+02,  8.761116e+01,  6.555847e+01,  4.711797e+01,  3.231017e+01,  2.108068e+01
  3, 35.04, -3.953445e+00, -6.191996e-01, -2.197858e+00,  8.701931e-01,  1.240119e+00,  3.362591e+03,  2.781608e+03,  2.109734e+03,  1.655403e+03,  1.325798e+03,  1.068318e+03,  8.492187e+02,  6.576773e+02,  4.910750e+02,  3.525710e+02,  2.412348e+02,  1.561605e+02,  9.630627e+01,  5.643920e+01,  3.135341e+01,  1.662857e+01,  8.387020e+00,  4.031652e+00
  3, 43.45,  2.397086e-01, -3.044603e+00,  5.962944e-01,  1.112761e+00,  7.057964e-01,  1.134933e+03,  1.244550e+03,  9.869351e+02,  7.920200e+02,  6.365294e+02,  5.115385e+02,  4.113404e+02,  3.323137e+02,  2.693280e+02,  2.183371e+02,  1.747812e+02,  1.362481e+02,  1.029089e+02,  7.470159e+01,  5.189292e+01,  3.463248e+01,  2.221418e+01,  1.379620e+01
  3, 40.41, -1.998653e+00, -3.400958e+00, -3.054161e-01,  1.869027e+00,  1.883235e+00,  4.425638e+03,  2.411609e+03,  1.366001e+03,  8.133641e+02,  4.797424e+02,  2.743581e+02,  1.502224e+02,  7.890421e+01,  3.944360e+01,  1.888393e+01,  8.676095e+00,  3.923497e+00,  1.884336e+00,  1.016241e+00,  6.180199e-01,  4.082275e-01,  2.781488e-01,  1.902905e-01
  3, 36.47, -2.696282e+00, -1.331944e+00, -3.464831e+00,  9.906740e-01,  1.808621e+00,  3.970993e+03,  2.736881e+03,  1.835126e+03,  1.252959e+03,  8.515689e+02,  5.778621e+02,  3.933558e+02,  2.696842e+02,  1.840151e+02,  1.236705e+02,  8.039985e+01,  4.992740e+01,  2.978106e+01,  1.700020e+01,  9.253726e+00,  4.832805e+00,  2.408082e+00,  1.145381e+00
  3, 48.82, -1.178643e+00, -1.281611e-01, -2.398461e+00,  1.025456e+00,  1.436490e+00,  1.829385e+03,  1.136451e+03,  7.046608e+02,  4.918486e+02,  3.627524e+02,  2.746331e+02,  2.100686e+02,  1.613386e+02,  1.234197e+02,  9.403893e+01,  7.136632e+01,  5.431765e+01,  4.195809e+01,  3.265461e+01,  2.516775e+01,  1.891144e+01,  1.363499e+01,  9.358323e+00
  3, 37.78, -2.744671e+00, -2.096330e+00, -1.453903e+00,  1.762825e+00,  9.185665e-01,  1.355231e+03,  4.866034e+02,  2.628237e+02,  1.744055e+02,  1.215697e+02,  8.606123e+01,  6.110222e+01,  4.338300e+01,  3.056001e+01,  2.132109e+01,  1.460107e+01,  9.752556e+00,  6.394242e+00,  4.100778e+00,  2.563803e+00,  1.568268e+00,  9.336021e-01,  5.406470e-01
  3, 46.55, -5.185136e-01, -1.426826e+00, -6.720791e-01,  1.789486e+00,  1.958731e+00,  2.234263e+03,  1.921919e+03,  1.463002e+03,  1.127635e+03,  8.665622e+02,  6.623214e+02,  5.025503e+02,  3.787802e+02,  2.821082e+02,  2.073971e+02,  1.493325e+02,  1.047653e+02,  7.217465e+01,  4.890003e+01,  3.266019e+01,  2.159957e+01,  1.401044e+01,  8.823833e+00
  3, 48.13,  3.139468e-01, -2.502944e+00, -2.490181e+00,  1.404422e+00,  1.043976e+00,  6.604904e+02,  7.924429e+02,  6.300440e+02,  5.063693e+02,  4.074584e+02,  3.275061e+02,  2.624922e+02,  2.097751e+02,  1.663620e+02,  1.307000e+02,  1.009561e+02,  7.620430e+01,  5.645938e+01,  4.116818e+01,  2.985711e+01,  2.190933e+01,  1.629955e+01,  1.216549e+01
  3, 36.69, -3.510749e+00, -1.126076e+00, -3.645077e+00,  1.501661e+00,  1.951372e+00,  1.022176e+03,  7.841610e+02,  5.742755e+02,  4.268950e+02,  3.158865e+02,  2.320802e+02,  1.689848e+02,  1.221058e+02,  8.715939e+01,  6.160012e+01,  4.298934e+01,  2.962097e+01,  2.028769e+01,  1.367764e+01,  8.956022e+00,  5.659505e+00,  3.413658e+00,  1.958352e+00
  3, 45.94, -3.724789e+00, -2.411222e+00, -1.947115e+00,  1.293791e+00,  1.607072e+00,  9.856618e+02,  5.167694e+02,  2.999450e+02,  1.891822e+02,  1.218637e+02,  7.915393e+01,  5.147285e+01,  3.351698e+01,  2.168137e+01,  1.392196e+01,  8.787681e+00,  5.416147e+00,  3.287362e+00,  1.958401e+00,  1.140907e+00,  6.529741e-01,  3.649867e-01,  1.991585e-01
  3, 47.43,  3.064500e-01, -2.594865e+00, -5.550489e-02,  1.040244e+00,  1.174969e+00,  6.932001e+02,  8.247585e+02,  6.519202e+02,  5.204307e+02,  4.155208e+02,  3.317723e+02,  2.662983e+02,  2.172546e+02,  1.808824e+02,  1.533081e+02,  1.302449e+02,  1.090079e+02,  8.903373e+01,  7.025784e+01,  5.320542e+01,  3.859874e+01,  2.666700e+01,  1.751579e+01
  3, 30.21, -1.764896e+00, -2.562026e+00, -2.663603e+00,  1.794478e+00,  1.924846e+00,  9.832062e+03,  5.359260e+03,  3.014273e+03,  1.791109e+03,  1.075642e+03,  6.441554e+02,  3.800501e+02,  2.208200e+02,  1.253130e+02,  6.956806e+01,  3.741124e+01,  1.935540e+01,  9.771781e+00,  4.810192e+00,  2.302117e+00,  1.081552e+00,  4.962122e-01,  2.228002e-01
  3, 37.47, -8.398603e-01, -3.797672e+00, -2.506043e+00,  1.842174e+00,  1.328422e+00,  5.920676e+03,  4.532758e+03,  3.251583e+03,  2.362208e+03,  1.704621e+03,  1.219450e+03,  8.636097e+02,  6.066477e+02,  4.205156e+02,  2.879826e+02,  1.939008e+02,  1.282780e+02,  8.426932e+01,  5.467158e+01,  3.465092e+01,  2.132949e+01,  1.259138e+01,  7.093782e+00
  3, 49.33, -7.683457e-01, -3.390811e+00, -6.238195e-01,  1.002418e+00,  1.268794e+00,  2.652095e+03,  2.340460e+03,  1.856984e+03,  1.426462e+03,  1.043903e+03,  7.279211e+02,  4.860569e+02,  3.149021e+02,  1.996089e+02,  1.258919e+02,  7.947095e+01,  5.040456e+01,  3.243053e+01,  2.098080e+01,  1.350136e+01,  8.613979e+00,  5.395647e+00,  3.305950e+00
  3, 48.65, -3.626883e+00, -1.001864e+00, -5.032347e-01,  9.795592e-01,  1.989835e+00,  1.548108e+03,  1.234472e+03,  9.081923e+02,  6.767592e+02,  5.017723e+02,  3.693651e+02,  2.695501e+02,  1.953095e+02,  1.398018e+02,  9.883738e+01,  6.846488e+01,  4.615285e+01,  3.039251e+01,  1.940920e+01,  1.193934e+01,  7.094385e+00,  4.060432e+00,  2.251474e+00
  3, 39.82, -3.050792e+00, -2.756910e+00, -3.994286e+00,  1.854553e+00,  1.715282e+00,  9.886861e+02,  3.759110e+02,  1.754297e+02,  8.658329e+01,  4.205543e+01,  2.017171e+01,  9.565172e+00,  4.534293e+00,  2.133629e+00,  1.000361e+00,  4.622061e-01,  2.088875e-01,  9.399401e-02,  4.208335e-02,  1.866470e-02,  8.282915e-03,  3.655716e-03,  1.612652e-03
  3, 48.92, -1.439211e-01, -8.123861e-01, -1.447084e+00,  7.984432e-01,  1.591104e+00,  1.240579e+03,  1.247806e+03,  1.039022e+03,  8.842238e+02,  7.515965e+02,  6.314036e+02,  5.212452e+02,  4.220436e+02,  3.336482e+02,  2.574445e+02,  1.927592e+02,  1.393850e+02,  9.777739e+01,  6.623012e+01,  4.309590e+01,  2.696459e+01,  1.611592e+01,  9.187697e+00
  3, 38.38,  2.804621e-01, -2.665866e+00, -1.892764e-02,  8.902957e-01,  1.772520e+00,  1.657863e+03,  1.777377e+03,  1.396030e+03,  1.116878e+03,  9.120975e+02,  7.692472e+02,  6.691187e+02,  5.913895e+02,  5.200924e+02,  4.489516e+02,  3.759309e+02,  3.026455e+02,  2.339032e+02,  1.723627e+02,  1.203332e+02,  7.948647e+01,  4.930281e+01,  2.862805e+01
  3, 42.81, -2.573541e-01, -3.985323e+00, -3.766477e+00,  1.341323e+00,  1.040541e+00,  2.282841e+03,  2.067512e+03,  1.594911e+03,  1.245240e+03,  9.702178e+02,  7.535249e+02,  5.851345e+02,  4.584032e+02,  3.632362e+02,  2.906043e+02,  2.310604e+02,  1.792802e+02,  1.345974e+02,  9.675757e+01,  6.616067e+01,  4.304096e+01,  2.647542e+01,  1.537154e+01
  3, 33.97, -1.510199e+00,  8.860745e-03, -8.701807e-01,  1.411317e+00,  1.526829e+00,  7.654133e+03,  3.997781e+03,  1.923274e+03,  9.620747e+02,  5.233613e+02,  3.250687e+02,  2.247991e+02,  1.652344e+02,  1.242026e+02,  9.394475e+01,  7.050201e+01,  5.203880e+01,  3.790563e+01,  2.725050e+01,  1.944341e+01,  1.391908e+01,  9.978566e+00,  7.105652e+00
  3, 43.20,  6.740707e-01, -1.359311e+00, -3.625303e+00,  1.025220e+00,  1.043347e+00,  4.974751e+02,  7.719253e+02,  6.134526e+02,  4.911623e+02,  3.931021e+02,  3.135730e+02,  2.486456e+02,  1.958500e+02,  1.526445e+02,  1.182886e+02,  9.183038e+01,  7.256648e+01,  5.936765e+01,  4.990358e+01,  4.219027e+01,  3.515098e+01,  2.837654e+01,  2.199668e+01
  3, 39.23, -1.130314e+00, -1.215281e+00, -2.557047e+00,  1.035569e+00,  1.547559e+00,  6.013312e+03,  4.343364e+03,  2.986457e+03,  2.075197e+03,  1.434159e+03,  9.909884e+02,  6.847143e+02,  4.711282e+02,  3.178987e+02,  2.087414e+02,  1.316191e+02,  7.900098e+01,  4.553888e+01,  2.515110e+01,  1.327059e+01,  6.739284e+00,  3.277790e+00,  1.529070e+00
  3, 40.84, -2.970703e+00, -2.430961e+00, -1.331017e+00,  8.660046e-01,  1.606866e+00,  1.527357e+03,  6.781366e+02,  3.930234e+02,  2.657285e+02,  1.865786e+02,  1.325559e+02,  9.430654e+01,  6.704006e+01,  4.725830e+01,  3.298323e+01,  2.259019e+01,  1.508771e+01,  9.890106e+00,  6.340704e+00,  3.962599e+00,  2.422782e+00,  1.441571e+00,  8.343582e-01
  3, 44.80, -2.116837e-01, -3.742488e+00, -3.950399e+00,  1.898000e+00,  1.083211e+00,  1.850499e+03,  1.717126e+03,  1.334980e+03,  1.051047e+03,  8.267749e+02,  6.482410e+02,  5.057181e+02,  3.926943e+02,  3.020496e+02,  2.298901e+02,  1.718930e+02,  1.255788e+02,  9.001127e+01,  6.304390e+01,  4.297673e+01,  2.854424e+01,  1.836509e+01,  1.145491e+01
  3, 49.87,  9.672510e-02, -2.232366e+00, -3.477461e+00,  1.117881e+00,  1.767551e+00,  7.892654e+02,  8.517201e+02,  6.688272e+02,  5.307104e+02,  4.210681e+02,  3.346977e+02,  2.688663e+02,  2.211133e+02,  1.864491e+02,  1.599224e+02,  1.368315e+02,  1.146390e+02,  9.323109e+01,  7.293298e+01,  5.452659e+01,  3.888209e+01,  2.625943e+01,  1.673741e+01
  3, 48.22, -2.779208e-01, -6.190302e-01, -5.051298e-01,  1.798626e+00,  9.802727e-01,  1.523245e+03,  1.409297e+03,  1.094868e+03,  8.613779e+02,  6.770346e+02,  5.303672e+02,  4.133585e+02,  3.206369e+02,  2.463368e+02,  1.872443e+02,  1.397992e+02,  1.019555e+02,  7.293352e+01,  5.097708e+01,  3.471009e+01,  2.310321e+01,  1.499286e+01,  9.500340e+00
  3, 44.92, -1.261421e+00,  1.132917e-01, -1.681220e+00,  1.973865e+00,  1.175688e+00,  4.050786e+03,  2.880517e+03,  1.962707e+03,  1.358217e+03,  9.336660e+02,  6.368947e+02,  4.308062e+02,  2.897004e+02,  1.920987e+02,  1.248457e+02,  7.802349e+01,  4.602488e+01,  2.562671e+01,  1.340481e+01,  6.653858e+00,  3.300234e+00,  1.755197e+00,  1.064310e+00
  3, 42.40, -3.095175e+00,  6.518337e-01, -2.281166e+00,  1.071980e+00,  1.988826e+00,  1.998253e+02,  3.571305e+02,  2.864186e+02,  2.317613e+02,  1.880401e+02,  1.526545e+02,  1.238191e+02,  1.003705e+02,  8.099258e+01,  6.500938e+01,  5.161172e+01,  4.036810e+01,  3.121806e+01,  2.380078e+01,  1.784752e+01,  1.318263e+01,  9.554048e+00,  6.788833e+00
  3, 34.45, -2.475316e+00, -3.372863e+00, -2.002713e+00,  8.105200e-01,  8.018858e-01,  3.734731e+03,  1.988505e+03,  1.116538e+03,  6.569128e+02,  3.885023e+02,  2.305191e+02,  1.369309e+02,  8.175453e+01,  4.868599e+01,  2.892138e+01,  1.695791e+01,  9.743219e+00,  5.540989e+00,  3.108278e+00,  1.712428e+00,  9.312601e-01,  4.966122e-01,  2.595166e-01
  3, 40.75,  2.003208e-01, -3.402996e+00, -1.431703e+00,  8.067159e-01,  1.823012e+00,  1.477200e+03,  1.569705e+03,  1.264696e+03,  1.068990e+03,  9.396729e+02,  8.426659e+02,  7.535983e+02,  6.629083e+02,  5.685013e+02,  4.733525e+02,  3.795014e+02,  2.905732e+02,  2.125037e+02,  1.475342e+02,  9.672320e+01,  5.995774e+01,  3.494009e+01,  1.913232e+01
  3, 34.02, -3.890320e+00, -2.932238e+00, -2.841698e+00,  1.262033e+00,  9.429742e-01,  9.886120e+02,  4.012679e+02,  1.887345e+02,  9.761251e+01,  5.174989e+01,  2.795121e+01,  1.529408e+01,  8.503512e+00,  4.755264e+00,  2.672012e+00,  1.490301e+00,  8.181257e-01,  4.467226e-01,  2.416517e-01,  1.288337e-01,  6.804572e-02,  3.534672e-02,  1.804577e-02
  3, 32.55, -1.311638e+00, -3.970678e+00, -3.154075e+00,  1.556037e+00,  1.311358e+00,  1.005083e+04,  6.601200e+03,  4.297814e+03,  2.906394e+03,  1.969061e+03,  1.311411e+03,  8.471099e+02,  5.303480e+02,  3.199151e+02,  1.863475e+02,  1.038700e+02,  5.502401e+01,  2.807363e+01,  1.378332e+01,  6.493768e+00,  2.965161e+00,  1.305463e+00,  5.554414e-01
  3, 31.97, -2.137107e+00, -3.624755e+00, -1.026069e+00,  1.707589e+00,  1.959848e+00,  6.351376e+03,  3.103190e+03,  1.558138e+03,  7.886249e+02,  3.830573e+02,  1.795454e+02,  8.195228e+01,  3.761653e+01,  1.788722e+01,  9.262771e+00,  5.329086e+00,  3.357790e+00,  2.250289e+00,  1.540808e+00,  1.052030e+00,  7.108972e-01,  4.710697e-01,  3.051465e-01
  3, 32.34, -2.714070e+00,  5.837860e-01, -3.954679e+00,  7.281742e-01,  1.567657e+00,  1.137539e+03,  1.433861e+03,  1.143240e+03,  9.217036e+02,  7.446268e+02,  6.015127e+02,  4.851271e+02,  3.907354e+02,  3.129893e+02,  2.491241e+02,  1.958564e+02,  1.514237e+02,  1.155275e+02,  8.667917e+01,  6.375165e+01,  4.597810e+01,  3.230671e+01,  2.202377e+01
  3, 44.61, -1.379522e+00, -4.184555e-01, -3.665592e+00,  9.110439e-01,  1.180041e+00,  1.999745e+03,  1.450633e+03,  1.048221e+03,  8.021299e+02,  6.353703e+02,  5.209544e+02,  4.353999e+02,  3.630289e+02,  2.959804e+02,  2.337977e+02,  1.770701e+02,  1.275223e+02,  8.755581e+01,  5.703748e+01,  3.510744e+01,  2.048743e+01,  1.127558e+01,  5.853359e+00
  3, 35.61, -1.881852e+00,  4.753562e-01, -2.644378e-01,  8.047315e-01,  1.193158e+00,  9.986434e+02,  1.121994e+03,  8.835385e+02,  7.064294e+02,  5.663034e+02,  4.538097e+02,  3.627332e+02,  2.890874e+02,  2.285694e+02,  1.790724e+02,  1.383197e+02,  1.053609e+02,  8.012381e+01,  6.116588e+01,  4.691670e+01,  3.603114e+01,  2.731573e+01,  2.019145e+01
  3, 46.79, -2.959557e+00, -3.302780e+00, -3.352066e+00,  1.494864e+00,  1.966414e+00,  8.010901e+02,  2.485206e+02,  9.683385e+01,  4.388825e+01,  2.081280e+01,  1.021616e+01,  5.142717e+00,  2.660787e+00,  1.396867e+00,  7.425772e-01,  3.941863e-01,  2.069447e-01,  1.086133e-01,  5.673403e-02,  2.931056e-02,  1.506041e-02,  7.634580e-03,  3.819361e-03
  3, 42.73, -3.011790e+00, -3.128105e+00, -1.025570e+00,  1.148135e+00,  1.799322e+00,  4.595279e+02,  1.449833e+02,  9.218084e+01,  6.922797e+01,  5.299249e+01,  4.076924e+01,  3.135963e+01,  2.408866e+01,  1.836869e+01,  1.388277e+01,  1.032047e+01,  7.504147e+00,  5.359747e+00,  3.746101e+00,  2.553622e+00,  1.701320e+00,  1.102258e+00,  6.938222e-01
  3, 49.70, -1.056828e+00, -7.895342e-01, -1.084447e+00,  9.514565e-01,  1.132323e+00,  2.379380e+03,  1.770130e+03,  1.254106e+03,  9.262949e+02,  6.960598e+02,  5.265457e+02,  3.965799e+02,  2.956467e+02,  2.162334e+02,  1.548063e+02,  1.075708e+02,  7.212399e+01,  4.699693e+01,  2.969825e+01,  1.816447e+01,  1.081172e+01,  6.237077e+00,  3.490027e+00
  3, 37.68, -2.556966e+00, -4.250501e-01, -3.135646e+00,  7.562992e-01,  1.167517e+00,  2.639744e+03,  2.278824e+03,  1.752802e+03,  1.394119e+03,  1.138692e+03,  9.460543e+02,  7.835090e+02,  6.363317e+02,  5.003077e+02,  3.790519e+02,  2.741924e+02,  1.878763e+02,  1.224769e+02,  7.566343e+01,  4.414064e+01,  2.444139e+01,  1.278443e+01,  6.323278e+00
  3, 37.88,  5.561368e-01, -3.263636e+00, -2.401212e+00,  1.989306e+00,  1.990431e+00,  1.155021e+03,  1.445437e+03,  1.152830e+03,  9.294269e+02,  7.506892e+02,  6.061567e+02,  4.885896e+02,  3.932382e+02,  3.147157e+02,  2.502367e+02,  1.964889e+02,  1.516953e+02,  1.155541e+02,  8.656455e+01,  6.359314e+01,  4.587141e+01,  3.234310e+01,  2.226356e+01
  3, 33.64, -2.667809e-01, -2.725455e+00, -1.355336e+00,  7.633245e-01,  1.541119e+00,  6.390281e+03,  6.121532e+03,  5.237456e+03,  4.388636e+03,  3.541483e+03,  2.739718e+03,  2.027660e+03,  1.437746e+03,  9.725270e+02,  6.284989e+02,  3.852832e+02,  2.230845e+02,  1.238013e+02,  6.609288e+01,  3.405589e+01,  1.717583e+01,  8.477166e+00,  4.112688e+00
  3, 38.92,  3.933042e-01,  6.096871e-01, -1.318393e+00,  1.082230e+00,  8.126674e-01,  1.367323e+03,  1.559323e+03,  1.238056e+03,  9.941994e+02,  7.993266e+02,  6.419431e+02,  5.140068e+02,  4.100503e+02,  3.238282e+02,  2.521082e+02,  1.915229e+02,  1.410346e+02,  1.016347e+02,  7.255128e+01,  5.230693e+01,  3.874756e+01,  2.924434e+01,  2.200693e+01
  3, 48.58, -3.632753e+00, -3.368711e-01, -3.646404e+00,  1.900761e+00,  1.058923e+00,  7.552059e+01,  3.917288e+01,  3.038653e+01,  2.568992e+01,  2.293415e+01,  2.111257e+01,  1.951874e+01,  1.785490e+01,  1.603157e+01,  1.407621e+01,  1.200346e+01,  9.869988e+00,  7.814160e+00,  5.917651e+00,  4.260589e+00,  2.912025e+00,  1.875939e+00,  1.135617e+00
  3, 42.54, -2.739995e+00, -7.216398e-01, -3.722140e+00,  1.915338e+00,  7.194869e-01,  1.179301e+03,  3.738510e+02,  1.828481e+02,  1.329031e+02,  1.063789e+02,  8.410861e+01,  6.400989e+01,  4.675538e+01,  3.260647e+01,  2.171074e+01,  1.368334e+01,  8.107800e+00,  4.563939e+00,  2.439025e+00,  1.235719e+00,  5.994371e-01,  2.774155e-01,  1.228600e-01
  3, 48.04, -4.000675e-01, -3.382446e+00,  4.537649e-01,  9.473871e-01,  9.722520e-01,  1.859604e+03,  1.731568e+03,  1.414495e+03,  1.149848e+03,  9.012403e+02,  6.733486e+02,  4.778273e+02,  3.233068e+02,  2.089247e+02,  1.308548e+02,  8.053398e+01,  4.981800e+01,  3.197236e+01,  2.131755e+01,  1.456468e+01,  1.007771e+01,  6.954980e+00,  4.754774e+00
  3, 40.17, -2.556775e+00, -4.677733e-01,  1.845218e-01,  1.132960e+00,  7.025533e-01,  1.080551e+03,  8.192030e+02,  5.569303e+02,  4.019834e+02,  3.004368e+02,  2.299396e+02,  1.784090e+02,  1.396358e+02,  1.093671e+02,  8.547479e+01,  6.615443e+01,  5.043585e+01,  3.799909e+01,  2.818426e+01,  2.051377e+01,  1.466807e+01,  1.025466e+01,  7.000118e+00
  3, 44.59, -1.711568e+00, -2.099014e+00, -6.047475e-01,  1.747287e+00,  7.077989e-01,  4.116423e+03,  2.536224e+03,  1.531909e+03,  9.285539e+02,  5.422290e+02,  3.056821e+02,  1.691422e+02,  9.510217e+01,  5.562432e+01,  3.454070e+01,  2.256752e+01,  1.521242e+01,  1.045917e+01,  7.204660e+00,  4.914159e+00,  3.310504e+00,  2.185630e+00,  1.410306e+00
  3, 47.13, -3.526993e+00, -2.224432e+00, -2.938759e+00,  7.661711e-01,  7.429355e-01,  1.381888e+03,  5.208638e+02,  2.249469e+02,  1.091351e+02,  5.483805e+01,  2.830415e+01,  1.489293e+01,  8.008124e+00,  4.349648e+00,  2.382712e+00,  1.299244e+00,  6.988674e-01,  3.747905e-01,  1.995391e-01,  1.048728e-01,  5.469846e-02,  2.809722e-02,  1.420676e-02
